T,TM,Tm,H,PP,VV,V,VM,NH3
24.9,30.4,14.3,72,0,4,4.3,11.1,19.26
23.5,30,15.4,77,0,2.9,4.8,14.8,18.04
23.5,30,15.4,77,0,2.9,4.8,14.8,16.55
23.1,29.1,12.5,76,0,3.2,4.4,16.5,17.74
23.1,29.1,12.5,76,0,3.2,4.4,16.5,24.31
23.2,29.4,15.5,79,0,3.1,4.3,14.8,27.33
23.2,29.4,15.5,79,0,3.1,4.3,14.8,21.27
22.7,28.4,14,74,0,3.4,3.9,16.5,20.37
22.7,28.4,14,74,0,3.4,3.9,16.5,22.25
21.4,28.8,13.4,81,0,3.4,2.8,14.8,17.68
21.4,28.8,13.4,81,0,3.4,2.8,14.8,16.06
23.4,30,13.5,70,0,4.2,2,9.4,17.02
23.4,30,13.5,70,0,4.2,2,9.4,16.87
22.7,29.7,14.2,74,0,4,0,14.775,16.17
22.7,29.7,14.2,74,0,4,0,14.775,15.74
23.2,29.4,14.2,78,0,3.4,0.2,5.4,16.12
23.2,29.4,14.2,78,0,3.4,0.2,5.4,16.7
22.1,27.4,15.8,78,0,3.1,4.6,38.9,18.21
22.1,27.4,15.8,78,0,3.1,4.6,38.9,20.06
21.2,27,13.3,78,0,3.4,4.8,14.8,21.83
21.2,27,13.3,78,0,3.4,4.8,14.8,17.74
20.3,27.5,13,83,0,2.9,2.2,11.1,18.14
20.3,27.5,13,83,0,2.9,2.2,11.1,18.48
20.9,27.5,12.6,76,0,3.2,2.8,11.1,15.9
20.9,27.5,12.6,76,0,3.2,2.8,11.1,17.55
19.8,23,14.2,87,1.02,1.6,5.9,14.8,19.22
19.8,23,14.2,87,1.02,1.6,5.9,14.8,19.64
18.9,24.3,14.4,93,0,1.4,1.1,11.1,18.53
18.9,24.3,14.4,93,0,1.4,1.1,11.1,17.57
18.5,24.1,14,81,0,2.1,2.6,9.4,17.92
18.5,24.1,14,81,0,2.1,2.6,9.4,18.24
16.6,23,11,80,0,1.9,3.7,14.8,18.56
16.6,23,11,80,0,1.9,3.7,14.8,19.25
15.9,22.6,9.4,83,0,1.9,3.5,13,21.57
15.9,22.6,9.4,83,0,1.9,3.5,13,23.68
17,24,8.9,79,0,2.6,3.5,13,23.71
17,24,8.9,79,0,2.6,3.5,13,24.27
18.1,26,7.8,74,0,3.2,3.5,14.8,24.88
18.1,26,7.8,74,0,3.2,3.5,14.8,29.04
16.4,24,7.5,76,0,2.4,4.1,14.8,24.13
16.4,24,7.5,76,0,2.4,4.1,14.8,25.27
18.2,26,7.8,73,0,3.1,3.1,14.8,22.11
18.2,26,7.8,73,0,3.1,3.1,14.8,21.01
19.575,27.5,10.15,78,0,2.75,3.575,14.775,20.84
19.575,27.5,10.15,78,0,2.75,3.575,14.775,16.1
19.6,28,11.4,84,0,2.4,3.1,13,14.76
19.6,28,11.4,84,0,2.4,3.1,13,13.39
20.9,28,10,71,0,3.1,5,18.3,13.55
20.9,28,10,71,0,3.1,5,18.3,12.8
19.7,26,10.4,76,0,2.6,2.8,11.1,13.24
19.7,26,10.4,76,0,2.6,2.8,11.1,16.28
20.4,27,10.8,76,0,3.1,3.1,11.1,16.51
20.4,27,10.8,76,0,3.1,3.1,11.1,17.05
19.2,27,10.3,77,0,2.7,3.1,11.1,15.46
19.2,27,10.3,77,0,2.7,3.1,11.1,12
18.3,24,10.5,84,0,1.9,3.1,16.5,12.3
18.3,24,10.5,84,0,1.9,3.1,16.5,16.12
19.2,26,9,78,0,2.3,2.2,25.9,16.85
19.2,26,9,78,0,2.3,2.2,25.9,15.21
19.4,26,10.6,77,0,2.7,2.6,16.5,13.47
19.4,26,10.6,77,0,2.7,2.6,16.5,13.02
17.5,25,8.2,87,0,1.4,2.6,11.1,17.38
17.5,25,8.2,87,0,1.4,2.6,11.1,15.43
17.7,23,8.6,85,0,1.4,2.6,9.4,15.1
17.7,23,8.6,85,0,1.4,2.6,9.4,13.28
16.3,18,10,90,0,2.1,4.8,18.3,11.72
16.3,18,10,90,0,2.1,4.8,18.3,13.93
18.2,22,12.5,80,0,2.9,3.5,13,14.17
18.2,22,12.5,80,0,2.9,3.5,13,16.17
15.7,20,10,87,0,1.4,0,7.6,20.73
15.7,20,10,87,0,1.4,0,7.6,19.14
16.6,21.4,11.9,85,0,2.1,4.3,11.1,17.4
16.6,21.4,11.9,85,0,2.1,4.3,11.1,18.06
17.9,22,12.4,77,0,2.3,5.7,22.2,16.08
17.9,22,12.4,77,0,2.3,5.7,22.2,16.54
17.6,24,11,78,0,2.4,2,9.4,18.2
17.6,24,11,78,0,2.4,2,9.4,20
18.6,23,12.2,80,0,1.9,2.2,9.4,19.07
18.6,23,12.2,80,0,1.9,2.2,9.4,11.88
18.1,23.5,13.4,86,0,1.6,2,13,12.16
18.1,23.5,13.4,86,0,1.6,2,13,15.72
18.6,24,11.7,83,0,1.6,3,9.4,19.62
18.6,24,11.7,83,0,1.6,3,9.4,20.71
20.7,27,12.4,76,0,1.8,1.7,9.4,14.09
20.7,27,12.4,76,0,1.8,1.7,9.4,12.91
21.9,29,12.7,81,0,2.3,3.7,9.4,10.25
21.9,29,12.7,81,0,2.3,3.7,9.4,8.04
20.2,25,13.6,80,0,2.4,4.4,11.1,6.82
20.2,25,13.6,80,0,2.4,4.4,11.1,4.23
19.2,27,11.5,76,0,2.3,2,9.4,3.57
19.2,27,11.5,76,0,2.3,2,9.4,6.05
20.4,27.4,11.2,74,0,1.8,4.6,14.8,11.7
20.4,27.4,11.2,74,0,1.8,4.6,14.8,24.53
21.1,28,12,67,0,2.1,5.2,14.8,31.06
21.1,28,12,67,0,2.1,5.2,14.8,38.13
24.1,30,15.6,67,0,1.9,4.3,16.5,38.23
24.1,30,15.6,67,0,1.9,4.3,16.5,28.31
24,30,17,70,0,1.6,3.5,11.1,27.97
24,30,17,70,0,1.6,3.5,11.1,23.01
26.1,32,18,64,0,1.9,10.9,25.9,25.38
26.1,32,18,64,0,1.9,10.9,25.9,20.35
22.5,28,14,66,0,2.6,8.5,18.3,11.71
22.5,28,14,66,0,2.6,8.5,18.3,9.66
22.7,30,13.8,61,0,2.9,6.5,20.6,10.16
22.7,30,13.8,61,0,2.9,6.5,20.6,6.01
23.4,32,13.2,59,0,3.5,5.4,14.8,3.34
23.4,32,13.2,59,0,3.5,5.4,14.8,2.57
24.6,31.4,14.2,54,0,3.1,4.3,13,2.47
24.6,31.4,14.2,54,0,3.1,4.3,13,3.96
24,31,14.6,60,0,2.7,4.4,13,3.46
24,31,14.6,60,0,2.7,4.4,13,4.63
23.9,31.2,15.5,64,0,2.6,4.6,13,4.28
23.9,31.2,15.5,64,0,2.6,4.6,13,3.93
25.7,32,18.3,64,0,2.7,7.4,16.5,3.86
25.7,32,18.3,64,0,2.7,7.4,16.5,3.41
26.3,33.4,16.5,63,0,2.9,7,20.6,5.28
26.3,33.4,16.5,63,0,2.9,7,20.6,5.87
26.8,33,16.5,57,0,2.6,6.7,16.5,4.52
26.8,33,16.5,57,0,2.6,6.7,16.5,5.86
25.4,32,17.8,66,0,2.3,6.7,22.2,7.1
25.4,32,17.8,66,0,2.3,6.7,22.2,7.78
26.3,32,17,57,0,2.9,9.6,22.2,7.97
26.3,32,17,57,0,2.9,9.6,22.2,10.77
27.1,34,16.7,54,0,3.2,11.5,31.7,6.8
27.1,34,16.7,54,0,3.2,11.5,31.7,3.9
25.6,33,15.4,55,0,2.1,6.7,16.5,3.82
25.6,33,15.4,55,0,2.1,6.7,16.5,3.44
26.1,32,17.4,55,0,2.4,8.1,20.6,3.68
26.1,32,17.4,55,0,2.4,8.1,20.6,3.77
24.8,31,19.4,70,0,2.7,8.9,16.5,5.4
24.8,31,19.4,70,0,2.7,8.9,16.5,9.72
25.6,33.2,16.2,55,0,2.6,4.4,18.3,4.46
25.6,33.2,16.2,55,0,2.6,4.4,18.3,1.12
28.3,36,17.2,48,0,2.7,3.7,18.3,1.34
28.3,36,17.2,48,0,2.7,3.7,18.3,1.33
28.1,32.2,21,60,0,1.9,5.6,18.3,2.7
28.1,32.2,21,60,0,1.9,5.6,18.3,4.3
25.6,31.4,18.4,70,0,3.4,9.6,16.5,2.44
25.6,31.4,18.4,70,0,3.4,9.6,16.5,0.86
22,26,17.9,78,0,3.4,8,14.8,1.41
22,26,17.9,78,0,3.4,8,14.8,2.23
25.7,31.4,16.4,63,0,4.2,5.2,14.8,2.61
25.7,31.4,16.4,63,0,4.2,5.2,14.8,2.69
26.6,32,18.4,69,0,2.9,1.3,14.8,3.67
26.6,32,18.4,69,0,2.9,1.3,14.8,3.75
27.9,33,21.2,72,0,3.7,7.8,16.5,1.61
27.9,33,21.2,72,0,3.7,7.8,16.5,1.3
31.2,37,19.5,53,0,4.3,14.4,37,1.38
31.2,37,19.5,53,0,4.3,14.4,37,1.22
27.9,33,22.6,69,0,2.4,12.2,25.9,3.03
27.9,33,22.6,69,0,2.4,12.2,25.9,4.27
30.3,38,22,61,0,3.1,8.5,25.9,4.95
30.3,38,22,61,0,3.1,8.5,25.9,5.16
27.2,33,21,67,0,3.2,13,22.2,3.71
27.2,33,21,67,0,3.2,13,22.2,2.37
25.1,29,18.6,69,0,3.9,14.8,25.9,1.65
25.1,29,18.6,69,0.8925,3.9,14.8,25.9,1.84
23.7,28,19.8,86,0.8925,3.4,9.1,33.5,1.6
23.7,28,19.8,86,0.8925,3.4,9.1,33.5,0.72
23.7,25,21,89,0.8925,3.2,9.3,20.6,0.91
23.7,25,21,89,0.8925,3.2,9.3,20.6,2.92
24.4,30,20.4,84,0.8925,3.5,13.7,25.9,4.15
24.4,30,20.4,84,1.02,3.5,13.7,25.9,3.76
28.9,34.4,20.6,66,1.02,3.9,3.1,16.5,4.03
28.9,34.4,20.6,66,1.02,3.9,3.1,16.5,3.84
27.6,33,21.5,76,1.02,3.7,8.5,20.6,3.13
27.6,33,21.5,76,1.02,3.7,8.5,20.6,4.47
28.4,32.2,22.6,72,1.02,3.7,4.6,14.8,4.08
28.4,32.2,22.6,72,1.02,3.7,4.6,14.8,2.85
26.8,30.2,19.7,72,0,4,12.6,20.6,2.32
26.8,30.2,19.7,72,0,4,12.6,20.6,3.51
25.3,29,21,78,0.34,3.9,8.9,18.3,3.38
25.3,29,21,78,0.34,3.9,8.9,18.3,5.02
24.2,30.6,21,65,0,4.8,6.9,11.1,5.02
24.2,30.6,21,65,0,4.8,6.9,11.1,5.02
26,31,20.4,63,0,4.8,3.9,9.4,5.02
26,31,20.4,63,0,4.8,3.9,9.4,5.02
24.2,30.4,20,70,0.51,3.9,7,11.1,5.02
24.2,30.4,20,70,0.51,3.9,7,11.1,5.02
23.8,30.4,15.4,41,0,5.3,5.6,18.3,5.02
23.8,30.4,15.4,41,0,5.3,5.6,18.3,5.02
21.6,30.4,13,35,0,4.7,5.4,13,5.02
21.6,30.4,13,35,0,4.7,5.4,13,5.02
20.1,29.9,10,29,0,5.3,3.5,9.4,5.02
20.1,29.9,10,29,0,5.3,3.5,9.4,5.02
21.8,29,10.4,29,0,5.5,4.6,11.1,5.02
21.8,29,10.4,29,0,5.5,4.6,11.1,5.02
21.2,30,9,36,0,5.3,3.1,7.6,5.02
21.2,30,9,36,0,5.3,3.1,7.6,5.02
19.5,28.9,11,53,0,5,3.7,20.6,5.02
19.5,28.9,11,53,0,5,3.7,20.6,5.02
21,29.5,12,46,0,5.5,5.2,13,5.02
21,29.5,12,46,0,5.5,5.2,13,5.02
23.2,29.2,17,50,0,5.1,8.9,11.1,5.02
23.2,29.2,17,50,0,5.1,8.9,11.1,5.02
22.1,29.2,16,53,0,4.5,9.3,13,5.02
22.1,29.2,16,53,0,4.5,9.3,13,5.02
23.9,29.8,17,43,0,5,9.4,16.5,5.02
23.9,29.8,17,43,0,5,9.4,16.5,5.02
23.2,29,17,50,0,4.7,8.7,13,5.02
23.2,29,17,50,0,4.7,8.7,13,5.02
23.7,29.2,15,41,0,5.8,7.4,14.8,5.02
23.7,29.2,15,41,0,5.8,7.4,14.8,5.02
22.7,29.8,17,54,0,5,3.7,11.1,5.02
22.7,29.8,17,54,0,5,3.7,11.1,5.02
22.6,30.4,13,49,0,5.3,3,11.1,5.02
22.6,30.4,13,49,0,5.3,3,11.1,5.02
23.3,30.4,17,56,0,4.8,7.6,11.1,5.02
23.3,30.4,17,56,0,4.8,7.6,11.1,5.02
23.9,29.8,18.7,44,0,5.1,7.2,13,5.02
23.9,29.8,18.7,44,0,5.1,7.2,13,5.02
25.3,31,13,34,0,5.5,8.5,14.8,5.02
25.3,31,13,34,0,5.5,8.5,14.8,5.02
25.2,32,19,40,0,4.5,9.4,14.8,5.02
25.2,32,19,40,0,4.5,9.4,14.8,5.02
24.4,31.2,17,43,0,5,9.8,14.8,5.02
24.4,31.2,17,43,0,5,9.8,14.8,5.02
26.8,34,13,29,0,5.3,4.8,13,5.02
26.8,34,13,29,0,5.3,4.8,13,5.02
25.9,33.9,16,31,0,5.1,4.4,9.4,5.02
25.9,33.9,16,31,0,5.1,4.4,9.4,5.02
26.6,35.5,15.8,25,0,5.3,4.6,13,5.02
26.6,35.5,15.8,25,0,5.3,4.6,13,5.02
27.6,35.7,19,36,0,5.3,7,11.1,5.02
27.6,35.7,19,36,0,5.3,7,11.1,5.02
27.1,34,20,40,0,5.3,8.3,16.5,5.02
27.1,34,20,40,0,5.3,8.3,16.5,5.02
26.1,33,17,37,0,5.6,5,11.1,5.02
26.1,33,17,37,0,5.6,5,11.1,5.02
28.9,36,15,21,0,5.3,4.8,11.1,5.02
28.9,36,15,21,0,5.3,4.8,11.1,5.02
28.4,37,16,24,0,5.6,5.7,13,5.02
28.4,37,16,24,0,5.6,5.7,13,5.02
26.6,35.4,19,37,0,5.6,6.5,14.8,5.02
26.6,35.4,19,37,0,5.6,6.5,14.8,5.02
23.3,33.2,18,69,0,3.9,5.2,11.1,5.02
23.3,33.2,18,69,0,3.9,5.2,11.1,5.02
25.8,30,20.8,59,19.05,5.5,2,11.1,5.02
25.8,30,20.8,59,19.05,5.5,2,11.1,5.02
27.4,32,21.2,45,0,5,6.7,14.8,5.02
27.4,32,21.2,45,0,5,6.7,14.8,5.02
27.6,33,22,53,0.25,4.8,7.6,25.9,5.02
27.6,33,22,53,0.25,4.8,7.6,25.9,5.02
27.8,34,20.4,56,0,4.8,6.5,11.1,5.02
27.8,34,20.4,56,0,4.8,6.5,11.1,5.02
24.3,32.6,19,58,0.51,3.7,3.9,11.1,5.02
24.3,32.6,19,58,0.51,3.7,3.9,11.1,5.02
28.9,35,18,32,0,5.6,5.6,14.8,5.02
28.9,35,18,32,0,5.6,5.6,14.8,5.02
28.7,36,19,32,0,5.8,7.2,11.1,5.02
28.7,36,19,32,0,5.8,7.2,11.1,5.02
28.7,38,20,39,0,5,6.9,14.8,5.02
28.7,38,20,39,0,5,6.9,14.8,5.02
29.4,37,22,29,0,5.1,5,11.1,5.02
29.4,37,22,29,0,5.1,5,11.1,5.02
31.6,37,22.2,23,0,5.8,6.9,14.8,5.02
31.6,37,22.2,23,0,5.8,6.9,14.8,5.02
30.6,39,20,26,0,5,5.6,13,5.02
30.6,39,20,26,0,5,5.6,13,5.02
31.8,38.1,22,31,0,5.6,7.8,16.5,5.02
31.8,38.1,22,31,0,5.6,7.8,16.5,5.02
30.3,37,22,38,0,5.3,9.8,14.8,5.02
30.3,37,22,38,0,5.3,9.8,14.8,5.02
30.4,37,23,40,0,5.3,6.9,11.1,5.02
30.4,37,23,40,0,5.3,6.9,11.1,5.02
30.6,36,23.6,41,0,5,8.3,14.8,5.02
30.6,36,23.6,41,0,5,8.3,14.8,5.02
32.6,40,23,35,0,5.3,6.5,11.1,5.02
32.6,40,23,35,0,5.3,6.5,11.1,5.02
33.3,40,25,34,0,5.6,4.4,14.8,5.02
33.3,40,25,34,0,5.6,4.4,14.8,5.02
33.3,39.1,25.4,25,0,5.6,5.2,14.8,5.02
33.3,39.1,25.4,25,0,5.6,5.2,14.8,5.02
31.1,40,24,48,0,5.5,8,11.1,5.02
31.1,40,24,48,0,5.5,8,11.1,5.02
30.9,37.8,24,40,0,5,10.4,14.8,5.02
30.9,37.8,24,40,0,5,10.4,14.8,5.02
30.7,39,24.6,50,0,5.5,8.9,14.8,5.02
30.7,39,24.6,50,0,5.5,8.9,14.8,5.02
23.9,30,16.5,67,60.96,5.1,6.1,14.8,5.02
23.9,30,16.5,67,60.96,5.1,6.1,14.8,5.02
22.9,29.5,16.7,63,24.89,4.3,5.2,18.3,5.02
22.9,29.5,16.7,63,24.89,4.3,5.2,18.3,5.02
27,32,17.4,50,1.02,4.8,8,13,5.02
27,32,17.4,50,1.02,4.8,8,13,5.02
31.9,38,22,42,0,6.3,3.5,11.1,5.02
31.9,38,22,42,0,6.3,3.5,11.1,5.02
32.7,38,26,36,0,5.3,6.3,14.8,5.02
32.7,38,26,36,0,5.3,6.3,14.8,5.02
33.6,40,25,36,0,5.8,6.1,11.1,5.02
33.6,40,25,36,0,5.8,6.1,11.1,5.02
31.3,38,26,43,0,5.8,7.2,14.8,5.02
31.3,38,26,43,0,5.8,7.2,14.8,5.02
30.2,37.5,24,52,0,5.3,8.3,14.8,5.02
30.2,37.5,24,52,0,5.3,8.3,14.8,5.02
32.3,38,24.4,41,0,5.3,4.8,11.1,5.02
32.3,38,24.4,41,0,5.3,4.8,11.1,5.02
34.9,41,26.2,24,0,6.3,6.5,11.1,5.02
34.9,41,26.2,24,0,6.3,6.5,11.1,5.02
34,41,27,31,0,5.1,8.1,16.5,5.02
34,41,27,31,0,5.1,8.1,16.5,5.02
31.8,40.9,27,38,0,4.8,9.1,14.8,5.02
31.8,40.9,27,38,0,4.8,9.1,14.8,5.02
32.4,38.6,25,45,0,5.5,5.7,13,5.02
32.4,38.6,25,45,0,5.5,5.7,13,5.02
33.6,41,25,28,0,5.5,5.9,27.8,5.02
33.6,41,25,28,0,5.5,5.9,27.8,5.02
34.7,41,27,31,0,5.5,5.6,14.8,5.02
34.7,41,27,31,0,5.5,5.6,14.8,5.02
31.9,38.4,25,40,0,5,5,11.1,5.02
31.9,38.4,25,40,0,5,5,11.1,5.02
31.7,37.1,26,44,0,5.3,7.2,13,5.02
31.7,37.1,26,44,0,5.3,7.2,13,5.02
28.7,38,23,57,3.05,4.7,8.3,16.5,5.02
28.7,38,23,57,3.05,4.7,8.3,16.5,5.02
35,42.5,28.9,38,0,5.8,7.6,14.8,5.02
35,42.5,28.9,38,0,5.8,7.6,14.8,5.02
36.6,43,29,28,0,5.3,9.8,20.6,5.02
36.6,43,29,28,0,5.3,9.8,20.6,5.02
37.3,45,31.2,24,0,6,6.9,13,5.02
37.3,45,31.2,24,0,6,6.9,13,5.02
36.3,41.5,29.6,27,0,6.4,12.6,22.2,5.02
36.3,41.5,29.6,27,0,6.4,12.6,22.2,5.02
36.1,43,30,25,0,5.5,9.8,18.3,5.02
36.1,43,30,25,0,5.5,9.8,18.3,5.02
36.3,42.8,30.5,27,0,5.6,11.9,24.1,5.02
36.3,42.8,30.5,27,0,5.6,11.9,24.1,5.02
36.9,43,28,29,0,5,8.1,24.1,5.02
36.9,43,28,29,0,5,8.1,24.1,5.02
31,42.8,26,47,0,5,11.9,24.1,5.02
31,42.8,26,47,0,5,11.9,24.1,5.02
31.3,39,27,45,0,4.8,14.8,24.1,5.02
31.3,39,27,45,0,4.8,14.8,24.1,5.02
33.9,38,24.9,35,0,5.3,8.1,14.8,5.02
33.9,38,24.9,35,0,5.3,8.1,14.8,5.02
29.6,36.8,22.5,61,0,4.3,9.1,14.8,5.02
29.6,36.8,22.5,61,0,4.3,9.1,14.8,5.02
31.4,36.3,24.8,50,0,5.3,11.3,24.1,5.02
31.4,36.3,24.8,50,0,5.3,11.3,24.1,5.02
29.8,35.3,24,52,14.48,5,10.7,25.9,5.02
29.8,35.3,24,52,14.48,5,10.7,25.9,5.02
26.3,34.7,21.9,76,28.96,4.7,9.6,25.9,5.02
26.3,34.7,21.9,76,28.96,4.7,9.6,25.9,5.02
26,31.3,22.3,76,0,4.8,14.3,25.9,5.02
26,31.3,22.3,76,0,4.8,14.3,25.9,5.02
25.6,30.1,23,73,0.255,5.1,15.9,24.1,5.02
25.6,30.1,23,73,0.255,5.1,15.9,24.1,5.02
26.5,31.6,21,62,0.255,4.7,22.2,40.7,5.02
26.5,31.6,21,62,0.255,4.7,22.2,40.7,5.02
25.8,31.5,23,67,0.51,3.9,19.3,37,5.02
25.8,31.5,23,67,0.51,3.9,19.3,37,5.02
23.7,28.8,22,84,0,3.4,13.1,22.2,5.02
23.7,28.8,22,84,0,3.4,13.1,22.2,5.02
29,33.9,24.9,56,0,5,18,27.8,5.02
29,33.9,24.9,56,0,5,18,27.8,5.02
29.3,34.2,24,55,0,4.8,13.7,18.3,5.02
29.3,34.2,24,55,0,4.8,13.7,18.3,5.02
27.1,34.2,24,64,2.03,5,15.6,27.8,5.02
27.1,34.2,24,64,2.03,5,15.6,27.8,5.02
29.6,35.4,25,52,1.1425,5.1,11.1,18.3,5.02
29.6,35.4,25,52,1.1425,5.1,11.1,18.3,5.02
28.1,35.3,24.8,60,0.51,4.5,12,20.6,5.02
28.1,35.3,24.8,60,0.51,4.5,12,20.6,5.02
30.6,35.9,25.7,45,0,5.5,13.3,22.2,5.02
30.6,35.9,25.7,45,0,5.5,13.3,22.2,5.02
30.8,36,24.8,43,0,5,14.1,22.2,5.02
30.8,36,24.8,43,0,5,14.1,22.2,5.02
30.2,35.7,25,45,0,5.1,18.3,25.9,5.02
30.2,35.7,25,45,0,5.1,18.3,25.9,5.02
29.7,34.4,25.6,51,0,4.7,14.8,29.4,5.02
29.7,34.4,25.6,51,0,4.7,14.8,29.4,5.02
32.3,36.4,26.7,42,0,5.5,12.4,22.2,5.02
32.3,36.4,26.7,42,0,5.5,12.4,22.2,5.02
28.4,36.6,23,63,19.05,4.7,10.7,18.3,5.02
28.4,36.6,23,63,19.05,4.7,10.7,18.3,5.02
28.4,36.6,22.9,64,5.7775,5,12.8,24.1,5.02
28.4,36.6,22.9,64,5.7775,5,12.8,24.1,5.02
28.6,33.7,23.8,57,2.03,5.3,18.1,33.5,5.02
28.6,33.7,23.8,57,2.03,5.3,18.1,33.5,5.02
27.6,33.6,24,65,0,4.7,15,27.8,5.02
27.6,33.6,24,65,0,4.7,15,27.8,5.02
28.3,33.6,23.4,58,3.05,5.5,16.1,25.9,5.02
28.3,33.6,23.4,58,3.05,5.5,16.1,25.9,24.637
28.3,34.7,24,57,0.51,5.5,15.4,25.9,24.637
28.3,34.7,24,57,0.51,5.5,15.4,25.9,24.637
28.7,34.7,24,57,0,5,14.1,25.9,24.637
28.7,34.7,24,57,0,5,14.1,25.9,24.637
29.9,35.3,24,50,0,5.6,15.2,25.9,24.637
29.9,35.3,24,50,0,5.6,15.2,25.9,24.637
28.4,34.8,23.8,56,0.25,5,15.9,22.2,24.637
28.4,34.8,23.8,56,0.25,5,15.9,22.2,24.637
28.3,34.8,23,59,0,5,13.3,22.2,24.637
28.3,34.8,23,59,0,5,13.3,22.2,24.637
29.3,34.8,24,55,0,5,10.2,18.3,24.637
29.3,34.8,24,55,0,5,10.2,18.3,24.637
28.8,37,24.8,55,0.51,5,10.6,18.3,24.637
28.8,37,24.8,55,0.51,5,10.6,18.3,24.637
27.9,34.2,23.3,57,3.05,4.8,13.7,22.2,24.637
27.9,34.2,23.3,57,3.05,4.8,13.7,22.2,24.637
27.7,34.2,23,63,0.76,4.8,13,18.3,24.637
27.7,34.2,23,63,0.76,4.8,13,18.3,24.637
26.7,33.7,23.8,68,1.02,5.5,11.3,22.2,24.637
26.7,33.7,23.8,68,1.02,5.5,11.3,22.2,24.637
25.1,27.6,21.7,74,3.05,4.3,9.4,18.3,24.637
25.1,27.6,21.7,74,3.05,4.3,9.4,18.3,24.637
27.4,31.4,23.3,66,0,4.8,6.9,18.3,24.637
27.4,31.4,23.3,66,0,4.8,6.9,18.3,24.637
28.7,33.1,23,61,0.51,5,9.4,18.3,24.637
28.7,33.1,23,61,0.51,5,9.4,18.3,24.637
28.9,37.6,23,65,0.51,5,5.7,14.8,24.637
28.9,37.6,23,65,0.51,5,5.7,14.8,24.637
26.6,37.6,21.8,70,13.97,4.3,6.5,25.9,24.637
26.6,37.6,21.8,70,13.97,4.3,6.5,25.9,24.637
27.6,32.7,22.9,67,1.02,5,9.4,18.3,24.637
27.6,32.7,22.9,67,1.02,5,9.4,18.3,24.637
28.3,33.4,24,59,0,5,11.7,18.3,24.637
28.3,33.4,24,59,0,5,11.7,18.3,24.875
28.9,34.6,23.9,56,0,5.3,10.6,20.6,24.875
28.9,34.6,23.9,56,0,5.3,10.6,20.6,24.875
27.6,34.6,24.3,65,0,4.8,9.6,18.3,24.875
27.6,34.6,24.3,65,0,4.8,9.6,18.3,24.94
27.8,32.5,23.7,61,0,5.1,10,18.3,24.81
27.8,32.5,23.7,61,0,5.1,10,18.3,24.8
28.9,34,24,54,0,5.5,9.3,18.3,25.86
28.9,34,24,54,0,5.5,9.3,18.3,24.78
29.2,34.9,24.3,53,0,5.1,8.7,20.6,21.68
29.2,34.9,24.3,53,0,5.1,8.7,20.6,21.4
30.9,37,25,49,0,5.3,6.5,13,22.34
30.9,37,25,49,0,5.3,6.5,13,20.69
26.1,35.5,22.6,72,0.51,4.5,7.2,13,20.92
26.1,35.5,22.6,72,0.51,4.5,7.2,13,20.805
26.1,33.2,21.2,74,7.11,4.5,4.3,11.1,20.805
26.1,33.2,21.2,74,7.11,4.5,4.3,11.1,20.805
25.3,33.1,21.9,80,10.92,3.7,3.5,11.1,20.805
25.3,33.1,21.9,80,10.92,3.7,3.5,11.1,21.07125
26.6,31.3,22.8,69,0,4.5,8,11.1,21.07125
26.6,31.3,22.8,69,0,4.5,8,11.1,21.07125
25.7,31.6,22.8,79,0,4,7.4,16.5,21.07125
25.7,31.6,22.8,79,0,4,7.4,16.5,21.07125
24.7,31.6,22,83,8.89,3.4,7.8,11.1,21.07125
24.7,31.6,22,83,8.89,3.4,7.8,11.1,22.05
27.9,32.8,22.5,65,14.99,5,8.1,18.3,22.05
27.9,32.8,22.5,65,14.99,5,8.1,18.3,22.05
27.7,31,24,62,0,5,8.1,18.3,27.65
27.7,31,24,62,0,5,8.1,18.3,20.45
27.9,32.6,23.3,57,0,5.3,8.7,14.8,18.05
27.9,32.6,23.3,57,0,5.3,8.7,14.8,14.41
29.8,36.5,23.8,60,4.9525,4.7,3.9,11.1,15.02
29.8,36.5,23.8,60,4.9525,4.7,3.9,11.1,8.62
27.8,35.4,22.4,72,8.89,4.2,4.6,11.1,7.44
27.8,35.4,22.4,72,8.89,4.2,4.6,11.1,11.73
29.1,33.2,23,53,2.03,4.8,5.4,11.1,7.42
29.1,33.2,23,53,2.03,4.8,5.4,11.1,7.43
26.4,30.9,22.6,75,0,4.2,7.6,16.5,7.42
26.4,30.9,22.6,75,0,4.2,7.6,16.5,7.44
26.8,31.8,22.6,70,0,4.8,6.3,11.1,7.43
26.8,31.8,22.6,70,0,4.8,6.3,11.1,7.44
26.8,33,22.5,73,0.406,4.7,6.7,18.3,7.41
26.8,33,22.5,73,0,4.7,6.7,18.3,7.46
27.5,33.1,20,40,0,5.1,6.5,14.8,7.42
27.5,33.1,20,40,0,5.1,6.5,14.8,7.44
27.4,33,19,48,0,4.7,5.7,14.8,9.27
27.4,33,19,48,0,4.7,5.7,14.8,11.14
28.4,35,20,44,0,4.7,5.6,11.1,11.18
28.4,35,20,44,0,4.7,5.6,11.1,11.18
28.6,35,21.9,38,0,4.8,4.8,9.4,11.18
28.6,35,21.9,38,0,4.8,4.8,9.4,11.17
28.2,36,19,44,0,4.7,3.5,9.4,11.17
28.2,36,19,44,0,4.7,3.5,9.4,11.18
27.8,34,19,52,0,4.5,5.7,13,11.15
