T,TM,Tm,H,PP,VV,V,VM,CO
33.4,41,24,36,0,5.1,2.8,5.4,0.06
34.3,40,26.9,37,0,5.5,3.1,7.6,0.05
34.3,40,26.9,37,0,5.5,3.1,7.6,0.06
33.3,40.2,26.5,47,0,5.3,3.5,5.4,0.07
33.3,40.2,26.5,47,0,5.3,3.5,5.4,0.07
33.6,42,25,33,0,5,5.6,18.3,0.08
33.6,42,25,33,0,5,5.6,18.3,0.07
33.2,41,20.2,38,0,5.1,5,11.1,0.09
33.2,41,20.2,38,0,5.1,5,11.1,0.07
34.9,42,27,40,0,5.5,3.9,14.8,0.08
34.9,42,27,40,0,5.5,3.9,14.8,0.08
36.3,43,29,34,0,5.1,2,14.8,0.1
36.3,43,29,34,0,5.1,2,14.8,0.09
33.8,41.7,28,45,0,5,9.1,18.3,0.07
33.8,41.7,28,45,0,5,9.1,18.3,0.13
37,43,29.5,24,0,6.3,6.9,14.8,0.25
37,43,29.5,24,0,6.3,6.9,14.8,0.21
36.8,43,29,25,0,5.5,5.7,63,0.19
36.8,43,29,25,0,5.5,5.7,63,0.23
35.4,43,29,25,0,6,5.4,18.3,0.17
35.4,43,29,25,0,6,5.4,18.3,0.17
37.7,44,29.9,30,0,5.5,3.5,7.6,0.14
37.7,44,29.9,30,0,5.5,3.5,7.6,0.14
37,43,29,37,0,5.5,4.4,9.4,0.16
37,43,29,37,0,5.5,4.4,9.4,0.18
34.2,42.7,25.5,43,0,5.1,7,18.3,0.16
34.2,42.7,25.5,43,0,5.1,7,18.3,0.15
34.1,41,26.8,44,0,5.1,5.9,11.1,0.14
34.1,41,26.8,44,0,5.1,5.9,11.1,0.09
34.3,41,27,43,0,5.8,5.2,14.8,0.09
34.3,41,27,43,0,5.8,5.2,14.8,0.18
35.2,43,28.9,44,0,5.3,2.4,9.4,0.14
35.2,43,28.9,44,0,5.3,2.4,9.4,0.14
35.6,43,29,45,0,5.3,3.3,9.4,0.13
35.6,43,29,45,0,5.3,3.3,9.4,0.17
28.9,37.2,23.9,62,0,5.3,9.3,14.8,0.15
28.9,37.2,23.9,62,0,5.3,9.3,14.8,0.16
27.8,33.5,20.5,73,0,5,5.9,11.1,0.18
27.8,33.5,20.5,73,0,5,5.9,11.1,0.17
28.2,34.6,24.4,72,0,4.8,5.7,13,0.15
28.2,34.6,24.4,72,0,4.8,5.7,13,0.16
24.9,32.5,23,89,0,4.2,5.4,11.1,0.19
24.9,32.5,23,89,0,4.2,5.4,11.1,0.16
27.6,31,22.1,76,0,4.7,5,11.1,0.15
27.6,31,22.1,76,0,4.7,5,11.1,0.17
26.4,32,24,84,0,4.7,5.6,11.1,0.14
26.4,32,24,84,0,4.7,5.6,11.1,0.14
24.7,33.2,22.8,91,0,4,3.1,9.4,0.17
24.7,33.2,22.8,91,0,4,3.1,9.4,0.16
28,32,23.2,73,0,5.1,7.6,14.8,0.15
28,32,23.2,73,0,5.1,7.6,14.8,0.15
29,34,23.8,66,0,5.1,7.6,11.1,0.14
29,34,23.8,66,0,5.1,7.6,11.1,0.15
28.2,34,24,73,0.1275,5,7.2,18.3,0.15
28.2,34,24,73,0.1275,5,7.2,18.3,0.15
26.2,32.5,23,84,0.51,4.3,8,18.3,0.15
26.2,32.5,23,84,0.51,4.3,8,18.3,0.17
27.9,33,22.9,74,0.255,4.5,12.6,24.1,0.18
27.9,33,22.9,74,0.255,4.5,12.6,24.1,0.16
28.3,33.8,24.2,70,0.255,5,9.4,18.3,0.17
28.3,33.8,24.2,70,0.255,5,9.4,18.3,0.17
28,32.2,24,73,0,5.3,7.8,14.8,0.2
28,32.2,24,73,0,5.3,7.8,14.8,0.21
28.4,32.6,24.4,69,0,5.3,7.6,22.2,0.21
28.4,32.6,24.4,69,0,5.3,7.6,22.2,0.2
26.4,30.2,22.3,78,0,4.3,5.4,18.3,0.17
26.4,30.2,22.3,78,0,4.3,5.4,18.3,0.17
28.3,32.2,21.6,70,0,5.3,6.3,13,0.18
28.3,32.2,21.6,70,0,5.3,6.3,13,0.17
27.5,33,24,73,0,5,4.3,11.1,0.23
27.5,33,24,73,0,5,4.3,11.1,0.22
26.3,32.4,23.2,81,0,4.7,7.6,18.3,0.27
26.3,32.4,23.2,81,0,4.7,7.6,18.3,0.19
25.4,31,22,88,0,4.8,6.7,13,0.24
25.4,31,22,88,6.1,4.8,6.7,13,0.25
26.8,30,22.7,75,6.1,4.7,8,14.8,0.22
26.8,30,22.7,75,6.1,4.7,8,14.8,0.23
25.3,28.5,21.5,89,6.1,4.2,9.4,13,0.22
25.3,28.5,21.5,89,6.1,4.2,9.4,13,0.18
25.9,29.2,22.9,88,6.1,4.3,9.8,13,0.17
25.9,29.2,22.9,88,6.1,4.3,9.8,13,0.17
28.1,32,23.1,74,0,5.3,9.6,18.3,0.12
28.1,32,23.1,74,0,5.3,9.6,18.3,0.15
28.4,33,23,68,0,5.5,9.8,14.8,0.16
28.4,33,23,68,0,5.5,9.8,14.8,0.19
28.7,33.6,23.1,67,0,5.3,12.6,22.2,0.16
28.7,33.6,23.1,67,0,5.3,12.6,22.2,0.21
27.8,34,23.7,73,0,5,10.6,18.3,0.18
27.8,34,23.7,73,0,5,10.6,18.3,0.12
29.6,34,24.4,63,0,5.6,8.9,18.3,0.17
29.6,34,24.4,63,0,5.6,8.9,18.3,0.17
29.4,34.6,24.8,63,0,5.5,6.3,18.3,0.12
29.4,34.6,24.8,63,0,5.5,6.3,18.3,0.17
29.2,33.4,24.3,64,0,5.6,9.1,18.3,0.21
29.2,33.4,24.3,64,0,5.6,9.1,18.3,0.23
28.6,33.7,23.8,67,0,5.5,10.6,18.3,0.22
28.6,33.7,23.8,67,0,5.5,10.6,18.3,0.17
27.9,33.2,24.5,76,0,4.8,5.6,18.3,0.21
27.9,33.2,24.5,76,0.255,4.8,5.6,18.3,0.18
28.8,33.8,24.6,68,0.51,5.3,7.4,14.8,0.19
28.8,33.8,24.6,68,0.51,5.3,7.4,14.8,0.21
24.4,32.8,22.1,93,0,3.5,4.8,18.3,0.18
24.4,32.8,22.1,93,0,3.5,4.8,18.3,0.19
25.4,31.2,21.9,90,0.255,4.3,4.3,9.4,0.09
25.4,31.2,21.9,90,0,4.3,4.3,9.4,0.21
26,29.2,21.9,82,0,5.1,4.3,11.1,0.11
26,29.2,21.9,82,0,5.1,4.3,11.1,0.07
27.1,32,22.1,78,0,5.6,7.4,18.3,0.05
27.1,32,22.1,78,0,5.6,7.4,18.3,0.06
23.8,26.1,21.9,95,0,3.4,9.6,18.3,0.06
23.8,26.1,21.9,95,0,3.4,9.6,18.3,0.04
24.1,26,21.1,90,0,4.5,12.4,20.6,0.04
24.1,26,21.1,90,0,4.5,12.4,20.6,0.05
27,31,20.7,74,0,5.1,8,18.3,0.05
27,31,20.7,74,0,5.1,8,18.3,0.05
25.9,31.8,22.5,88,0,4.3,8.3,18.3,0.03
25.9,31.8,22.5,88,0,4.3,8.3,18.3,0
25.6,30,21.1,91,1.015,4.3,10.4,18.3,0
25.6,30,21.1,91,1.015,4.3,10.4,18.3,0
25.7,29.5,23,91,2.03,4,9.8,14.8,0
25.7,29.5,23,91,2.03,4,9.8,14.8,0
28.6,32,22.8,77,0,5.5,6.9,13,0
28.6,32,22.8,77,0,5.5,6.9,13,0
28.6,32.6,23.8,73,0,5.6,8,13,0
28.6,32.6,23.8,73,0,5.6,8,13,0.26
28.8,33,23.3,77,0,5.3,5.6,13,0.16
28.8,33,23.3,77,0,5.3,5.6,13,0.34
29.4,33.6,23.9,74,0,5.3,6.7,13,0.66
29.4,33.6,23.9,74,0,5.3,6.7,13,0.33
28.3,32.6,22.6,83,0,4.2,4.6,16.5,0.21
28.3,32.6,22.6,83,0,4.2,4.6,16.5,0.57
28.8,33.3,24.2,80,0,4.8,7,11.1,0.29
28.8,33.3,24.2,80,0,4.8,7,11.1,0.36
29.2,33.1,23.8,76,0,5.3,6.3,11.1,0.1
29.2,33.1,23.8,76,0,5.3,6.3,11.1,0.19
28.6,34.2,24.5,81,0,4.3,6.9,18.3,0.11
28.6,34.2,24.5,81,0,4.3,6.9,18.3,0.08
26,35.2,20.7,90,0,3.9,4.6,9.4,0.1
26,35.2,20.7,90,0,3.9,4.6,9.4,0.06
27.5,31,21.8,85,0,5.5,6.5,13,0.1
27.5,31,21.8,85,0,5.5,6.5,13,0.15
26.7,29,22.1,81,0,5.3,13.3,18.3,0.12
26.7,29,22.1,81,0,5.3,13.3,18.3,0.31
26.2,30,22.5,85,0,4.7,10.9,18.3,0.06
26.2,30,22.5,85,0,4.7,10.9,18.3,0.1
25.8,29,22.5,86,0,4.5,11.7,16.5,0.07
25.8,29,22.5,86,0,4.5,11.7,16.5,0.19
26.5,33,23.5,86,3.05,4.2,3.7,9.4,0.06
26.5,33,23.5,86,3.05,4.2,3.7,9.4,0.03
28.6,32.2,22.3,77,6.1,4.5,6.1,18.3,0.04
28.6,32.2,22.3,77,6.1,4.5,6.1,18.3,0.08
26.8,33,22.9,88,0,3.5,2.8,18.3,0.08
26.8,33,22.9,88,0,3.5,2.8,18.3,0.12
28.9,33,23.7,78,0,3.4,3,9.4,0
28.9,33,23.7,78,0,3.4,3,9.4,0.79
26.8,33.8,22.5,87,0,3.5,7,18.3,1.19
26.8,33.8,22.5,87,0,3.5,7,18.3,1.06
25.8,31.9,21.4,93,83.06,2.9,2.8,13,1.04
25.8,31.9,21.4,93,83.06,2.9,2.8,13,0.58
27.4,31,22.6,83,1.02,4,3,9.4,0.52
27.4,31,22.6,83,1.02,4,3,9.4,0.58
26.1,31.6,22.8,93,19.05,3.1,2.6,9.4,0.68
26.1,31.6,22.8,93,19.05,3.1,2.6,9.4,0.57
27.6,33,22.2,86,2.03,3.4,5.4,18.3,0.59
27.6,33,22.2,86,2.03,3.4,5.4,18.3,0.59
27.6,33,21.3,82,9.91,4.3,3.1,9.4,0.63
27.6,33,21.3,82,9.91,4.3,3.1,9.4,0.74
26.8,32.6,23.2,89,0,3.5,4.8,14.8,0.74
26.8,32.6,23.2,89,0,3.5,4.8,14.8,0.83
26.6,32.5,22.6,89,4.06,3.9,2.8,13,0.68
26.6,32.5,22.6,89,4.06,3.9,2.8,13,0.58
26.2,33,18,67,0,4.8,4.1,9.4,0.61
26.2,33,18,67,0,4.8,4.1,9.4,0.65
27.2,32.8,19.8,62,0,4.3,5.6,11.1,0.72
27.2,32.8,19.8,62,0,4.3,5.6,11.1,0.82
28.1,33.2,20.9,65,0,4.5,7,13,0.81
28.1,33.2,20.9,65,0,4.5,7,13,0.7
27.7,32.8,21,66,0,4.7,5.4,13,0.76
27.7,32.8,21,66,0,4.7,5.4,13,0.76
26.9,32.7,21.5,72,0,3.9,5.7,11.1,0.71
26.9,32.7,21.5,72,0,3.9,5.7,11.1,0.9
27.2,32,19.5,64,0,4.5,4.4,11.1,0.86
27.2,32,19.5,64,0,4.5,4.4,11.1,0.9
25.6,31.5,16.6,54,0,4.3,6.1,14.8,0.81
25.6,31.5,16.6,54,0,4.3,6.1,14.8,0.82
25.2,31.5,16.5,58,0,4.3,4.1,9.4,0.8
25.2,31.5,16.5,58,0,4.3,4.1,9.4,0.76
24,30.6,15.6,60,0,4.5,6.3,14.8,0.8
24,30.6,15.6,60,0,4.5,6.3,14.8,0.78
24.8,30.3,16.4,59,0,4.2,7.6,18.3,0.7
24.8,30.3,16.4,59,0,4.2,7.6,18.3,0.72
25.6,31.9,17.1,64,0,5,3.7,9.4,0.91
25.6,31.9,17.1,64,0,5,3.7,9.4,0.8
25.2,31.6,17.5,61,0,5.1,3.3,9.4,0.77
25.2,31.6,17.5,61,0,5.1,3.3,9.4,0.69
25.6,31.5,17,55,0,5,5.6,9.4,1.05
25.6,31.5,17,55,0,5,5.6,9.4,1.19
24.9,31,16.4,57,0,4.8,4.6,11.1,1
24.9,31,16.4,57,0,4.8,4.6,11.1,0.92
26.1,31.5,18.8,68,0,4.5,5.4,11.1,0.77
26.1,31.5,18.8,68,0,4.5,5.4,11.1,0.88
27.3,32.6,20.5,67,0,4.8,7,13,0.8
27.3,32.6,20.5,67,0,4.8,7,13,0.59
26.9,31.8,22,72,0,4.5,4.6,11.1,0.7
26.9,31.8,22,72,0,4.5,4.6,11.1,1.33
27.4,31.3,20.3,69,0,4.8,5,9.4,1.4
27.4,31.3,20.3,69,0,4.8,5,9.4,1.4
27,32.2,20.4,75,0,4.7,5.4,13,1.26
27,32.2,20.4,75,0,4.7,5.4,13,1.14
24.9,32.3,19,60,0,4.5,5.7,14.8,1.13
24.9,32.3,19,60,0,4.5,5.7,14.8,0.87
23.5,31.8,16.6,62,0,5,2.6,9.4,0.85
23.5,31.8,16.6,62,0,5,2.6,9.4,0.93
24.1,31.8,15.5,55,0,4.5,2,9.4,1.09
24.1,31.8,15.5,55,0,4.5,2,9.4,1.1
24.3,30.1,18.7,72,0,3.7,7.4,11.1,1.02
24.3,30.1,18.7,72,0,3.7,7.4,11.1,0.99
22.4,26,17,67,0,3.9,6.3,14.8,0.92
22.4,26,17,67,0,3.9,6.3,14.8,0.83
23.3,28.5,17,61,0,4,6.1,11.1,1
23.3,28.5,17,61,0,4,6.1,11.1,1.05
25.4,31.4,17.5,65,0,3.9,2,5.4,1.1
25.4,31.4,17.5,65,0,3.9,2,5.4,1.03
25.6,31.8,16.3,46,0,3.9,4.8,11.1,0.98
25.6,31.8,16.3,46,0,3.9,4.8,11.1,0.95
25.2,32.6,17.1,53,0,4.2,7.2,14.8,1.03
25.2,32.6,17.1,53,0,4.2,7.2,14.8,1.04
24.6,32.2,16,63,0,4.2,4.4,11.1,1.09
24.6,32.2,16,63,0,4.2,4.4,11.1,1.19
25.2,31.2,17.9,64,0,4.7,5.9,11.1,1.16
25.2,31.2,17.9,64,0,4.7,5.9,11.1,0.83
24,31.3,18,69,0,3.5,5,14.8,0.92
24,31.3,18,69,0,3.5,5,14.8,0.87
22.4,29,12.5,40,0,4.3,6.7,16.5,0.99
22.4,29,12.5,40,0,4.3,6.7,16.5,0.9
21.6,29.3,10.8,50,0,4.7,4.1,11.1,1
21.6,29.3,10.8,50,0,4.7,4.1,11.1,0.95
22.8,29.6,12.4,54,0,4.5,3.5,9.4,0.89
22.8,29.6,12.4,54,0,4.5,3.5,9.4,0.71
23.8,30.2,14,59,0,3.9,3.5,11.1,0.71
23.8,30.2,14,59,0,3.9,3.5,11.1,0.89
22.8,31.3,14.5,50,0,4.5,5.4,11.1,0.91
22.8,31.3,14.5,50,0,4.5,5.4,11.1,1.45
21.9,30,12,45,0,4.5,3.9,11.1,0.85
21.9,30,12,45,0,4.5,3.9,11.1,0.84
22.7,30.575,13.35,47.75,0,4.55,4.05,10.675,0.68
22.7,30.575,13.35,47.75,0,4.55,4.05,10.675,1
24.2,31,14.9,51,0,4.7,3,9.4,1.1
24.2,31,14.9,51,0,4.7,3,9.4,0.99
23.8,31.5,15.8,62,0,4.5,3.3,9.4,0.8
23.8,31.5,15.8,62,0,4.5,3.3,9.4,0.73
23.4,29.6,16.9,64,0,4.5,3.5,9.4,0.73
23.4,29.6,16.9,64,0,4.5,3.5,9.4,0.86
23.1,29.6,13.5,51,0,4.2,5,13,0.99
23.1,29.6,13.5,51,0,4.2,5,13,0.84
22.2,29.4,14,56,0,4.3,5,14.8,0.87
22.2,29.4,14,56,0,4.3,5,14.8,0.82
22.2,27.7,14.6,65,0,3.9,4.8,13,0.6
22.2,27.7,14.6,65,0,3.9,4.8,13,0.61
25.2,33,16,46,0,4.7,4.1,11.1,0.61
25.2,33,16,46,0,4.7,4.1,11.1,0.76
24.7,32.8,15.9,57,0,4.3,4.4,11.1,0.84
24.7,32.8,15.9,57,0,4.3,4.4,11.1,0.81
26.2,32,18.8,57,0,4.2,2.8,9.4,0.92
26.2,32,18.8,57,0,4.2,2.8,9.4,1.02
24.2,31.5,14.3,42,0,5,3.9,11.1,0.77
24.2,31.5,14.3,42,0,5,3.9,11.1,0.74
23.3,31.4,12.6,42,0,4.7,3.5,11.1,0.85
23.3,31.4,12.6,42,0,4.7,3.5,11.1,0.88
23.2,31,12.7,53,0,4,4.4,9.4,0.85
23.2,31,12.7,53,0,4,4.4,9.4,0.7
24,31.4,14.6,48,0,4,3.9,9.4,0.76
24,31.4,14.6,48,0,4,3.9,9.4,1.09
24.3,31.4,13.3,42,0,3.9,3.1,9.4,1.16
24.3,31.4,13.3,42,0,3.9,3.1,9.4,1.3
24.2,31,13.8,48,0,4.2,4.6,11.1,1.12
24.2,31,13.8,48,0,4.2,4.6,11.1,1.06
23.7,31,11.8,32,0,5,5.6,16.5,0.88
23.7,31,11.8,32,0,5,5.6,16.5,0.94
24.4,32.1,12,32,0,4.7,5.4,14.8,0.89
24.4,32.1,12,32,0,4.7,5.4,14.8,0.74
24.6,32.3,12.8,33,0,5.1,4.8,11.1,0.79
24.6,32.3,12.8,33,0,5.1,4.8,11.1,0.92
25.2,32.7,13,36,0,5.1,5.9,11.1,0.96
25.2,32.7,13,36,0,5.1,5.9,11.1,1.02
24.4,30.1,15.9,46,0,4,2.8,9.4,0.79
24.4,30.1,15.9,46,0,4,2.8,9.4,0.67
26.6,33,17.9,45,0,4.7,2,7.6,0.71
26.6,33,17.9,45,0,4.7,2,7.6,0.85
26.2,33.8,18,42,0,4.5,5.4,14.8,0.77
26.2,33.8,18,42,0,4.5,5.4,14.8,0.86
25.3,31.6,18.6,60,0,4,9.3,14.8,0.76
25.3,31.6,18.6,60,0,4,9.3,14.8,0.7
25.1,30.3,18.7,53,0,4,9.3,18.3,0.83
25.1,30.3,18.7,53,0,4,9.3,18.3,0.87
26.1,31,17.7,52,0,5,5.9,13,0.89
26.1,31,17.7,52,0,5,5.9,13,0.86
27.7,33,19.9,49,0,4.7,7.6,14.8,1.01
27.7,33,19.9,49,0,4.7,7.6,14.8,1.05
27.7,33,20.3,47,0,4.7,6.5,14.8,0.98
27.7,33,20.3,47,0,4.7,6.5,14.8,0.84
27.3,33.7,19,48,0,4.7,5.9,13,0.79
27.3,33.7,19,48,0,4.7,5.9,13,0.75
26.5,32.6,16.9,38,0,5,7.4,16.5,0.91
26.5,32.6,16.9,38,0,5,7.4,16.5,0.81
27.5,34,15,35,0,4.8,6.1,14.8,0.83
27.5,34,15,35,0,4.8,6.1,14.8,0.63
28.2,35,17,36,0,4.2,5,18.3,0.72
28.2,35,17,36,0,4.2,5,18.3,0.78
29.8,35.8,18.3,31,0,4.8,5.4,13,0.72
29.8,35.8,18.3,31,0,4.8,5.4,13,0.67
29.6,35.6,18,32,0,5.1,5.7,14.8,0.74
29.6,35.6,18,32,0,5.1,5.7,14.8,0.76
29.5,38,19,32,0,5.1,3.7,13,0.67
29.5,38,19,32,0,5.1,3.7,13,0.71
30.2,36.7,21.3,29,0,5.3,6.9,14.8,0.79
30.2,36.7,21.3,29,0,5.3,6.9,14.8,0.68
29.6,36.5,19,30,0,5.3,6.3,13,0.67
29.6,36.5,19,30,0,5.3,6.3,13,0.56
29.4,37,19,36,0,5,5.7,13,0.69
29.4,37,19,36,0,5,5.7,13,0.83
29.9,37,20,39,0,5.5,5.6,14.8,0.9
29.9,37,20,39,0,5.5,5.6,14.8,0.72
31.1,37,20,34,0,5,6.3,14.8,0.61
31.1,37,20,34,0,5,6.3,14.8,0.77
31.2,37.7,24.3,38,0,4.7,6.1,13,0.86
31.2,37.7,24.3,38,0,4.7,6.1,13,0.9
30.4,35,21,39,0,5,5.7,11.1,0.75
30.4,35,21,39,0,5,5.7,11.1,0.56
31.3,37,22,38,0,5.3,4.1,11.1,0.54
31.3,37,22,38,0,5.3,4.1,11.1,0.6
31.9,37,24.8,40,0,4.8,7.4,13,0.62
31.9,37,24.8,40,0,4.8,7.4,13,0.68
30.9,39.2,24,55,0,4.8,7.4,13,0.52
30.9,39.2,24,55,0,4.8,7.4,13,0.59
31.7,37,24,46,0,4.3,4.4,13,0.7
31.7,37,24,46,0,4.3,4.4,13,0.57
33.1,39,22,33,0,5,4.6,11.1,0.7
33.1,39,22,33,0,5,4.6,11.1,0.56
32.2,40.1,24.9,47,0,5.1,6.3,11.1,0.62
32.2,40.1,24.9,47,0,5.1,6.3,11.1,0.6
29.3,39,23,62,12.95,4.5,8,16.5,0.58
29.3,39,23,62,12.95,4.5,8,16.5,0.58
29.2,35,23,66,0,4.7,8.1,14.8,0.97
29.2,35,23,66,0,4.7,8.1,14.8,0.67
31.3,37,21.6,54,12.95,5.3,7.2,14.8,0.63
31.3,37,21.6,54,12.95,5.3,7.2,14.8,0.66
30.1,37,18.5,46,23.11,4.3,6.1,18.3,0.64
30.1,37,18.5,46,23.11,4.3,6.1,18.3,0.74
25.5,36.4,19.1,61,9.91,4.7,5.7,11.1,0.64
25.5,36.4,19.1,61,9.91,4.7,5.7,11.1,0.68
29.7,36,20.3,56,0.51,4.8,3.9,14.8,0.78
29.7,36,20.3,56,0.51,4.8,3.9,14.8,0.9
32.3,38,23.6,48,0,5.1,7.2,14.8,0.62
32.3,38,23.6,48,0,5.1,7.2,14.8,0.69
33.4,39,26.3,46,0,5.1,6.9,14.8,0.62
33.4,39,26.3,46,0,5.1,6.9,14.8,0.91
29.2,38,24.5,69,0,4.3,6.9,13,0.69
29.2,38,24.5,69,0,4.3,6.9,13,0.83
34.9,41,26.8,34,0,5.1,5,13,0.78
34.9,41,26.8,34,0,5.1,5,13,0.76
34.7,41,27.6,29,0,5.5,9.3,18.3,0.69
34.7,41,27.6,29,0,5.5,9.3,18.3,0.78
34.2,40.8,25.6,31,0,5.5,5.7,18.3,0.72
34.2,40.8,25.6,31,0,5.5,5.7,18.3,0.64
34.4,41,24.8,42,0,5.8,7.2,11.1,0.58
34.4,41,24.8,42,0,5.8,7.2,11.1,0.83
33.8,40,27.3,43,0,5.3,6.5,18.3,0.64
33.8,40,27.3,43,0,5.3,6.5,18.3,0.77
34.7,40,25.5,39,0,5.6,6.7,13,0.62
34.7,40,25.5,39,0,5.6,6.7,13,0.56
35.1,42,26.6,38,0,5.5,8.5,24.1,0.62
35.1,42,26.6,38,0,5.5,8.5,24.1,0.64
33.8,42.5,26,51,0,5.3,7,18.3,0.61
33.8,42.5,26,51,0,5.3,7,18.3,0.71
28.8,40.5,23,70,0,5,10.7,24.1,0.68
28.8,40.5,23,70,0,5,10.7,24.1,0.64
35.4,40.2,27.5,39,0,5.5,6.7,14.8,0.66
35.4,40.2,27.5,39,0,5.5,6.7,14.8,0.66
36.1,41,27.8,34,0,5.5,4.3,9.4,0.6
36.1,41,27.8,34,0,5.5,4.3,9.4,0.54
32.8,40.9,28,52,0,5,8,22.2,0.57
32.8,40.9,28,52,0,5,8,22.2,0.6
33.1,40,26.8,43,0,5.5,5.4,18.3,0.57
33.1,40,26.8,43,0,5.5,5.4,18.3,0.58
31.1,39,24,53,7.87,5.1,8.3,16.5,0.53
31.1,39,24,53,7.87,5.1,8.3,16.5,0.44
32.1,38.5,22.5,53,0,5.3,5.6,13,0.46
32.1,38.5,22.5,53,0,5.3,5.6,13,0.49
35.6,41,26.9,34,0,5.3,5.4,14.8,0.36
35.6,41,26.9,34,0,5.3,5.4,14.8,0.23
35.6,41.3,27.8,40,0,5.6,6.7,13,0.27
35.6,41.3,27.8,40,0,5.6,6.7,13,0.26
34.8,41.3,28.7,47,0,5.6,7.6,14.8,0.26
34.8,41.3,28.7,47,0,5.6,7.6,14.8,0.28
34.6,41,25.7,45,0.25,5.1,8.1,14.8,0.3
34.6,41,25.7,45,0.25,5.1,8.1,14.8,0.33
34.3,39.9,27.7,48,0,5.5,8.9,18.3,0.3
34.3,39.9,27.7,48,0,5.5,8.9,18.3,0.24
34.1,39.3,25.6,48,0,5.5,7,11.1,0.26
34.1,39.3,25.6,48,0,5.5,7,11.1,0.35
32.6,40.7,24,57,7.87,5.1,8.5,18.3,0.25
32.6,40.7,24,57,7.87,5.1,8.5,18.3,0.3
33.8,40.1,24.3,53,0,5.5,6.1,11.1,0.34
33.8,40.1,24.3,53,0,5.5,6.1,11.1,0.28
27.9,38.9,24.9,77,0,4.2,5.4,14.8,0.22
27.9,38.9,24.9,77,0,4.2,5.4,14.8,0.25
32,37.6,25.5,55,0,5,10.4,18.3,0.3
32,37.6,25.5,55,0,5,10.4,18.3,0.25
28.8,37.9,23.4,75,10.92,5.1,12.6,20.6,0.27
28.8,37.9,23.4,75,10.92,5.1,12.6,20.6,0.28
28.4,33.4,24.4,74,0.25,4.7,11.1,18.3,0.31
28.4,33.4,24.4,74,0.25,4.7,11.1,18.3,0.37
29.3,34,24.8,70,0,4.5,14.8,22.2,0.26
29.3,34,24.8,70,0,4.5,14.8,22.2,0.27
30.7,35,23.5,64,8.89,4.8,15.4,24.1,0.26
30.7,35,23.5,64,8.89,4.8,15.4,24.1,0.31
30.9,35.2,25.7,61,0,4.8,16.1,27.8,0.3
30.9,35.2,25.7,61,0,4.8,16.1,27.8,0.28
31.9,37,26.1,55,0,5.1,15.7,22.2,0.26
31.9,37,26.1,55,0,5.1,15.7,22.2,0.32
30.9,36,24.6,59,0,5.6,16.1,25.9,0.26
30.9,36,24.6,59,0,5.6,16.1,25.9,0.29
32.9,38,25.5,53,0,5.5,8.7,16.5,0.27
32.9,38,25.5,53,0,5.5,8.7,16.5,0.28
32.4,38,26.5,55,0,5.5,11.7,22.2,0.38
32.4,38,26.5,55,0,5.5,11.7,22.2,0.32
29.1,32.9,24.7,68,0,4.8,16.1,25.9,0.27
29.1,32.9,24.7,68,0,4.8,16.1,25.9,0.28
29.1,33.2,23.7,67,0,5.1,19.1,27.8,0.36
29.1,33.2,23.7,67,0,5.1,19.1,27.8,0.31
28.2,33.6,24.3,73,0,4.3,17.6,31.7,0.28
28.2,33.6,24.3,73,0,4.3,17.6,31.7,0.31
29.7,35.9,24.8,63,0,5.6,11.9,18.3,0.29
29.7,35.9,24.8,63,0,5.6,11.9,18.3,0.3
30.4,34.1,24.5,62,0,5.5,13.5,22.2,0.28
30.4,34.1,24.5,62,0,5.5,13.5,22.2,0.36
28.8,35.7,23.7,65,0,5,14.4,22.2,0.31
28.8,35.7,23.7,65,0,5,14.4,22.2,0.28
24.8,29.8,22.4,93,0.76,4.2,13,22.2,0.31
24.8,29.8,22.4,93,0.76,4.2,13,22.2,0.32
24.9,26.7,21.7,93,16,4.7,15,22.2,0.31
24.9,26.7,21.7,93,16,4.7,15,22.2,0.35
25.6,29,22.3,88,1.02,4.5,15.4,27.8,0.3
25.6,29,22.3,88,1.02,4.5,15.4,27.8,0.3
25.4,28,22.6,89,2.03,4.7,16.7,27.8,0.29
25.4,28,22.6,89,2.03,4.7,16.7,27.8,0.32
25.2,29.2,21.9,93,4.06,4.5,13.3,20.6,0.27
25.2,29.2,21.9,93,4.06,4.5,13.3,20.6,0.25
25.7,28,22.7,90,4.06,4.5,17.4,25.9,0.29
25.7,28,22.7,90,4.06,4.5,17.4,25.9,0.29
27.9,31,22.6,78,0,5,18.1,27.8,0.31
27.9,31,22.6,78,0,5,18.1,27.8,0.29
26.7,30.7,23.3,81,0.51,5,19.4,25.9,0.27
26.7,30.7,23.3,81,0.51,5,19.4,25.9,0.3
26.2,29.4,23.3,76,0,4,7.8,14.8,0.28
26.2,29.4,23.3,76,0,4,7.8,14.8,0.29
28.3,33.2,23.9,69,1.02,4.5,13.7,25.9,0.29
28.3,33.2,23.9,69,1.02,4.5,13.7,25.9,0.3
27.3,33.4,24.2,76,3.05,4.8,18.1,27.8,0.31
27.3,33.4,24.2,76,3.05,4.8,18.1,27.8,0.34
28.1,32,23.8,74,0,5.1,17.4,25.9,0.34
28.1,32,23.8,74,0,5.1,17.4,25.9,0.31
28.7,33.8,23.4,68,0,5,16.5,25.9,0.38
28.7,33.8,23.4,68,0,5,16.5,25.9,0.31
27.2,32.4,23,76,1.02,4.5,16.5,25.9,0.32
