T,TM,Tm,H,PP,VV,V,VM,CO
27.2,32.4,23,76,1.02,4.5,16.5,25.9,0.33
28.4,34,22,74,12.95,5,15.2,29.4,0.42
28.4,34,22,74,12.95,5,15.2,29.4,0.46
29,33,23.5,69,0,5.1,14.8,27.8,0.57
29,33,23.5,69,0,5.1,14.8,27.8,0.59
27.3,32.7,22.7,73,0.25,5.5,18.3,27.8,0.6
27.3,32.7,22.7,73,0.25,5.5,18.3,27.8,0.53
27.2,30,23.6,75,0,4.7,16.7,27.8,0.51
27.2,30,23.6,75,0,4.7,16.7,27.8,0.5
26.2,32.6,22.9,84,2.03,4.8,13.1,35.2,0.41
26.2,32.6,22.9,84,2.03,4.8,13.1,35.2,0.45
26.3,29,22.5,84,0,5.5,18.3,27.8,0.45
26.3,29,22.5,84,0,5.5,18.3,27.8,0.42
26.1,29,22.4,87,7.11,5,14.1,22.2,0.38
26.1,29,22.4,87,7.11,5,14.1,22.2,0.34
25.6,29,22.7,89,1.02,4.8,15.4,22.2,0.44
25.6,29,22.7,89,1.02,4.8,15.4,22.2,0.62
25.2,30.4,22.1,90,0.76,4.2,15.6,22.2,0.66
25.2,30.4,22.1,90,0.76,4.2,15.6,22.2,0.8
23.3,27.2,20.5,93,20.07,4,15.7,22.2,0.54
23.3,27.2,20.5,93,20.07,4,15.7,22.2,0.58
25.7,29,20.7,85,8.89,5.1,15.2,25.9,0.64
25.7,29,20.7,85,8.89,5.1,15.2,25.9,0.62
26.8,31.2,22.3,80,0,5,12.8,22.2,0.5
26.8,31.2,22.3,80,0,5,12.8,22.2,0.49
25.7,30.8,22.2,86,0.76,4.8,14.4,24.1,0.45
25.7,30.8,22.2,86,0.76,4.8,14.4,24.1,0.45
25.1,29.6,20.9,90,2.03,4.8,12.6,22.2,0.43
25.1,29.6,20.9,90,2.03,4.8,12.6,22.2,0.56
27.1,32.2,23.5,78,0,5.1,12.4,22.2,0.5
27.1,32.2,23.5,78,0,5.1,12.4,22.2,0.56
27.5,31.8,22.9,74,3.2375,5.3,13.5,22.2,0.54
27.5,31.8,22.9,74,3.2375,5.3,13.5,22.2,0.48
26.8,32.2,22.1,81,10.92,5.1,12,22.2,0.46
26.8,32.2,22.1,81,10.92,5.1,12,22.2,0.53
26.3,31.2,21.5,81,5.08,5.1,10.4,22.2,0.64
26.3,31.2,21.5,81,5.08,5.1,10.4,22.2,0.47
27.2,31,22,69,0,5.5,15.7,25.9,0.53
27.2,31,22,69,0,5.5,15.7,25.9,0.46
27.3,32,22.2,66,0,5.5,11.5,22.2,0.58
27.3,32,22.2,66,0,5.5,11.5,22.2,0.55
28.6,33,21.4,65,0,5.5,6.1,16.5,0.52
28.6,33,21.4,65,0,5.5,6.1,16.5,0.68
28.6,33,22.7,74,0,4.8,4.1,14.8,0.61
28.6,33,22.7,74,0,4.8,4.1,14.8,0.72
28.8,34,22.7,73,0,5.1,4.6,11.1,0.67
28.8,34,22.7,73,0,5.1,4.6,11.1,0.89
30.4,33.7,22.2,65,0,4.7,6.1,11.1,0.61
30.4,33.7,22.2,65,0,4.7,6.1,11.1,0.46
26.3,31.4,23,82,0,5,7.2,18.3,0.68
26.3,31.4,23,82,0,5,7.2,18.3,0.55
27.6,31.4,21.6,75,0,4.5,5.2,9.4,0.5
27.6,31.4,21.6,75,0,4.5,5.2,9.4,0.58
23.9,30.6,22.4,92,0.25,3.2,9.6,18.3,0.56
23.9,30.6,22.4,92,0.25,3.2,9.6,18.3,0.59
25.45,31.45,22.275,86.25,0.125,3.525,7.25,16.075,0.56
25.45,31.45,22.275,86.25,0.125,3.525,7.25,16.075,0.48
26.4,33.2,22.7,86,0,3.2,4.6,18.3,0.51
26.4,33.2,22.7,86,0,3.2,4.6,18.3,0.53
28.1,33,20,75,0.51,4.8,4.6,13,0.58
28.1,33,20,75,0.51,4.8,4.6,13,0.52
27.6,32.4,23.3,82,0,4.8,5.9,13,0.55
27.6,32.4,23.3,82,0,4.8,5.9,13,0.54
28.8,33.7,22.5,75,0,4.8,5.9,13,0.58
28.8,33.7,22.5,75,0,4.8,5.9,13,0.58
29.7,33.4,22.5,70,0,5.1,7.6,14.8,0.58
29.7,33.4,22.5,70,0,5.1,7.6,14.8,0.68
29.7,33.8,23.5,72,0,4.7,7.8,14.8,0.76
29.7,33.8,23.5,72,0,4.7,7.8,14.8,0.73
28.9,33,21.8,68,0,4.7,7.2,14.8,0.61
28.9,33,21.8,68,0,4.7,7.2,14.8,0.47
29.1,33.2,22,58,0,5.1,7.6,14.8,0.43
29.1,33.2,22,58,0,5.1,7.6,14.8,0.45
28.6,34.2,19.8,52,0,5,7,18.3,0.58
28.6,34.2,19.8,52,0,5,7,18.3,0.58
29.1,34.2,20.6,61,0,5,6.7,11.1,0.6
29.1,34.2,20.6,61,0,5,6.7,11.1,0.65
29.6,34.4,22.3,60,0,5.1,5.9,14.8,0.72
29.6,34.4,22.3,60,0,5.1,5.9,14.8,0.64
29.1,34.5,25,70,0,4.5,6.7,14.8,0.67
29.1,34.5,25,70,0,4.5,6.7,14.8,0.74
28.3,32,19.9,55,0,5,7,14.8,0.77
28.3,32,19.9,55,0,5,7,14.8,0.81
28.7,32.4,19.5,59,0,5.3,5.9,11.1,0.67
28.7,32.4,19.5,59,0,5.3,5.9,11.1,0.72
29.3,33.2,22.8,58,0,5.1,5.7,11.1,0.74
29.3,33.2,22.8,58,0,5.1,5.7,11.1,0.75
27.3,32.7,19.3,58,0,4.8,7,14.8,0.76
27.3,32.7,19.3,58,0,4.8,7,14.8,0.7
26.8,32.3,18,46,0,5,8.3,18.3,0.74
26.8,32.3,18,46,0,5,8.3,18.3,0.64
25.8,32.5,16.7,46,0,5,7.8,18.3,0.71
25.8,32.5,16.7,46,0,5,7.8,18.3,0.74
27.1,32,16.3,50,0,5.1,6.9,11.1,0.63
27.1,32,16.3,50,0,5.1,6.9,11.1,0.73
26.8,31.9,18.9,66,0,5,6.5,11.1,0.68
26.8,31.9,18.9,66,0,5,6.5,11.1,0.67
26.4,31.2,21,78,0,4.7,8.5,18.3,0.8
26.4,31.2,21,78,0,4.7,8.5,18.3,0.62
27.2,30,22.3,76,0,5.1,6.7,13,0.61
27.2,30,22.3,76,0,5.1,6.7,13,0.53
28.4,33.5,20.9,63,0,5.3,6.1,66.5,0.4
28.4,33.5,20.9,63,0,5.3,6.1,66.5,0.47
28.5,33.4,20.9,59,0,5.3,6.3,14.8,0.67
28.5,33.4,20.9,59,0,5.3,6.3,14.8,0.64
27.8,33,19.7,58,0,5.3,5.2,11.1,0.67
27.8,33,19.7,58,0,5.3,5.2,11.1,0.68
25.5,32.2,14.8,39,0,4.8,5,11.1,0.68
25.5,32.2,14.8,39,0,4.8,5,11.1,0.61
24.9,33.2,14.8,48,0,4.2,4.6,13,0.69
24.9,33.2,14.8,48,0,4.2,4.6,13,0.63
26.7,33,15.7,45,0,5.5,6.5,14.8,0.62
26.7,33,15.7,45,0,5.5,6.5,14.8,0.62
26.7,33,15.7,45,0,5.5,6.5,14.8,0.67
26.7,33,15.7,45,0,5.5,6.5,14.8,0.7
26.7,33,15.7,45,0,5.5,6.5,14.8,0.94
26.7,33,15.7,45,0,5.5,6.5,14.8,1.03
26.7,33,15.7,45,0,5.5,6.5,14.8,0.97
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,0.88
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,0.78
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,0.73
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,0.76
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,0.92
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,0.94
24.46,31.26,14.66,47.4,0,4.62,5.08,14.06,0.82
24.9,31.2,15.9,46,0,4.8,5.6,14.8,0.74
24.9,31.2,15.9,46,0,4.8,5.6,14.8,0.68
24.1,31.6,13.9,45,0,4.5,4.3,14.8,0.62
24.1,31.6,13.9,45,0,4.5,4.3,14.8,0.66
24.3,30.7,13.7,55,0,4.5,5.6,11.1,0.75
24.3,30.7,13.7,55,0,4.5,5.6,11.1,0.74
24.1,30.8,14.5,59,0,5,5.2,9.4,0.83
24.1,30.8,14.5,59,0,5,5.2,9.4,0.78
24,29.4,14.7,61,0,4.7,4.8,11.1,0.72
24,29.4,14.7,61,0,4.7,4.8,11.1,0.76
23.9,29.2,16.9,68,0,4,7,11.1,0.68
23.9,29.2,16.9,68,0,4,7,11.1,0.46
26.5,31.5,20.3,76,0,4.3,6.7,14.8,0.53
26.5,31.5,20.3,76,0,4.3,6.7,14.8,0.58
26.1,30.6,20.8,75,0,4.2,7.4,11.1,0.46
26.1,30.6,20.8,75,0,4.2,7.4,11.1,0.52
26.4,32,20.9,70,0,3.9,6.7,9.4,0.55
26.4,32,20.9,70,0,3.9,6.7,9.4,0.62
24.4,31.2,19.8,80,23.495,3.5,6.1,11.1,0.54
24.4,31.2,19.8,80,23.495,3.5,6.1,11.1,0.57
22,28.7,18.6,90,46.99,2.6,4.6,7.6,0.66
22,28.7,18.6,90,46.99,2.6,4.6,7.6,0.64
23.2,27,18.3,65,0,4,8.7,18.3,0.64
23.2,27,18.3,65,0,4,8.7,18.3,0.59
20.8,25,14.5,78,0,4.7,5.9,11.1,0.64
20.8,25,14.5,78,0,4.7,5.9,11.1,0.67
21.6,25,15.3,77,0,4.8,3.9,9.4,0.71
21.6,25,15.3,77,0,4.8,3.9,9.4,0.54
23.3,28,14.9,71,0,4.5,3,9.4,0.64
23.3,28,14.9,71,0,4.5,3,9.4,0.59
25.3,31,16.3,58,0,4.5,6.3,11.1,0.54
25.3,31,16.3,58,0,4.5,6.3,11.1,0.57
25.7,32,19,67,0,4,4.3,9.4,0.63
25.7,32,19,67,0,4,4.3,9.4,0.65
23.8,31.8,16.6,64,0,4.7,4.8,9.4,0.68
23.8,31.8,16.6,64,0,4.7,4.8,9.4,0.54
19.8,27.2,9.5,46,0,4.8,3.9,11.1,0.64
19.8,27.2,9.5,46,0,4.8,3.9,11.1,0.55
20.7,29,9,45,0,4.5,4.6,14.8,0.73
20.7,29,9,45,0,4.5,4.6,14.8,0.56
21.9,29,9.8,47,0,4.8,2.6,9.4,0.47
21.9,29,9.8,47,0,4.8,2.6,9.4,0.54
22.7,30.5,11.9,53,0,4.8,2.8,11.1,0.64
22.7,30.5,11.9,53,0,4.8,2.8,11.1,0.71
23.3,29,15.7,58,0,4,4.3,9.4,0.57
23.3,29,15.7,58,0,4,4.3,9.4,0.52
21.7,29.7,13.8,53,0,4,4.3,11.1,0.58
21.7,29.7,13.8,53,0,4,4.3,11.1,0.62
21.7,29.4,10.9,43,0,4.5,3,11.1,0.52
21.7,29.4,10.9,43,0,4.5,3,11.1,0.6
24.6,30,17.5,61,0,4.2,6.9,11.1,0.44
24.6,30,17.5,61,0,4.2,6.9,11.1,0.5
24.1,29.6,15.7,59,0,4.5,6.7,13,0.6
24.1,29.6,15.7,59,0,4.5,6.7,13,0.64
23.8,29.5,14.8,59,0,4.2,6.9,14.8,0.74
23.8,29.5,14.8,59,0,4.2,6.9,14.8,0.88
23.3,30.9,14,60,0,4.2,4.3,11.1,0.67
23.3,30.9,14,60,0,4.2,4.3,11.1,0.62
23.3,30,13,52,0,4.3,3.7,11.1,0.44
23.3,30,13,52,0,4.3,3.7,11.1,0.41
24.3,32,14.1,49,0,5,3.3,11.1,0.41
24.3,32,14.1,49,0,5,3.3,11.1,0.5
27,33,18.9,58,0,4.8,8.5,14.8,0.44
27,33,18.9,58,0,4.8,8.5,14.8,0.57
23.8,31,19.6,85,1.02,4.5,6.7,11.1,0.71
23.8,31,19.6,85,1.02,4.5,6.7,11.1,0.54
19.7,26.5,18,92,9.91,2.1,7.2,11.1,0.57
19.7,26.5,18,92,9.91,2.1,7.2,11.1,0.58
22.7,29,12.8,66,0,4.7,6.1,11.1,0.58
22.7,29,12.8,66,0,4.7,6.1,11.1,0.66
24.3,29,17.7,62,0,4.5,5.9,9.4,0.59
24.3,29,17.7,62,0,4.5,5.9,9.4,0.73
24.1,29.6,15.8,62,0,4.2,6.1,11.1,0.69
24.1,29.6,15.8,62,0,4.2,6.1,11.1,0.71
24.5,29,16.9,62,0,4.7,7.4,16.5,0.74
24.5,29,16.9,62,0,4.7,7.4,16.5,0.65
28.1,35,19.3,51,0,5.1,7,14.8,0.74
28.1,35,19.3,51,0,5.1,7,14.8,0.79
25,33.4,19.6,52,0,5.1,4.6,18.3,0.81
25,33.4,19.6,52,0,5.1,4.6,18.3,0.71
23.5,30.7,17.6,40,0,5.6,7.4,13,0.56
23.5,30.7,17.6,40,0,5.6,7.4,13,0.59
26.2,31,19.3,51,0,4.7,7.8,14.8,0.67
26.2,31,19.3,51,0,4.7,7.8,14.8,0.58
27,34,18.5,56,0,5,5.4,13,0.46
27,34,18.5,56,0,5,5.4,13,0.57
29.2,35,19.9,49,0,5.3,8.1,14.8,0.48
29.2,35,19.9,49,0,5.3,8.1,14.8,0.68
29.3,35,21.7,63,0,5.5,9.1,14.8,0.75
29.3,35,21.7,63,0,5.5,9.1,14.8,0.77
28.1,34.9,20.9,64,0,5.3,10,16.5,0.51
28.1,34.9,20.9,64,0,5.3,10,16.5,0.54
29.2,36,21.3,46,0,5.5,8,14.8,0.63
29.2,36,21.3,46,0,5.5,8,14.8,0.67
31.8,38,22.3,30,0,5.6,9.4,16.5,0.54
31.8,38,22.3,30,0,5.6,9.4,16.5,0.55
29.5,37.3,20.7,41,0,5.5,4.8,13,0.5
29.5,37.3,20.7,41,0,5.5,4.8,13,0.61
27.3,35.4,21.5,69,0,4.7,6.5,11.1,0.51
27.3,35.4,21.5,69,0,4.7,6.5,11.1,0.54
27.5,33.4,21.7,69,0,5.1,9.8,14.8,0.5
27.5,33.4,21.7,69,0,5.1,9.8,14.8,0.53
28.1,33.1,22.2,66,0,5.3,10.6,14.8,0.77
28.1,33.1,22.2,66,0,5.3,10.6,14.8,0.6
30,36,21.8,57,0,5.6,8,11.1,0.65
30,36,21.8,57,0,5.6,8,11.1,0.6
29.1,36,17.9,33,0,5.8,5,11.1,0.71
29.1,36,17.9,33,0,5.8,5,11.1,0.6
29.9,35.6,21.1,52,0,5.1,5.7,11.1,0.63
29.9,35.6,21.1,52,0,5.1,5.7,11.1,0.58
30.6,35,23.1,56,0,5.3,7.8,16.5,0.56
30.6,35,23.1,56,0,5.3,7.8,16.5,0.49
32.6,39,23.7,33,0,5.3,8.5,18.3,0.43
32.6,39,23.7,33,0,5.3,8.5,18.3,0.48
32.9,39,22.8,30,0,6,8.3,14.8,0.53
32.9,39,22.8,30,0,6,8.3,14.8,0.8
32.4,39,22.3,31,0,5.6,8.7,16.5,1.08
32.4,39,22.3,31,0,5.6,8.7,16.5,0.78
31.6,38,21.7,49,0,5.6,8.7,18.3,0.76
31.6,38,21.7,49,0,5.6,8.7,18.3,0.8
31.1,38,22.7,55,0,5.5,10.9,18.3,0.72
31.1,38,22.7,55,0,5.5,10.9,18.3,0.59
31.1,38,22.5,50,0,5.6,10,14.8,0.62
31.1,38,22.5,50,0,5.6,10,14.8,0.5
32.3,38,24.7,44,0,5.6,8,18.3,0.63
32.3,38,24.7,44,0,5.6,8,18.3,0.61
32.6,39,25,45,0,5.5,7.2,14.8,0.59
32.6,39,25,45,0,5.5,7.2,14.8,0.63
33.1,40,25.3,40,0,5.5,6.3,14.8,0.84
33.1,40,25.3,40,0,5.5,6.3,14.8,0.58
34.7,42,24,31,0,5.8,6.7,18.3,0.5
34.7,42,24,31,0.1,5.8,6.7,18.3,0.51
34.7,42,26.7,29,0.25,5.6,6.7,14.8,0.53
34.7,42,26.7,29,0.25,5.6,6.7,14.8,0.63
34.5,42,26.3,36,0,5.6,8,14.8,0.68
34.5,42,26.3,36,0,5.6,8,14.8,0.82
31.6,40.4,24.5,56,0,5.6,8.1,14.8,0.56
31.6,40.4,24.5,56,0,5.6,8.1,14.8,0.6
32.3,40,23.1,45,0,5.6,6.7,14.8,0.79
32.3,40,23.1,45,0,5.6,6.7,14.8,0.56
31.4,39.4,23.3,45,0,5.5,8.1,22.2,0.59
31.4,39.4,23.3,45,0,5.5,8.1,22.2,0.54
30.3,38.5,24.7,58,0,5.5,6.7,14.8,0.66
30.3,38.5,24.7,58,0,5.5,6.7,14.8,0.44
33.7,40,23.8,40,3.05,5.8,6.3,13,0.42
33.7,40,23.8,40,3.05,5.8,6.3,13,0.61
34.7,40,25.5,36,0,5.6,6.9,11.1,0.43
34.7,40,25.5,36,0,5.6,6.9,11.1,0.47
34.3,40,25,33,0,6,6.9,13,0.69
34.3,40,25,33,0,6,6.9,13,0.45
30.7,39,20.6,60,20.07,5.3,8.3,22.2,0.43
30.7,39,20.6,60,20.07,5.3,8.3,22.2,0.36
30.9,38,24.5,57,1.02,5.8,8.5,14.8,0.32
30.9,38,24.5,57,1.02,5.8,8.5,14.8,0.32
33.2,39,24,47,0,5.6,8,18.3,0.32
33.2,39,24,47,0,5.6,8,18.3,0.31
35.1,41,24.5,34,0,6,4.8,11.1,0.29
35.1,41,24.5,34,0,6,4.8,11.1,0.32
36,41,26,33,0,5.6,6.1,13,0.32
36,41,26,33,0,5.6,6.1,13,0.33
36.4,47,27.5,33,0,6.3,7.8,14.8,0.32
36.4,47,27.5,33,0,6.3,7.8,14.8,0.42
34.5,41,29,37,0.25,5.8,10,22.2,0.36
34.5,41,29,37,0.25,5.8,10,22.2,0.46
36.4,41.6,27.9,25,0,5.6,13.5,22.2,0.48
36.4,41.6,27.9,25,0,5.6,13.5,22.2,0.56
35.1,41.5,26.5,28,0,6.3,11.9,22.2,0.29
35.1,41.5,26.5,28,0,6.3,11.9,22.2,0.27
36.5,41.7,28.6,24,0,6.3,4.4,11.1,0.34
36.5,41.7,28.6,24,0,6.3,4.4,11.1,0.34
35.8,42.2,30,24,0,6.4,7.2,18.3,0.34
35.8,42.2,30,24,0,6.4,7.2,18.3,0.35
35.2,42.1,30,27,0,6.4,6.3,20.6,0.36
35.2,42.1,30,27,0,6.4,6.3,20.6,0.35
35.6,42,27,36,0,6.3,8,20.6,0.36
35.6,42,27,36,0,6.3,8,20.6,0.37
35.4,41.2,29.9,37,0,6,8.1,14.8,0.39
35.4,41.2,29.9,37,0,6,8.1,14.8,0.36
34.6,41.2,29.2,42,0,6.3,8.5,22.2,0.34
34.6,41.2,29.2,42,0,6.3,8.5,22.2,0.35
34.6,41.2,29.2,42,0,6.3,8.5,22.2,0.33
34.6,41.2,29.2,42,0,6.3,8.5,22.2,0.35
34.6,41.2,29.2,42,0,6.3,8.5,22.2,0.42
34.6,41.2,29.2,42,0,6.3,8.5,22.2,0.35
34.6,41.2,29.2,42,0,6.3,8.5,22.2,0.39
35.9,41.86666667,29.36666667,42,0,5.833333333,6.3,15.93333333,0.39
35.9,41.86666667,29.36666667,42,0,5.833333333,6.3,15.93333333,0.43
35.9,41.86666667,29.36666667,42,0,5.833333333,6.3,15.93333333,0.36
36,42,30,43,0,5.6,6.3,16.5,0.41
36,42,30,43,0,5.6,6.3,16.5,0.46
35.7,41.6,28.1,40,0,6.3,6.3,14.8,0.43
35.7,41.6,28.1,40,0,6.3,6.3,14.8,0.41
36.4,42,29.7,34,0,6.3,9.1,16.5,0.46
36.4,42,29.7,34,0,6.3,9.1,16.5,0.35
36.9,43.3,29.2,41,0,6,8.3,20.6,0.37
36.9,43.3,29.2,41,0,6,8.3,20.6,0.42
35.4,41.8,27.6,49,0,5.6,8.9,18.3,0.38
35.4,41.8,27.6,49,0,5.6,8.9,18.3,0.36
37.2,42,30,39,0,5.6,7.6,14.8,0.36
37.2,42,30,39,0,5.6,7.6,14.8,0.37
32.7,41.2,27.1,51,0,5.6,6.5,16.5,0.3
32.7,41.2,27.1,51,0,5.6,6.5,16.5,0.37
35.1,42,27,43,3.05,5.5,8.1,27.8,0.42
35.1,42,27,43,3.05,5.5,8.1,27.8,0.36
31.1,42.7,24.4,61,8.89,5,15.2,24.1,0.33
31.1,42.7,24.4,61,8.89,5,15.2,24.1,0.3
34.4,41.8,23,49,12.1925,5.6,8.7,18.3,0.33
34.4,41.8,23,49,12.1925,5.6,8.7,18.3,0.46
29.6,40.2,22.7,71,27.94,5.3,6.5,18.3,0.38
29.6,40.2,22.7,71,27.94,5.3,6.5,18.3,0.42
33.4,39,27.2,55,0,5.8,6.7,18.3,0.36
33.4,39,27.2,55,0,5.8,6.7,18.3,0.32
31.6,37.7,26.2,59,0,5.6,15.9,25.9,0.37
31.6,37.7,26.2,59,0,5.6,15.9,25.9,0.45
32.5,36,25.7,53,0,5.6,16.5,27.8,0.42
32.5,36,25.7,53,0,5.6,16.5,27.8,0.36
33.3,38,26,47,0,5.6,20.2,27.8,0.31
33.3,38,26,47,0,5.6,20.2,27.8,0.38
33.6,38.2,27.4,48,0,5.6,17,29.4,0.38
33.6,38.2,27.4,48,0,5.6,17,29.4,0.42
32.5,38.4,26.7,55,0,5.6,16.7,27.8,0.37
32.5,38.4,26.7,55,0,5.6,16.7,27.8,0.48
29.1,37.3,23.2,72,0,5,9.3,22.2,0.53
29.1,37.3,23.2,72,0,5,9.3,22.2,0.52
29.1,34.6,21.1,75,36.07,5,5.2,11.1,0.43
29.1,34.6,21.1,75,36.07,5,5.2,11.1,0.28
30.7,35,25,64,0,5.6,11.3,20.6,0.37
30.7,35,25,64,0,5.6,11.3,20.6,0.38
30.8,35.6,25,65,0.25,5.3,13.9,24.1,0.38
30.8,35.6,25,65,0.25,5.3,13.9,24.1,0.37
26.6,29,23.8,82,0,5.5,17,27.8,0.42
26.6,29,23.8,82,0,5.5,17,27.8,0.4
27.1,29.5,23.4,81,2.03,5.8,18.3,33.5,0.38
27.1,29.5,23.4,81,2.03,5.8,18.3,33.5,0.4
28.1,33,24,73,0,5.1,20,29.4,0.38
28.1,33,24,73,0,5.1,20,29.4,0.36
29.1,33,24.3,71,0,5.8,20.2,31.7,0.38
29.1,33,24.3,71,0,5.8,20.2,31.7,0.3
29.6,34,25,69,0.25,5.6,17.4,33.5,0.28
29.6,34,25,69,0.25,5.6,17.4,33.5,0.3
29.6,34.2,25.1,70,0.51,6,17.4,27.8,0.31
29.6,34.2,25.1,70,0.51,6,17.4,27.8,0.34
28.4,34,23.3,79,0.25,5.6,12.2,22.2,0.31
28.4,34,23.3,79,0.25,5.6,12.2,22.2,0.35
29.2,34.8,23,73,5.08,5.6,10.4,22.2,0.31
29.2,34.8,23,73,5.08,5.6,10.4,22.2,0.34
27.2,34.7,25,80,0,5.3,9.6,22.2,0.36
27.2,34.7,25,80,0,5.3,9.6,22.2,0.52
28.2,35,23,79,0.25,5.5,6.3,13,0.38
28.2,35,23,79,0.25,5.5,6.3,13,0.4
27.2,33.8,22.6,84,25.91,5.6,6.7,16.5,0.51
27.2,33.8,22.6,84,25.91,5.6,6.7,16.5,0.53
28.3,32,24.4,80,0,5.6,6.9,14.8,0.48
28.3,32,24.4,80,0,5.6,6.9,14.8,0.46
28.1,33,24.8,78,5.08,5.5,15.9,25.9,0.48
28.1,33,24.8,78,5.08,5.5,15.9,25.9,0.63
26.1,33.2,23,85,3.05,5.1,17,27.8,0.5
26.1,33.2,23,85,3.05,5.1,17,27.8,0.45
26.4,29.7,22.4,83,0,4.8,20.2,29.4,0.44
26.4,29.7,22.4,83,0,4.8,20.2,29.4,0.33
26.3,30,23,85,0.25,5.1,15.6,25.9,0.4
26.3,30,23,85,0.25,5.1,15.6,25.9,0.62
25.6,30.6,22.8,88,2.03,4.8,18,27.8,0.82
25.6,30.6,22.8,88,2.03,4.8,18,27.8,0.67
23.2,29.9,22.2,96,14.99,4.7,17.4,27.8,0.53
23.2,29.9,22.2,96,14.99,4.7,17.4,27.8,0.59
24.1,25.2,22.1,94,48.01,4.8,18.7,27.8,0.65
24.1,25.2,22.1,94,48.01,4.8,18.7,27.8,0.61
25.2,28.7,22.9,90,3.05,4.7,21.5,29.4,0.62
25.2,28.7,22.9,90,3.05,4.7,21.5,29.4,0.57
26.7,28,23.1,86,5.08,4.8,20.7,31.7,0.57
26.7,28,23.1,86,5.08,4.8,20.7,31.7,0.66
27.1,30,23.8,83,0.51,4.8,17.8,29.4,0.63
27.1,30,23.8,83,0.51,4.8,17.8,29.4,0.55
27.3,31.4,24.6,84,0,5.1,10.6,24.1,0.56
27.3,31.4,24.6,84,0,5.1,10.6,24.1,0.58
28.1,31.2,23.8,80,1.02,4.8,12.6,22.2,0.56
28.1,31.2,23.8,80,1.02,4.8,12.6,22.2,0.54
28.6,32,24.2,76,0,4.8,12.4,20.6,0.67
28.6,32,24.2,76,0,4.8,12.4,20.6,0.63
27.7,32.4,23.7,84,3.05,5.6,9.4,20.6,0.5
27.7,32.4,23.7,84,3.05,5.6,9.4,20.6,0.48
28.4,32.9,25.2,80,0,5.5,10.9,18.3,0.62
28.4,32.9,25.2,80,0,5.5,10.9,18.3,0.51
27.7,32.6,25,81,2.0325,5.1,12.4,22.2,0.65
27.7,32.6,25,81,2.0325,5.1,12.4,22.2,0.57
27.6,32.7,22.6,76,5.08,5.5,13.7,24.1,0.6
27.6,32.7,22.6,76,5.08,5.5,13.7,24.1,0.49
27.7,31.2,23.1,73,0,5.3,14.4,22.2,0.44
27.7,31.2,23.1,73,0,5.3,14.4,22.2,0.45
28.3,32,22.8,68,0,5.6,14.1,24.1,0.59
28.3,32,22.8,68,0,5.6,14.1,24.1,0.64
26.2,32,22.6,87,6.1,5.5,14.6,24.1,0.98
26.2,32,22.6,87,6.1,5.5,14.6,24.1,0.86
24.7,30.2,21.8,91,6.1,4.7,12.8,22.2,0.46
24.7,30.2,21.8,91,6.1,4.7,12.8,22.2,0.61
24.9,28.2,22,90,30.99,4.2,10.9,18.3,0.59
24.9,28.2,22,90,30.99,4.2,10.9,18.3,0.64
25.3,28.6,22.2,88,8.89,4.8,15.4,24.1,0.75
25.3,28.6,22.2,88,8.89,4.8,15.4,24.1,0.85
26.4,29.3,23.2,86,7.11,5.5,17.2,25.9,0.65
26.4,29.3,23.2,86,7.11,5.5,17.2,25.9,0.71
26.7,29,23.3,85,0,5.5,16.1,24.1,0.67
26.7,29,23.3,85,0,5.5,16.1,24.1,0.57
26.2,30,23.5,89,0,5.3,12,22.2,0.64
26.2,30,23.5,89,0,5.3,12,22.2,0.48
27.1,29,23.2,82,0,5.5,13.3,33.5,0.55
27.1,29,23.2,82,0,5.5,13.3,33.5,0.6
27.7,32,23.3,80,0,5.5,8.5,16.5,0.67
27.7,32,23.3,80,0,5.5,8.5,16.5,0.67
27.2,32.6,22.5,84,0.76,5.3,7,18.3,0.66
27.2,32.6,22.5,84,0.76,5.3,7,18.3,0.71
25.6,29.9,23.8,92,0,4.5,4.4,9.4,0.68
25.6,29.9,23.8,92,0,4.5,4.4,9.4,0.69
25.7,30,23.1,90,16,4.7,5.4,14.8,0.7
25.7,30,23.1,90,16,4.7,5.4,14.8,0.76
27.2,31.5,23,82,5.08,5.1,4.6,13,0.77
27.2,31.5,23,82,5.08,5.1,4.6,13,0.79
25.7,30.8,22,91,74.93,4.3,7.6,18.3,0.72
25.7,30.8,22,91,74.93,4.3,7.6,18.3,0.7
26,29.9,21.6,89,38.1,4.8,8,11.1,0.85
26,29.9,21.6,89,38.1,4.8,8,11.1,0.88
25.8,29,21.1,89,89.92,5.5,5,13,0.79
25.8,29,21.1,89,89.92,5.5,5,13,0.79
27.2,32,22.5,84,0,4.5,5.7,14.8,0.7
27.2,32,22.5,84,0,4.5,5.7,14.8,0.61
28,32,22.8,83,0,5.5,7,14.8,0.75
28,32,22.8,83,0,5.5,7,14.8,0.81
26.8,32.4,23.4,85,7.11,4.7,5.9,22.2,0.92
26.8,32.4,23.4,85,7.11,4.7,5.9,22.2,0.86
