T,TM,Tm,H,PP,VV,V,VM,NOx
24.8,36.2,17,47,0,2.7,1.9,9.4,35.38
25,34.1,17.2,51,0,2.6,11.3,27.8,43.95
25,34.1,17.2,51,0,2.6,11.3,27.8,61.05
24.6,34.4,15,44,0,2.3,4.4,14.8,77.25
24.6,34.4,15,44,0,2.3,4.4,14.8,78.44
26.1,35,16.5,45,0,2.6,2.2,5.4,54.16
26.1,35,16.5,45,0,2.6,2.2,5.4,41.23
26.1,35,21,53,0,2.6,5.6,14.8,48.22
26.1,35,21,53,0,2.6,5.6,14.8,58.38
25.7,32.3,18.5,49,0,1.9,8.7,22.2,41.04
25.7,32.3,18.5,49,0,1.9,8.7,22.2,42.86
26.3,33.6,19.5,44,0,2.6,9.1,22.2,40.96
26.3,33.6,19.5,44,0,2.6,9.1,22.2,37.96
27.1,36.8,17.3,38,0,3.2,4.6,14.8,55.93
27.1,36.8,17.3,38,0,3.2,4.6,14.8,71.2
26.9,36.2,20,51,0,2.9,9.1,14.8,76.02
26.9,36.2,20,51,0,2.9,9.1,14.8,32.84
27.8,34.8,20,52,0,2.7,6.1,11.1,56.74
27.8,34.8,20,52,0,2.7,6.1,11.1,68.21
27.6,36.2,20.8,53,0,2.6,4.8,11.1,75.54
27.6,36.2,20.8,53,0,2.6,4.8,11.1,88.45
29.4,38.2,21.4,49,0,2.6,2.6,5.4,44.1
29.4,38.2,21.4,49,0,2.6,2.6,5.4,41.85
27.9,36.6,19,57,5.08,2.7,5.9,9.4,43.92
27.9,36.6,19,57,5.08,2.7,5.9,9.4,45.65
29.4,35.6,23,51,0,2.3,9.1,18.3,44.55
29.4,35.6,23,51,0,2.3,9.1,18.3,63.16
25.2,36.3,20.2,67,2.03,2.9,6.7,22.2,81.75
25.2,36.3,20.2,67,2.03,2.9,6.7,22.2,50.04
25.8,34.4,18.2,38,0,2.3,3,14.8,48.33
25.8,34.4,18.2,38,0,2.3,3,14.8,60.5
28.1,36,18.2,36,0,3.1,4.6,14.8,86.18
28.1,36,18.2,36,0,3.1,4.6,14.8,67.13
30.1,38,20.5,39,0,2.7,3.1,11.1,63.04
30.1,38,20.5,39,0,2.7,3.1,11.1,61.71
31.1,39,23,32,0,2.6,5,22.2,57.05
31.1,39,23,32,0,2.6,5,22.2,57.51
32.7,39.4,24,26,0,1.9,12.4,33.5,66.84
32.7,39.4,24,26,0,1.9,12.4,33.5,42.64
29.2,39.5,24,31,0,2.6,9.1,14.8,44.17
29.2,39.5,24,31,0,2.6,9.1,14.8,33.87
31.7,41.4,20.8,26,0,2.6,5.6,18.3,35.13
31.7,41.4,20.8,26,0,2.6,5.6,18.3,43.09
33.2,41.6,25.5,31,0,1.9,4.8,13,38.57
33.2,41.6,25.5,31,0,1.9,4.8,13,32.62
32.4,42,26.4,48,0,3.1,7,9.4,33.05
32.4,42,26.4,48,0,3.1,7,9.4,37.99
31.7,40,26.5,52,0,2.7,10,14.8,36.1
31.7,40,26.5,52,0,2.7,10,14.8,36.36
28.8,37.6,20.2,59,12.95,1.6,13.7,31.3,38.52
28.8,37.6,20.2,59,12.95,1.6,13.7,31.3,35.75
29.6,34.2,25,52,0,1.9,10,14.8,34.01
29.6,34.2,25,52,0,1.9,10,14.8,30.62
31.2,38,24,40,0,1.9,11.7,37,29.01
31.2,38,24,40,0,1.9,11.7,37,29.31
29.1,39.6,24.6,43,0,1.8,7.4,22.2,29.76
29.1,39.6,24.6,43,0,1.8,7.4,22.2,27.88
28.3,35.2,22.4,57,0,1.9,3.3,11.1,31.17
28.3,35.2,22.4,57,0,1.9,3.3,11.1,29.02
29.9,42.2,24.4,56,7.87,1.8,12,31.3,37.25
29.9,42.2,24.4,56,7.87,1.8,12,31.3,35.93
30.2,35.6,24,53,0,2.6,6.7,9.4,53.22
30.2,35.6,24,53,0,2.6,6.7,9.4,49.29
32.2,37.4,26.4,54,0,2.7,5.2,16.5,37.1
32.2,37.4,26.4,54,0,2.7,5.2,16.5,31.12
33.1,41.2,26.4,40,0,1.9,4.4,14.8,26.14
33.1,41.2,26.4,40,0,1.9,4.4,14.8,25.96
33.2,41.4,27,33,0,2.6,3.1,14.8,23.9
33.2,41.4,27,33,0,2.6,3.1,14.8,26.78
34.1,41.2,25.5,26,0,2.7,5.9,16.5,28.23
34.1,41.2,25.5,26,0,2.7,5.9,16.5,26.45
34.5,43,23.8,25,0,2.7,6.5,22.2,22.61
34.5,43,23.8,25,0,2.7,6.5,22.2,32.19
34.5,44,24.5,27,0,1.9,4.4,18.3,25.67
34.5,44,24.5,27,0,1.9,4.4,18.3,33.66
36.1,45,26.3,24,0,2.7,8.7,25.9,35.28
36.1,45,26.3,24,0,2.7,8.7,25.9,28.17
35.9,42,29.4,46,0,2.7,7,14.8,35.86
35.9,42,29.4,46,0,2.7,7,14.8,28.69
34.6,42.1,28.4,50,0,2.6,12.8,33.5,24.09
34.6,42.1,28.4,50,0,2.6,12.8,33.5,26.63
32.3,42,26.6,53,0,2.7,12,18.3,28.48
32.3,42,26.6,53,0,2.7,12,18.3,29.09
34,39.2,27.7,56,0,2.6,9.6,14.8,31.3
34,39.2,27.7,56,0,2.6,9.6,14.8,25.51
35.8,40.8,29.2,53,0,1.9,6.5,11.1,32.44
35.8,40.8,29.2,53,0,1.9,6.5,11.1,28.81
35.2,41.4,32,55,0,1.9,11.3,18.3,28.39
35.2,41.4,32,55,0,1.9,11.3,18.3,25.71
30.3,40.5,25.6,75,5.08,1.4,11.5,33.5,30.45
30.3,40.5,25.6,75,5.08,1.4,11.5,33.5,37.03
37.8,41.7,34,41,0,1.6,19.4,33.5,27.12
37.8,41.7,34,41,0,1.6,19.4,33.5,29.43
36.8,41.2,33,41,0,1.6,16.9,25.9,26.72
36.8,41.2,33,41,0,1.6,16.9,25.9,28.48
36.7,40.5,33.4,43,0,1.9,17.4,27.8,28.9
36.7,40.5,33.4,43,0,1.9,17.4,27.8,25.77
34.2,39.4,26.5,49,0,2.6,5.9,16.5,24.43
34.2,39.4,26.5,49,0,2.6,5.9,16.5,30.46
35.2,40.2,29.8,55,0,2.6,1.9,5.4,28.28
35.2,40.2,29.8,55,0,2.6,1.9,5.4,30.1
36.2,41.9,30.9,50,0,1.9,3.5,11.1,32.34
36.2,41.9,30.9,50,0,1.9,3.5,11.1,32.61
36.6,42.2,32.6,42,0,2.1,11.3,31.7,31.73
36.6,42.2,32.6,42,0,2.1,11.3,31.7,32.96
32.4,42.7,30.7,59,0,1.9,5.4,11.1,29.73
32.4,42.7,30.7,59,0,1.9,5.4,11.1,32.23
30.3,37.5,26.2,76,3.05,1.9,10.2,18.3,31.04
30.3,37.5,26.2,76,3.05,1.9,10.2,18.3,30.33
32.6,36.2,29,68,0,1.9,11.9,22.2,29.1
32.6,36.2,29,68,0,1.9,11.9,22.2,42.63
31.2,37.4,24.4,66,22.1,2.9,12,24.1,28.8
31.2,37.4,24.4,66,22.1,2.9,12,24.1,25.93
32.1,37.8,23.6,70,0,2.3,6.3,13,28.15
32.1,37.8,23.6,70,0,2.3,6.3,13,30.34
33.7,37.8,28.2,59,0,1.9,3.1,14.8,22.86
33.7,37.8,28.2,59,0,1.9,3.1,14.8,33.72
35.2,39.4,28.5,55,0,3.1,3.3,7.6,30.72
35.2,39.4,28.5,55,0,3.1,3.3,7.6,26.14
33.4,40.1,30.8,71,0,1.9,9.4,14.8,33.12
33.4,40.1,30.8,71,0,1.9,9.4,14.8,37.99
29.3,37.8,26.2,85,54.1,1.9,3.7,9.4,26.25
29.3,37.8,26.2,85,54.1,1.9,3.7,9.4,28.73
30.3,34.2,25.4,82,0,1.9,3.7,11.1,27.95
30.3,34.2,25.4,82,0,1.9,3.7,11.1,29.81
31.8,35.2,27.6,77,0,1.9,5.6,11.1,26.16
31.8,35.2,27.6,77,0,1.9,5.6,11.1,20.16
32.8,37.3,28.8,73,0,2.6,5.2,11.1,23.07
32.8,37.3,28.8,73,0,2.6,5.2,11.1,27.65
29.2,37.8,26,87,23.88,1.9,1.9,5.4,27.86
29.2,37.8,26,87,23.88,1.9,1.9,5.4,34.45
29.2,33.4,27,89,7.11,1.9,2.8,7.6,26.93
29.2,33.4,27,89,7.11,1.9,2.8,7.6,31.54
29.5,36.7,28,84,1.02,1.9,3.9,9.4,29.51
29.5,36.7,28,84,1.02,1.9,3.9,9.4,30
26.9,32.2,25.8,95,5.08,1.9,6.5,11.1,49.8
26.9,32.2,25.8,95,5.08,1.9,6.5,11.1,37.55
26.7,28.7,25.2,95,45.97,1.9,3.1,13,43.56
26.7,28.7,25.2,95,45.97,1.9,3.1,13,49.1
30,34.5,27.2,76,0,1.9,8.3,14.8,31.93
30,34.5,27.2,76,0,1.9,8.3,14.8,24.12
31.5,35,26,71,0.51,2.7,5,14.8,30.96
31.5,35,26,71,0.51,2.7,5,14.8,32
32.1,35.6,28.2,67,0,2.3,13,22.2,29.28
32.1,35.6,28.2,67,0,2.3,13,22.2,30.78
31.5,35.8,28.2,68,0,2.3,11.7,22.2,32.01
31.5,35.8,28.2,68,0,2.3,11.7,22.2,37.7
28.2,31.8,26.4,89,2.03,1.9,2.6,7.6,31.12
28.2,31.8,26.4,89,2.03,1.9,2.6,7.6,33.99
30.4,33.4,26.5,83,4.06,1.9,4.6,9.4,28.63
30.4,33.4,26.5,83,4.06,1.9,4.6,9.4,40.98
32,35.4,27.6,73,0.51,2.3,4.6,14.8,42.01
32,35.4,27.6,73,0.51,2.3,4.6,14.8,24.32
30.4,33.2,27.6,78,7.87,1.9,1.7,7.6,19.92
30.4,33.2,27.6,78,7.87,1.9,1.7,7.6,16.84
30.8,34.4,27.4,80,0.51,2.3,4.3,9.4,25.46
30.8,34.4,27.4,80,0.51,2.3,4.3,9.4,30.35
31.1,35.3,28.4,73,8.89,2.6,5.6,14.8,42.65
31.1,35.3,28.4,73,8.89,2.6,5.6,14.8,73.58
28.5,36.3,26.6,91,5.08,1.9,0,12.1,93.15
28.5,36.3,26.6,91,5.08,1.9,0,12.1,74.55
30,33.6,25.9,83,40.89,1.9,4.3,9.4,35.4
30,33.6,25.9,83,40.89,1.9,4.3,9.4,47.61
31.7,36.4,26.2,73,0,1.9,4.6,9.4,46.51
31.7,36.4,26.2,73,0,1.9,4.6,9.4,56.37
30.3,34.4,27,73,0,2.6,11.3,24.1,59.34
30.3,34.4,27,73,0,2.6,11.3,24.1,83.28
31,34.2,27,73,0,3.2,7.8,24.1,61.88
31,34.2,27,73,0,3.2,7.8,24.1,57.51
29.6,34.9,26.5,83,2.03,2.6,2.6,9.4,63
29.6,34.9,26.5,83,2.03,2.6,2.6,9.4,56.31
30.9,35.1,28,76,0,2.3,4.8,11.1,45.93
30.9,35.1,28,76,0,2.3,4.8,11.1,33.12
27.1,34,23.5,93,24.89,1.8,4.8,16.5,47.82
27.1,34,23.5,93,24.89,1.8,4.8,16.5,68.66
26.7,29.4,25,92,24.89,1.9,4.6,11.1,53.99
26.7,29.4,25,92,24.89,1.9,4.6,11.1,68.24
26.7,29,25.6,95,36.07,1.6,0.4,3.5,100.51
26.7,29,25.6,95,36.07,1.6,0.4,3.5,81.62
28.3,34.6,24.6,86,20.07,2.1,1.7,9.4,112.6
28.3,34.6,24.6,86,20.07,2.1,1.7,9.4,61.47
28.7,34.1,25.5,83,2.03,2.6,9.3,22.2,59.64
28.7,34.1,25.5,83,2.03,2.6,9.3,22.2,71.3
28.6,33.6,25,80,6.1,3.1,8.1,11.1,71.09
28.6,33.6,25,80,6.1,3.1,8.1,11.1,87.65
30.3,33.6,26.5,67,0,2.6,13,18.3,129.52
30.3,33.6,26.5,67,0,2.6,13,18.3,120.26
29.5,34.4,22.2,70,0,3.4,7,14.8,133.52
29.5,34.4,22.2,70,0,3.4,7,14.8,143.02
30.6,34.6,25.5,60,0,4,8.1,13,100.04
30.6,34.6,25.5,60,0,4,8.1,13,104.22
29.15,35.55,23.9,70.5,0,2.65,5.95,11.2,119.07
29.15,35.55,23.9,70.5,0,2.65,5.95,11.2,122.87
30,35.4,24,66,0,2.7,2.8,7.6,133.14
30,35.4,24,66,0,2.7,2.8,7.6,86.56
28.3,35.7,23.8,75,0,2.6,9.1,14.8,45.59
28.3,35.7,23.8,75,0,2.6,9.1,14.8,30.79
25.8,34,22.2,91,26.92,1.9,10.9,18.3,48.8
25.8,34,22.2,91,26.92,1.9,10.9,18.3,44.84
26.9,33.6,22.4,83,13.46,2.3,6.65,12.95,52.43
26.9,33.6,22.4,83,13.46,2.3,6.65,12.95,106.68
28,33.2,22.6,75,0,2.7,2.4,7.6,109.68
28,33.2,22.6,75,0,2.7,2.4,7.6,127.11
29.3,35.4,23.2,63,0,2.6,2,11.1,113.81
29.3,35.4,23.2,63,0,2.6,2,11.1,101.5
28.9,35.5,23.4,65,0,2.3,2.6,11.1,111.18
28.9,35.5,23.4,65,0,2.3,2.6,11.1,67.48
28.2,34.8,22.2,66,0,2.7,2.6,9.4,51.99
28.2,34.8,22.2,66,0,2.7,2.6,9.4,41.05
28.7,35.2,22.5,63,0,2.6,0.4,3.5,61.7
28.7,35.2,22.5,63,0,2.6,0.4,3.5,92.64
28.8,35.6,22.5,59,0,2.6,0.4,3.5,47.93
28.8,35.6,22.5,59,0,2.6,0.4,3.5,80.38
26.4,34.6,20.2,63,0,2.3,1.9,7.6,81.87
26.4,34.6,20.2,63,0,2.3,1.9,7.6,120.74
27.5,34.8,20.1,63,0,1.9,2,9.4,102.45
27.5,34.8,20.1,63,0,1.9,2,9.4,50.88
27.8,35.3,22.4,66,0,1.9,3.7,9.4,84.38
27.8,35.3,22.4,66,0,1.9,3.7,9.4,120.55
23.8,32.4,16.6,62,0,1.8,0,9.4,176.98
23.8,32.4,16.6,62,0,1.8,0,9.4,146.11
24.2,31.8,17.3,58,0,2.6,5.4,14.8,124.27
24.2,31.8,17.3,58,0,2.6,5.4,14.8,86.03
25.7,32.5,17,58,0,2.6,3,9.4,90.73
25.7,32.5,17,58,0,2.6,3,9.4,152.89
27.1,34,17.8,54,0,2.3,2.8,9.4,144.74
27.1,34,17.8,54,0,2.3,2.8,9.4,169.75
26,33.8,17.4,52,0,2.4,2,7.6,142.92
26,33.8,17.4,52,0,2.4,2,7.6,156.61
24.8,32.9,17,54,0,2.6,3.3,13,105.05
24.8,32.9,17,54,0,2.6,3.3,13,107.05
24.5,32.5,15,58,0,2.4,2,7.6,127.78
24.5,32.5,15,58,0,2.4,2,7.6,121.45
24.2,32.4,15.8,59,0,2.1,0.6,5.4,124.9
24.2,32.4,15.8,59,0,2.1,0.6,5.4,80.05
24.2,31,15.6,62,0,1.9,2.4,9.4,56.05
24.2,31,15.6,62,0,1.9,2.4,9.4,60.27
24.1,31,16,63,0,1.6,2.2,10.7,53.33
24.1,31,16,63,0,1.6,2.2,10.7,65.32
24.1,31.1,16,65,0,1.6,5,14.4,94.61
24.1,31.1,16,65,0,1.6,5,14.4,82.18
24.6,32,16,63,0,1.6,4.1,7.6,89.2
24.6,32,16,63,0,1.6,4.1,7.6,139.08
25.2,31.6,18.5,63,0.25,1.9,9.4,14.8,103.06
25.2,31.6,18.5,63,0.25,1.9,9.4,14.8,117.64
20.3,28,12.5,44,0,3.1,8.3,18.3,145.67
20.3,28,12.5,44,0,3.1,8.3,18.3,152.77
18.6,27.8,10.5,58,0,1.4,1.1,3.5,74.6
18.6,27.8,10.5,58,0,1.4,1.1,3.5,89.51
21.5,29,11,59,0,1.4,2.4,10.9,143.91
21.5,29,11,59,0,1.4,2.4,10.9,68.5
21.9,30.2,14.2,74,0.25,1.3,4.1,9.4,102
21.9,30.2,14.2,74,0.25,1.3,4.1,9.4,157.78
22.2,29.4,17.6,77,7.11,2.3,5.4,14.8,133.87
22.2,29.4,17.6,77,7.11,2.3,5.4,14.8,121.07
22.2,28.5,16.2,67,1.02,2.4,4.8,9.4,133.85
22.2,28.5,16.2,67,1.02,2.4,4.8,9.4,106.99
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,74.39
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,90.67
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,54.18
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,72.14
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,54.76
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,50.88
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,80.36
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,151.4
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,148.93
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,94.9
19.66666667,27.63333333,10,60.33333333,0,2.3,2.483333333,9.25,40.87
19.66666667,27.63333333,10,60.33333333,0,2.3,2.483333333,9.25,61.72
19.3,27.9,10.4,59,0,2.9,2,9.4,142.71
19.3,27.9,10.4,59,0,2.9,2,9.4,147.7
19.8,27.2,10.5,64,0,2.1,0.7,5.4,88.33
19.8,27.2,10.5,64,0,2.1,0.7,5.4,133.24
20.8,28.2,10.7,65,0,1.9,0.9,5.4,195.81
20.8,28.2,10.7,65,0,1.9,0.9,5.4,85.11
19.6,26.4,10.8,60,0,2.6,5.4,14.8,34.22
19.6,26.4,10.8,60,0,2.6,5.4,14.8,76.5
19.6,28,9,56,0,2.4,2.4,11.1,58.86
19.6,28,9,56,0,2.4,2.4,11.1,38.45
18.9,28.1,8.6,58,0,1.9,3.5,9.4,35.94
18.9,28.1,8.6,58,0,1.9,3.5,9.4,42.16
17.5,25.1,8.8,67,0,1.9,4.8,22.2,46.7
17.5,25.1,8.8,67,0,1.9,4.8,22.2,58.67
16.5,24.2,7.6,70,0,1.8,2.8,11.1,89.54
16.5,24.2,7.6,70,0,1.8,2.8,11.1,101.46
17.4,25,8.2,66,0,1.8,1.1,7.6,48.72
17.4,25,8.2,66,0,1.8,1.1,7.6,35.82
16.4,21.6,11.2,77,1.02,2.6,3.9,7.6,37.93
16.4,21.6,11.2,77,1.02,2.6,3.9,7.6,76.95
15.7,21.4,8,74,0,1.9,5.9,14.8,153.6
15.7,21.4,8,74,0,1.9,5.9,14.8,62.85
15.3,22,8.2,78,0,1.9,5.6,13,27.94
15.3,22,8.2,78,0,1.9,5.6,13,49.45
14.8,22.3,5.2,67,0,2.1,4.6,11.1,41.45
14.8,22.3,5.2,67,0,2.1,4.6,11.1,69.38
12.3,22.4,4,74,0,1.3,1.1,3.5,95.55
12.3,22.4,4,74,0,1.3,1.1,3.5,101.01
11.3,22.3,4.7,82,0,1.1,3,3.5,96.09
11.3,22.3,4.7,82,0,1.1,3,3.5,54.06
12.3,19.4,6.2,80,0,1.3,6.7,25.9,45.94
12.3,19.4,6.2,80,0,1.3,6.7,25.9,33.34
11.1,20.6,3.6,76,0,1.3,3,9.4,41.77
11.1,20.6,3.6,76,0,1.3,3,9.4,56.8
11.6,21.4,3.4,76,0,1.1,2.4,5.4,65.95
11.6,21.4,3.4,76,0,1.1,2.4,5.4,63.41
12,22.9,3.8,73,0,0.8,4.8,25.9,67.04
12,22.9,3.8,73,0,0.8,4.8,25.9,41.61
12.8,22.6,4,75,0,1.3,2,9.4,30.5
12.8,22.6,4,75,0,1.3,2,9.4,42.89
13.8,23,6.5,79,0,1.1,0.9,3.5,62
13.8,23,6.5,79,0,1.1,0.9,3.5,48.45
13.5,23.4,6.7,83,0,0.6,7.2,22.2,33.41
13.5,23.4,6.7,83,0,0.6,7.2,22.2,60.89
13.2,20,7.1,88,0,0.8,3.7,9.4,60.61
13.2,20,7.1,88,0,0.8,3.7,9.4,70.66
13.6,20.1,7,85,0,0.8,6.9,14.8,41.09
13.6,20.1,7,85,0,0.8,6.9,14.8,67.55
13.5,20.4,8,78,0,1.4,8.3,25.9,37.94
13.5,20.4,8,78,0,1.4,8.3,25.9,53.83
15.7,22.9,8.5,82,0,1.3,3.1,3.5,78.33
15.7,22.9,8.5,82,0,1.3,3.1,3.5,63.98
13.3,23.5,8,69,0,2.3,11.3,27.8,41.64
13.3,23.5,8,69,0,2.3,11.3,27.8,43.2
11.2,19.5,6,80,0,1.6,7.2,14.8,53.94
11.2,19.5,6,80,0,1.6,7.2,14.8,34.98
14.8,25.4,5.7,79,0,1.3,2,9.4,59.86
14.8,25.4,5.7,79,0,1.3,2,9.4,69.01
17.5,28.2,7,79,0,1.3,2.2,3.5,50.74
17.5,28.2,7,79,0,1.3,2.2,3.5,37.43
16.4,28.7,11.5,87,3.05,1.4,14.3,31.7,50.26
16.4,28.7,11.5,87,3.05,1.4,14.3,31.7,56.61
13.4,22,9.2,87,6.1,1.8,4.1,7.6,71.06
13.4,22,9.2,87,6.1,1.8,4.1,7.6,64.3
12.2,19,6,75,0,2.1,5.7,14.8,37.11
12.2,19,6,75,0,2.1,5.7,14.8,28.73
12.9,19.2,5.2,73,0,1.9,16.3,38.9,27.32
12.9,19.2,5.2,73,0,1.9,16.3,38.9,30.81
15.5,21,8.2,78,0,1.9,8.3,18.3,30.48
15.5,21,8.2,78,0,1.9,8.3,18.3,37.75
16.3,22,11,82,0,1.4,7.6,18.3,50.71
16.3,22,11,82,0,1.4,7.6,18.3,81.85
12.9,22.5,8.2,92,0,0.8,10.2,22.2,89.35
12.9,22.5,8.2,92,0,0.8,10.2,22.2,64.31
13.8,20,9.4,88,0,1.1,9.1,16.5,35.27
13.8,20,9.4,88,0,1.1,9.1,16.5,32.02
16.5,25.1,13.2,96,0,1.6,16.9,46.9,57.47
16.5,25.1,13.2,96,0,1.6,16.9,46.9,58.01
14.9,20.4,7,72,5.08,2.1,9.4,18.3,81.06
14.9,20.4,7,72,5.08,2.1,9.4,18.3,90.76
14.8,20.6,8.4,71,0,2.6,11.3,18.3,53.28
14.8,20.6,8.4,71,0,2.6,11.3,18.3,52.96
19.3,25,11.4,70,0,1.6,4.6,14.8,47.31
19.3,25,11.4,70,0,1.6,4.6,14.8,60.44
17.7,25.3,13.9,88,1.02,1.4,11.3,33.5,80.11
17.7,25.3,13.9,88,1.02,1.4,11.3,33.5,53.99
17.6,23,11.8,83,9.91,1.8,8.1,18.3,40.63
17.6,23,11.8,83,9.91,1.8,8.1,18.3,35.19
18.7,25.8,12,78,2.03,1.9,5,14.8,34.28
18.7,25.8,12,78,2.03,1.9,5,14.8,50.81
18.3,24.5,14.5,86,2.03,1.9,5,9.4,35.08
18.3,24.5,14.5,86,2.03,1.9,5,9.4,23.56
21.6,28,13.2,72,0.76,2.9,9.4,16.5,35.02
21.6,28,13.2,72,0.76,2.9,9.4,16.5,49.15
16.2,23.8,9.2,74,1.395,1.9,3.7,11.1,56.28
16.2,23.8,9.2,74,1.395,1.9,3.7,11.1,69.32
15.3,25.4,10.3,80,0.25,1.9,5.6,14.8,74.42
15.3,25.4,10.3,80,0.25,1.9,5.6,14.8,83.46
14.3,21,9.5,81,0,1.9,3.9,11.1,39.67
14.3,21,9.5,81,0,1.9,3.9,11.1,30.31
16.3,23.4,6.8,66,0,1.9,4.4,14.8,52.86
16.3,23.4,6.8,66,0,1.9,4.4,14.8,34.4
15.2,24.1,12.8,91,0.51,1.1,5.4,14.8,35.31
15.2,24.1,12.8,91,0.51,1.1,5.4,14.8,53.91
17.1,22.4,12.8,87,9.91,1.9,3.7,11.1,57.61
17.1,22.4,12.8,87,9.91,1.9,3.7,11.1,58.94
19.5,26,9,55,0,2.7,5.7,16.5,36.46
19.5,26,9,55,0,2.7,5.7,16.5,43.92
20.4,26.5,10.8,60,0,2.7,5,14.8,54.6
20.4,26.5,10.8,60,0,2.7,5,14.8,57.99
20.6,26.5,12.6,59,0,3.4,7.8,14.8,84.3
20.6,26.5,12.6,59,0,3.4,7.8,14.8,103.77
19.7,27.4,13.6,69,0,3.2,3.1,9.4,100.34
19.7,27.4,13.6,69,0,3.2,3.1,9.4,57.35
18.6,25,11.8,71,1.02,2.6,7.6,18.3,34.62
18.6,25,11.8,71,1.02,2.6,7.6,18.3,35.69
20.2,26,10.4,64,0,2.7,6.9,11.1,33.4
20.2,26,10.4,64,0,2.7,6.9,11.1,44.98
24.1,31,12.8,58,0,2.6,3.3,7.6,30.36
24.1,31,12.8,58,0,2.6,3.3,7.6,59.46
26.9,34,15.5,51,0,2.9,5,14.8,51.51
26.9,34,15.5,51,0,2.9,5,14.8,54.56
25.6,34.1,16.6,44,0,2.7,3.7,7.6,29.15
25.6,34.1,16.6,44,0,2.7,3.7,7.6,40.46
24.4,32.1,17.6,55,0,3.5,8.9,14.8,61.22
24.4,32.1,17.6,55,0,3.5,8.9,14.8,44.25
24.2,30.4,16.2,57,0,3.2,10.7,24.1,57.11
24.2,30.4,16.2,57,0,3.2,10.7,24.1,60.95
25.1,31.4,15,53,0,3.5,10.7,25.9,40.59
25.1,31.4,15,53,0,3.5,10.7,25.9,29.66
28.8,39.2,21,35,0.25,3.7,12.6,27.8,34.89
28.8,39.2,21,35,0.25,3.7,12.6,27.8,53.14
27.7,34.3,17.6,41,0,3.9,12.4,22.2,66.06
27.7,34.3,17.6,41,0,3.9,12.4,22.2,68.16
27.6,35,16.2,42,0,3.9,5,14.8,97.8
27.6,35,16.2,42,0,3.9,5,14.8,69
29.2,37,17.6,41,0,3.5,9.1,18.3,69.74
29.2,37,17.6,41,0,3.5,9.1,18.3,26.31
30.8,37.8,22.4,57,6.1,1.8,10.7,35.2,26.82
30.8,37.8,22.4,57,6.1,1.8,10.7,35.2,32.65
29.4,36,20.2,52,0,2.6,5.9,18.3,36.36
29.4,36,20.2,52,0,2.6,5.9,18.3,42.88
30.2,37,20.4,48,0,3.2,4.6,11.1,32.74
30.2,37,20.4,48,0,3.2,4.6,11.1,50.16
31.4,38,21.6,42,0.25,3.7,12.8,25.9,85.14
31.4,38,21.6,42,0.25,3.7,12.8,25.9,76.01
32.2,38,21.8,40,0,4.5,9.8,14.8,65.68
32.2,38,21.8,40,0,4.5,9.8,14.8,30.61
33.6,40,25.5,36,0,3.7,9.4,18.3,31.46
33.6,40,25.5,36,0,3.7,9.4,18.3,37.54
27.5,32,18.2,50,0,3.7,9.4,14.8,49.69
27.5,32,18.2,50,0,3.7,9.4,14.8,21.83
29.2,35,19.8,46,0,3.4,5.7,14.8,26.75
29.2,35,19.8,46,0,3.4,5.7,14.8,31.79
31.1,37.2,20.6,41,0,3.5,9.3,20.6,36.51
31.1,37.2,20.6,41,0,3.5,9.3,20.6,26.95
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,37.67
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,37.1
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,19.84
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,22.57
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,29.27
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,34.44
34.8,41,25.4,26,0,2.9,11.7,22.2,38.24
34.8,41,25.4,26,0,2.9,11.7,22.2,37.84
34.8,42,23.4,30,0,3.1,8.7,18.3,35.19
34.8,42,23.4,30,0,3.1,8.7,18.3,39.12
34.8,41.5,24.4,28,0,3,10.2,20.25,27.68
34.8,41.5,24.4,28,0,3,10.2,20.25,23.43
34.4,43.7,24.4,39,0,2.6,5.4,13,21.33
34.4,43.7,24.4,39,0,2.6,5.4,13,27
33.5,41.3,25.8,45,0,2.7,11.9,25.9,34.24
33.5,41.3,25.8,45,0,2.7,11.9,25.9,26.12
32.6,41,24,46,0,3.2,7.6,55.4,25.63
32.6,41,24,46,0,3.2,7.6,55.4,28.57
33.5,41.2,21.8,40,0,2.6,10.7,25.9,26.68
33.5,41.2,21.8,40,0,2.6,10.7,25.9,29.11
35.3,42,23.6,38,0,2.7,11.5,24.1,29.36
35.3,42,23.6,38,0,2.7,11.5,24.1,27.19
36.1,42,26.4,38,0,2.6,13.7,25.9,22.98
