T,TM,Tm,H,PP,VV,V,VM,Toluene
28.6,33,23.5,79,0.25,5.8,6.5,18.3,0.54
28.8,32.6,24.5,80,0,5.1,6.7,18.3,0.03
28.8,32.6,24.5,80,0,5.1,6.7,18.3,0.03
28.6,32.6,25.2,78,0,4.3,6.7,18.3,0
28.6,32.6,25.2,78,0,4.3,6.7,18.3,0
29.3,34,24.7,73,0,2.4,6.1,14.8,0.09
29.3,34,24.7,73,0,2.4,6.1,14.8,0.05
30.3,35,24.5,72,0,3.1,7.6,11.1,1.3
30.3,35,24.5,72,0,3.1,7.6,11.1,0.11
29.1,34.7,25.4,81,26.92,2.7,6.3,20.6,0
29.1,34.7,25.4,81,26.92,2.7,6.3,20.6,0.07
28.5,32.3,24.6,72,0,5.1,12.2,24.1,0.03
28.5,32.3,24.6,72,0,5.1,12.2,24.1,0.03
28.1,32,24.8,79,13.46,5.3,11.3,24.1,0
28.1,32,24.8,79,13.46,5.3,11.3,24.1,0
27.1,31.8,24.4,86,7.11,4.8,8.1,25.9,0.03
27.1,31.8,24.4,86,7.11,4.8,8.1,25.9,0.03
27.2,32,24.8,89,3.05,3.7,5.9,11.1,0.03
27.2,32,24.8,89,3.05,3.7,5.9,11.1,0.06
27.7,32,24.6,85,21.08,3.9,9.4,20.6,0.03
27.7,32,24.6,85,21.08,3.9,9.4,20.6,0
27.6,31.6,23.5,81,42.93,4,11.5,20.6,0.02
27.6,31.6,23.5,81,42.93,4,11.5,20.6,0.11
26.9,30.8,23,78,1.02,4.7,10,24.1,0.03
26.9,30.8,23,78,1.02,4.7,10,24.1,0
27.4,31,22.7,78,0,3.9,12.4,22.2,0.04
27.4,31,22.7,78,0,3.9,12.4,22.2,0.03
28.5,32,25,79,0,4.8,13.9,22.2,0
28.5,32,25,79,0,4.8,13.9,22.2,0
25.3,29.8,23.4,96,70.1,2.4,9.4,27.8,0
25.3,29.8,23.4,96,70.1,2.4,9.4,27.8,0.03
26.7,29,23.2,92,58.93,4.3,6.3,24.1,0.06
26.7,29,23.2,92,58.93,4.3,6.3,24.1,0.03
27.8,30.2,25.2,81,7.87,4.5,11.5,22.2,0.04
27.8,30.2,25.2,81,7.87,4.5,11.5,22.2,0
25.4,29.4,23.6,92,4.06,2.9,4.6,11.1,0
25.4,29.4,23.6,92,4.06,2.9,4.6,11.1,0
26.7,30,23.1,79,3.05,4.7,7.4,24.1,0
26.7,30,23.1,79,3.05,4.7,7.4,24.1,0
27.3,31,23.5,74,0,5.3,9.6,22.2,0
27.3,31,23.5,74,0,5.3,9.6,22.2,0
26.3,29.6,23.4,86,21.08,3.5,6.9,24.1,0.04
26.3,29.6,23.4,86,21.08,3.5,6.9,24.1,0
25.3,28.6,22.9,90,4.06,3.2,6.1,18.3,0.08
25.3,28.6,22.9,90,4.06,3.2,6.1,18.3,0
26.1,30.6,22.5,79,0,5.1,6.5,20.6,0
26.1,30.6,22.5,79,0,5.1,6.5,20.6,0
27.1,31,24,74,0,4.8,10.4,27.8,0
27.1,31,24,74,0,4.8,10.4,27.8,0.04
26.9,31,23,75,0,4.8,9.8,22.2,0.05
26.9,31,23,75,0,4.8,9.8,22.2,0
26.5,30,22.4,77,0,4,11.7,22.2,0.05
26.5,30,22.4,77,0,4,11.7,22.2,0.02
26.2,30,22,78,1.02,4.3,8,18.3,0.1
26.2,30,22,78,1.02,4.3,8,18.3,0.12
25.2,30,21.1,79,0,4.2,5.7,16.5,0.05
25.2,30,21.1,79,0,4.2,5.7,16.5,0.08
26.1,30,21.1,74,17.02,4.7,7,18.3,0
26.1,30,21.1,74,17.02,4.7,7,18.3,0
27.1,30,23.2,82,6.1,4.5,12,22.2,0
27.1,30,23.2,82,6.1,4.5,12,22.2,0
25.7,30.3,22.5,91,27.94,3.7,5.6,13,0
25.7,30.3,22.5,91,27.94,3.7,5.6,13,0
27.6,31,23.4,84,33.02,4.5,6.7,16.5,0
27.6,31,23.4,84,33.02,4.5,6.7,16.5,0.02
27.9,31.2,24,82,0,4.8,7.8,18.3,0.05
27.9,31.2,24,82,0,4.8,7.8,18.3,0.07
27.4,30.1,24,76,2.03,4.8,14.4,24.1,0.08
27.4,30.1,24,76,2.03,4.8,14.4,24.1,0.11
25.8,30.2,21.4,74,0,4.8,8.9,18.3,0.21
25.8,30.2,21.4,74,0,4.8,8.9,18.3,0
25.4,31,20.3,73,0,5,6.5,14.8,0
25.4,31,20.3,73,0,5,6.5,14.8,0
24.7,30,20,74,0,3.1,7.4,18.3,0.24
24.7,30,20,74,0,3.1,7.4,18.3,0
24.7,29.7,18.2,69,0,3.9,6.7,18.3,0
24.7,29.7,18.2,69,0,3.9,6.7,18.3,0.03
25.7,31,20,64,0,4.7,8,18.3,0
25.7,31,20,64,0,4.7,8,18.3,0
27.2,31,23,71,0,6,9.6,18.3,0
27.2,31,23,71,0,6,9.6,18.3,0
26.6,32,21.6,71,0,5.6,9.1,20.6,0
26.6,32,21.6,71,0,5.6,9.1,20.6,0
26,31.5,21.6,71,0,5.8,10.4,25.9,0
26,31.5,21.6,71,0,5.8,10.4,25.9,0
24.9,31,19.5,74,0,4.8,6.5,18.3,0.15
24.9,31,19.5,74,0,4.8,6.5,18.3,0.61
25.9,31,19.8,69,0,5,7,14.8,0.42
25.9,31,19.8,69,0,5,7,14.8,0.36
26.6,31.6,21,70,0,5,8.5,16.5,0.21
26.6,31.6,21,70,0,5,8.5,16.5,0.16
27.2,32.4,22,74,0,4.7,5.7,13,0.09
27.2,32.4,22,74,0,4.7,5.7,13,0
27.4,31.7,22.9,71,0,4.8,7,14.8,0
27.4,31.7,22.9,71,0,4.8,7,14.8,0
26.9,31.8,22,68,0,5.6,6.5,18.3,0
26.9,31.8,22,68,0,5.6,6.5,18.3,0
26.8,32,21.6,70,0,5.1,10.2,20.6,0.02
26.8,32,21.6,70,0,5.1,10.2,20.6,0
27.4,32.1,21.8,66,0,5.6,12.4,25.9,0
27.4,32.1,21.8,66,0,5.6,12.4,25.9,0
27.8,32,22,62,0,5.8,11.1,18.3,0
27.8,32,22,62,0,5.8,11.1,18.3,0
27.5,32.2,23.2,69,0,4.8,13,25.9,0
27.5,32.2,23.2,69,0,4.8,13,25.9,0
26.9,32,22.8,71,0,4.8,10.2,24.1,0
26.9,32,22.8,71,0,4.8,10.2,24.1,0
26.8,33,21,65,0,4.2,8.9,22.2,0
26.8,33,21,65,0,4.2,8.9,22.2,0
26.5,34,20.9,61,0,4.7,9.1,18.3,0
26.5,34,20.9,61,0,4.7,9.1,18.3,0
26.8,31.9,20.6,62,0,5.3,11.1,20.6,0
26.8,31.9,20.6,62,0,5.3,11.1,20.6,0
26.8,32,22,62,0,6,9.3,18.3,0
26.8,32,22,62,0,6,9.3,18.3,0
27.3,31.5,20.5,70,0,5,15.4,25.9,0.01
27.3,31.5,20.5,70,0,5,15.4,25.9,0
28.3,32.4,23.4,72,0,5.3,13.1,22.2,0
28.3,32.4,23.4,72,0,5.3,13.1,22.2,0
28.3,33,24,70,0,4.8,10.7,22.2,0
28.3,33,24,70,0,4.8,10.7,22.2,0
28.2,33.2,23.6,72,0,4.8,11.1,25.9,0
28.2,33.2,23.6,72,0,4.8,11.1,25.9,0
28.2,32.4,24,66,0,5.8,10.6,18.3,0
28.2,32.4,24,66,0,5.8,10.6,18.3,0.03
27.9,32.4,23,64,0,4.2,10.2,20.6,0
27.9,32.4,23,64,0,4.2,10.2,20.6,0
28.6,33.2,23.4,66,0,5,9.4,18.3,0
28.6,33.2,23.4,66,0,5,9.4,18.3,0
28.8,32.5,25.5,73,0,6.1,13,27.8,0
28.8,32.5,25.5,73,0,6.1,13,27.8,0
28.7,32.6,24,70,0,6.4,11.5,22.2,0
28.7,32.6,24,70,0,6.4,11.5,22.2,0.01
28.2,33.4,22.4,68,0,6.8,11.1,24.1,0
28.2,33.4,22.4,68,0,6.8,11.1,24.1,0.05
28.1,33.5,23.6,73,0,6,9.8,22.2,0
28.1,33.5,23.6,73,0,6,9.8,22.2,0
27.4,33.2,24,72,0,5.5,7.6,18.3,0
27.4,33.2,24,72,0,5.5,7.6,18.3,0
28.8,33.2,24.5,70,0,5.5,11.1,24.1,0.01
28.8,33.2,24.5,70,0,5.5,11.1,24.1,0
29.7,34.6,24.6,67,0,5.5,11.5,22.2,0
29.7,34.6,24.6,67,0,5.5,11.5,22.2,0
29.2,35.2,24.5,71,0,6,11.9,25.9,0
29.2,35.2,24.5,71,0,6,11.9,25.9,0.02
29.4,34.5,25.1,71,0,5.8,12.8,25.9,0
29.4,34.5,25.1,71,0,5.8,12.8,25.9,0.01
28.7,33.5,24.4,72,0,5.8,9.3,18.3,0
28.7,33.5,24.4,72,0,5.8,9.3,18.3,0.11
29.1,33.6,24.8,68,0,6.3,7.6,22.2,0
29.1,33.6,24.8,68,0,6.3,7.6,22.2,0.01
29,34.4,24.1,65,0,6.1,7,16.5,0.51
29,34.4,24.1,65,0,6.1,7,16.5,0.03
29.3,35,24.4,70,0,6.3,6.3,20.6,0
29.3,35,24.4,70,0,6.3,6.3,20.6,0
30.1,37,24.1,65,0,6.1,8.1,18.3,0
30.1,37,24.1,65,0,6.1,8.1,18.3,0
30.3,36.2,24.9,68,0,6.1,9.4,20.6,0.07
30.3,36.2,24.9,68,0,6.1,9.4,20.6,0.02
29.9,36.6,25.5,70,0,5.5,10.2,25.9,0.08
29.9,36.6,25.5,70,0,5.5,10.2,25.9,0.02
30.7,35.4,26.9,72,0,6.8,10.6,24.1,0.1
30.7,35.4,26.9,72,0,6.8,10.6,24.1,0
30.8,35.8,27.5,76,0,6.6,10.6,25.9,0.02
30.8,35.8,27.5,76,0,6.6,10.6,25.9,0.13
27.9,35.6,24,81,23.88,5.3,11.3,25.9,0.02
27.9,35.6,24,81,23.88,5.3,11.3,25.9,0
29.6,34.6,24.7,71,0,6.4,6.3,22.2,0
29.6,34.6,24.7,71,0,6.4,6.3,22.2,0
29.6,34.7,24.6,72,0,6.4,7.8,18.3,0.02
29.6,34.7,24.6,72,0,6.4,7.8,18.3,0
30.2,34.6,25.2,70,0,6.6,8.5,22.2,0.05
30.2,34.6,25.2,70,0,6.6,8.5,22.2,0
30.9,36.6,27.2,73,0,6.8,10.9,20.6,0
30.9,36.6,27.2,73,0,6.8,10.9,20.6,0.01
30.7,35.6,27,69,0,6.8,8.9,20.6,0.02
30.7,35.6,27,69,0,6.8,8.9,20.6,0
31.2,35.6,26.4,67,0,6.9,11.3,22.2,0
31.2,35.6,26.4,67,0,6.9,11.3,22.2,0.04
32.3,37.5,28.7,70,0,6,14.3,22.2,0.07
32.3,37.5,28.7,70,0,6,14.3,22.2,0
28.1,38,22.6,82,8.89,5.1,9.3,31.7,0.05
28.1,38,22.6,82,8.89,5.1,9.3,31.7,0.04
31.2,36,26.6,77,3.05,6.3,11.1,25.9,0.07
31.2,36,26.6,77,3.05,6.3,11.1,25.9,0
32.3,38,28,69,0,6.6,12,25.9,0.01
32.3,38,28,69,0,6.6,12,25.9,0.16
31.9,38,28.6,70,0,6.4,10.4,22.2,0
25.4,32,21,70,0,4.2,6.9,24.1,0.43
25.4,32,21,70,0,4.2,6.9,24.1,0.23
26,32.2,20.4,61,0,4.2,2.4,11.1,0.31
26,32.2,20.4,61,0,4.2,2.4,11.1,0.27
25.3,32.2,20.5,68,0,4.5,3.7,13,0.09
25.3,32.2,20.5,68,0,4.5,3.7,13,0.2
25.6,32.2,19.6,64,0,4.3,3.7,13,0.07
25.6,32.2,19.6,64,0,4.3,3.7,13,0
25.4,32.2,21,65,0,4.3,2.8,13,0
25.4,32.2,21,65,0,4.3,2.8,13,0
24.7,31.1,21.4,70,0,3.2,4.1,11.1,0
24.7,31.1,21.4,70,0,3.2,4.1,11.1,0
23.2,29.4,16.7,52,0,5.3,4.1,14.8,0
23.2,29.4,16.7,52,0,5.3,4.1,14.8,0
23.8,29.7,17.5,56,0,4.3,3.5,14.8,0
23.8,29.7,17.5,56,0,4.3,3.5,14.8,0
24,30.3,17.9,54,0,5,3.9,14.8,0
24,30.3,17.9,54,0,5,3.9,14.8,0
24.8,31,20.5,60,0,3.4,7.2,22.2,0
24.8,31,20.5,60,0,3.4,7.2,22.2,0.13
24.7,30,19,55,0,4.2,5.7,18.3,0.19
24.7,30,19,55,0,4.2,5.7,18.3,0.29
25.2,31,20.3,51,0,4.5,8,18.3,0.25
25.2,31,20.3,51,0,4.5,8,18.3,0.29
25.8,32,21,57,0,5.3,11.9,22.2,0.3
25.8,32,21,57,0,5.3,11.9,22.2,0.06
25.1,30.7,19,54,0,5,10.6,22.2,0.22
25.1,30.7,19,54,0,5,10.6,22.2,0.27
25.1,31,19,56,0,5.3,10.2,22.2,0.22
25.1,31,19,56,0,5.3,10.2,22.2,0.36
26.1,31.4,21.6,53,0,4.3,14.1,24.1,0.42
26.1,31.4,21.6,53,0,4.3,14.1,24.1,0.31
25.4,31.4,19.3,53,0,4.5,8.9,18.3,0.15
25.4,31.4,19.3,53,0,4.5,8.9,18.3,0.27
25.1,31,19.4,52,0,4.5,14.4,24.1,0.34
25.1,31,19.4,52,0,4.5,14.4,24.1,0.38
25.3,31,19.5,53,0,5.3,12.4,22.2,0.2
25.3,31,19.5,53,0,5.3,12.4,22.2,0.09
25.8,31.7,20.4,51,0,4.5,9.8,18.3,0.15
25.8,31.7,20.4,51,0,4.5,9.8,18.3,0.04
25.3,31.7,19.4,50,0,4.7,9.6,16.5,0.1
25.3,31.7,19.4,50,0,4.7,9.6,16.5,0.08
25.3,31.7,20,46,0,4.7,11.1,20.6,0.02
25.3,31.7,20,46,0,4.7,11.1,20.6,0.03
27,33.6,20.8,56,0,4.8,5.7,13,0.05
27,33.6,20.8,56,0,4.8,5.7,13,0
27.4,34,22.6,51,0,4.7,9.6,20.6,0.01
27.4,34,22.6,51,0,4.7,9.6,20.6,0
27.1,33.7,20,41,0,5.1,8.9,14.8,0.02
27.1,33.7,20,41,0,5.1,8.9,14.8,0.01
27,34.2,20,40,0,4.8,7.6,16.5,0.02
27,34.2,20,40,0,4.8,7.6,16.5,0.03
26.6,33.8,20,43,0,5,12,22.2,0.06
26.6,33.8,20,43,0,5,12,22.2,0.04
26.2,33,19.5,42,0,5.3,12.4,24.1,0.14
26.2,33,19.5,42,0,5.3,12.4,24.1,0.12
27.7,34.5,20.4,40,0,5.1,7.4,13,0.04
27.7,34.5,20.4,40,0,5.1,7.4,13,0.03
26.9,34.5,22.7,63,0,4.8,7.8,18.3,0.02
26.9,34.5,22.7,63,0,4.8,7.8,18.3,0
27.9,34.2,23,59,0,4.3,8.9,16.5,0
27.9,34.2,23,59,0,4.3,8.9,16.5,0
27.8,34.1,22,61,0,5.1,6.1,13,0
27.8,34.1,22,61,0,5.1,6.1,13,0.01
28,34.4,24,63,0,4.3,8.1,24.1,0
28,34.4,24,63,0,4.3,8.1,24.1,0
27.6,34.4,24,65,0,4.7,9.4,22.2,0
27.6,34.4,24,65,0,4.7,9.4,22.2,0
27.5,33.5,21,65,0,4.8,8.7,18.3,0
27.5,33.5,21,65,0,4.8,8.7,18.3,0.03
27.8,33.5,23,58,0,5.3,10,22.2,0
27.8,33.5,23,58,0,5.3,10,22.2,0
27.7,33.4,23,56,0,5,8.7,18.3,0
27.7,33.4,23,56,0,5,8.7,18.3,0
28.7,33.5,22.5,49,0,5.3,9.6,20.6,0
28.7,33.5,22.5,49,0,5.3,9.6,20.6,0
28.2,33.5,22.6,53,0,4.5,10.9,14.8,0
28.2,33.5,22.6,53,0,4.5,10.9,14.8,0
28.3,33.4,23.8,62,0,4.8,9.6,22.2,0
28.3,33.4,23.8,62,0,4.8,9.6,22.2,0
28.3,35.7,21.7,50,0,5.3,7,16.5,0
28.3,35.7,21.7,50,0,5.3,7,16.5,0
28.8,35.7,22.3,51,0,5,8.5,14.8,0
28.8,35.7,22.3,51,0,5,8.5,14.8,0
28.9,36,22.7,41,0,5.3,9.3,22.2,0.12
28.9,36,22.7,41,0,5.3,9.3,22.2,0.12
30.1,37,23.6,45,0,4.8,9.3,18.3,0.2
30.1,37,23.6,45,0,4.8,9.3,18.3,0.12
28.6,35.9,23,48,0,5,8.9,22.2,0.02
28.6,35.9,23,48,0,5,8.9,22.2,0.06
28.9,35.2,23.6,46,0,4.8,10.2,20.6,0.07
28.9,35.2,23.6,46,0,4.8,10.2,20.6,0.17
29.3,36,24.9,60,0,5.5,7.8,16.5,0.17
29.3,36,24.9,60,0,5.5,7.8,16.5,0.13
29.8,36,25.9,57,0,5.8,7.2,18.3,0.09
29.8,36,25.9,57,0,5.8,7.2,18.3,0.03
29.8,36.9,25,59,0,5,8.3,18.3,0.17
29.8,36.9,25,59,0,5,8.3,18.3,0.16
29.8,37,25,59,0,5.5,10,22.2,0.17
29.8,37,25,59,0,5.5,10,22.2,0.13
30.8,37,25.8,58,0,5.5,8.3,18.3,0.14
30.8,37,25.8,58,0,5.5,8.3,18.3,0.11
29.8,37,25.3,63,0,4.5,5.9,14.8,0.06
29.8,37,25.3,63,0,4.5,5.9,14.8,0.2
29.3,37,25,61,0.51,5.3,6.1,18.3,0.18
29.3,37,25,61,0.51,5.3,6.1,18.3,0.32
25.3,33,22.8,77,24.89,4.2,5.6,14.8,0.36
25.3,33,22.8,77,24.89,4.2,5.6,14.8,0.26
26.1,32.6,22.5,72,16.76333333,4.2,5.2,18.3,0.16
26.1,32.6,22.5,72,16.76333333,4.2,5.2,18.3,0.09
26.8,33.3,23,70,16.76333333,4.8,6.7,18.3,0.09
26.8,33.3,23,70,0,4.8,6.7,18.3,0.18
28.6,34.9,23.5,60,0,4.8,5.9,11.1,0.12
28.6,34.9,23.5,60,0,4.8,5.9,11.1,0.17
29.4,34.3,24.5,65,0,4.7,5.7,18.3,0.17
29.4,34.3,24.5,65,0,4.7,5.7,18.3,0.15
29,34,25,63,0,4.8,5.9,18.3,0.08
29,34,25,63,0,4.8,5.9,18.3,0.08
27.5,35,20.6,67,7.11,5,6.3,14.8,0.06
27.5,35,20.6,67,7.11,5,6.3,14.8,0.16
27.1,34.4,23.9,70,0,3.7,6.9,24.1,0.12
27.1,34.4,23.9,70,0,3.7,6.9,24.1,0.13
28.8,34.4,23.5,61,0,5.3,4.6,18.3,0.09
28.8,34.4,23.5,61,0,5.3,4.6,18.3,0.05
29.5,36.2,22.5,57,0,5.8,8,18.3,0.15
29.5,36.2,22.5,57,0,5.8,8,18.3,0.05
29.4,36.6,24.7,66,0,5.8,5,22.2,0
29.4,36.6,24.7,66,0,5.8,5,22.2,0
29.9,36.6,25,60,0,5.1,9.1,18.3,0
29.9,36.6,25,60,0,5.1,9.1,18.3,0
26.8,34,23,75,35.05,4.3,2.8,18.3,0
26.8,34,23,75,35.05,4.3,2.8,18.3,0
27.2,35.5,22,75,0.25,3.7,4.6,25.9,0
27.2,35.5,22,75,0.25,3.7,4.6,25.9,0
28.4,33.6,23.3,70,0,4.3,5.4,24.1,0
28.4,33.6,23.3,70,0,4.3,5.4,24.1,0
26.3,33.1,23,81,1.02,3.4,3.3,16.5,0
26.3,33.1,23,81,1.02,3.4,3.3,16.5,0
26,30.5,23,87,19.05,4.2,2.4,16.5,0
26,30.5,23,87,19.05,4.2,2.4,16.5,0
26.9,31.2,22,86,5.08,3.5,2,27.8,0
26.9,31.2,22,86,5.08,3.5,2,27.8,0
28.7,33.3,23.4,74,0,5.1,11.9,22.2,0
28.7,33.3,23.4,74,0,5.1,11.9,22.2,0
28,33.3,24,77,0,4.8,13.5,20.6,0
28,33.3,24,77,0,4.8,13.5,20.6,0
28.8,34,24.5,72,0,6,13.5,24.1,0
28.8,34,24.5,72,0,6,13.5,24.1,0
29.2,35,25,71,0,5.3,14.4,25.9,0
29.2,35,25,71,0,5.3,14.4,25.9,0
28.9,34.6,25,71,0,5.3,13.3,22.2,0
28.9,34.6,25,71,0,5.3,13.3,22.2,0
27.7,34.5,22,74,0,5.5,11.7,22.2,0
27.7,34.5,22,74,0,5.5,11.7,22.2,0
28.4,34.4,23,68,0,5,17.2,25.9,0
28.4,34.4,23,68,0,5,17.2,25.9,0
27.5,34.4,22.6,73,0,4.8,11.1,22.2,0
27.5,34.4,22.6,73,0,4.8,11.1,22.2,0
28.2,33.1,25,70,0,6.3,9.4,20.6,0
28.2,33.1,25,70,0,6.3,9.4,20.6,0
28.2,34.2,23.9,69,0,5.1,6.3,18.3,0
28.2,34.2,23.9,69,0,5.1,6.3,18.3,0
29.9,34.1,25.3,59,0,5.8,17.6,22.2,0
29.9,34.1,25.3,59,0,5.8,17.6,22.2,0
28.6,34,25,62,0,6.9,16.9,31.7,0
28.6,34,25,62,0,6.9,16.9,31.7,0
28.4,34,24,68,0,5.8,15.2,22.2,0
28.4,34,24,68,0,5.8,15.2,22.2,0
27.1,33,23,71,0,6.1,16.7,27.8,0
27.1,33,23,71,0,6.1,16.7,27.8,0
27.3,33,22.8,69,0,5.5,15.7,25.9,0.05
27.3,33,22.8,69,0,5.5,15.7,25.9,0.09
27.5,33.4,23.4,71,0,5.8,17,25.9,0.04
27.5,33.4,23.4,71,0,5.8,17,25.9,0.01
26.5,33,24,75,0.51,5,16.3,25.9,0.01
26.5,33,24,75,0.51,5,16.3,25.9,0.01
27.4,32,23.9,64,2.03,5.1,17.6,25.9,0
27.4,32,23.9,64,2.03,5.1,17.6,25.9,0.02
25.9,32,23,74,2.03,4.7,18,25.9,0.01
25.9,32,23,74,2.03,4.7,18,25.9,0.02
27.3,32.2,23.2,73,0.25,6.3,16.7,25.9,0.01
27.3,32.2,23.2,73,0.25,6.3,16.7,25.9,0.01
26.2,32.2,23,77,0.25,5.3,19.1,25.9,0
26.2,32.2,23,77,0.25,5.3,19.1,25.9,0
27.2,33,23,75,0.76,5.8,19.4,25.9,0
27.2,33,23,75,0.76,5.8,19.4,25.9,0
27.6,33.4,24,74,0,5.6,17.2,27.8,0
27.6,33.4,24,74,0,5.6,17.2,27.8,0
27.7,34,23.8,72,0,5.6,16.7,25.9,0
27.7,34,23.8,72,0,5.6,16.7,25.9,0
28.2,34,23.4,67,0,6,16.5,24.1,0.01
28.2,34,23.4,67,0,6,16.5,24.1,0
27.1,33.4,22.5,66,0,5.5,14.4,25.9,0
27.1,33.4,22.5,66,0,5.5,14.4,25.9,0
26.9,33.4,23,71,0,5.6,17.6,24.1,0
26.9,33.4,23,71,0,5.6,17.6,24.1,0
26.1,32,21.9,74,0,5.5,17.6,27.8,0
26.1,32,21.9,74,0,5.5,17.6,27.8,0
27.4,33.5,23,72,0,6,16.5,25.9,0
27.4,33.5,23,72,0,6,16.5,25.9,0
27.2,34.4,23.8,74,0,5.1,15.4,25.9,0
27.2,34.4,23.8,74,0,5.1,15.4,25.9,0
25.6,34.4,23,80,0,5.1,16.7,24.1,0
25.6,34.4,23,80,0,5.1,16.7,24.1,0
23.9,31.8,22,78,0,5,15.9,24.1,0
23.9,31.8,22,78,0,5,15.9,24.1,0
26.1,32.3,21.5,75,4.06,5,14.6,24.1,0
26.1,32.3,21.5,75,4.06,5,14.6,24.1,0
26.3,32.3,23,78,0,5.8,16.1,24.1,0
26.3,32.3,23,78,0,5.8,16.1,24.1,0
25.8,32,22.8,75,0,5.6,17.8,25.9,0
25.8,32,22.8,75,0,5.6,17.8,25.9,0
26.4,33,22.7,75,0,5.1,17.6,29.4,0
26.4,33,22.7,75,0,5.1,17.6,29.4,0
26.6,33,22.6,75,0,5.8,16.7,29.4,0
26.6,33,22.6,75,0,5.8,16.7,29.4,0
27.3,34,23,69,0,6,14.3,22.2,0
27.3,34,23,69,0,6,14.3,22.2,0
26.9,34,22.6,72,0,5.5,13.5,25.9,0
26.9,34,22.6,72,0,5.5,13.5,25.9,0
25.9,32.2,22.8,78,0.25,4.7,13.9,22.2,0
25.9,32.2,22.8,78,0.25,4.7,13.9,22.2,0
26.2,32.3,23,76,2.03,5.1,15.6,25.9,0
26.2,32.3,23,76,2.03,5.1,15.6,25.9,0
26.7,33.9,23,73,0,5.8,17.2,25.9,0
26.7,33.9,23,73,0,5.8,17.2,25.9,0
27.4,33.3,22.6,69,0,5.8,17,27.8,0.01
27.4,33.3,22.6,69,0,5.8,17,27.8,0
27.1,33.3,22.8,72,0,5.1,19.3,29.4,0
27.1,33.3,22.8,72,0,5.1,19.3,29.4,0
27.3,33,23.5,72,0,5.6,15.2,25.9,0
27.3,33,23.5,72,0,5.6,15.2,25.9,0
27.4,33.3,23,73,0,5.1,16.3,25.9,0
27.4,33.3,23,73,0,5.1,16.3,25.9,0
27.6,34,23.5,71,0,5.6,15.4,25.9,0
27.6,34,23.5,71,0,5.6,15.4,25.9,0
28.2,34.3,23.8,70,0,5.3,10,24.1,0
28.2,34.3,23.8,70,0,5.3,10,24.1,0
28.9,34.2,23.8,59,0,6.6,13.5,25.9,0
28.9,34.2,23.8,59,0,6.6,13.5,25.9,0
27.2,34.2,23,70,0.0625,5.8,15,25.9,0
27.2,34.2,23,70,0.0625,5.8,15,25.9,0
26.6,33,22.9,75,0.25,5.6,16.1,24.1,0
26.6,33,22.9,75,0.25,5.6,16.1,24.1,0
26.5,33,22,71,0,5.8,17.2,25.9,0
26.5,33,22,71,0,5.8,17.2,25.9,0
26.6,32.6,23,69,0,5.6,18.1,25.9,0
26.6,32.6,23,69,0,5.6,18.1,25.9,0
27.6,34.3,23.4,70,0,5.5,13.3,24.1,0
27.6,34.3,23.4,70,0,5.5,13.3,24.1,0
27.8,34.2,23.8,70,0,6,14.4,24.1,0
27.8,34.2,23.8,70,0,6,14.4,24.1,0
28.2,34.2,23.9,68,0,5.1,13.9,24.1,0
28.2,34.2,23.9,68,0,5.1,13.9,24.1,0.01
28.8,33.3,24,68,0,5.3,9.3,16.5,0
28.8,33.3,24,68,0,5.3,9.3,16.5,0
27.3,33.6,24.2,66,0,5.1,13,25.9,0
27.3,33.6,24.2,66,0,5.1,13,25.9,0
26.8,31.6,24,66,0,5.8,15.7,25.9,0
26.8,31.6,24,66,0,5.8,15.7,25.9,0
27.3,32.4,23,66,0,7.2,18.7,25.9,0
27.3,32.4,23,66,0,7.2,18.7,25.9,0
28.2,34.3,23.5,60,0,7.1,18.7,27.8,0
28.2,34.3,23.5,60,0,7.1,18.7,27.8,0
27.9,34.3,24,56,0,5.6,17.6,25.9,0
27.9,34.3,24,56,0,5.6,17.6,25.9,0
27.9,33.6,23.4,59,0,6.3,19.1,27.8,0
27.9,33.6,23.4,59,0,6.3,19.1,27.8,0
27.2,33,23,72,0,5.5,18.1,27.8,0
27.2,33,23,72,0,5.5,18.1,27.8,0
27.1,32.7,24,70,0,5.6,19.1,27.8,0
27.1,32.7,24,70,0,5.6,19.1,27.8,0
27.7,34,23,66,0,5.8,13,24.1,0
27.7,34,23,66,0,5.8,13,24.1,0
28.4,35.6,23,69,2.03,5.6,9.3,18.3,0
28.4,35.6,23,69,2.03,5.6,9.3,18.3,0
27.3,34.6,24.4,79,0,5.1,11.3,20.6,0
27.3,34.6,24.4,79,0,5.1,11.3,20.6,0
26.2,33.8,22,80,10.92,4.7,10.7,18.3,0
26.2,33.8,22,80,10.92,4.7,10.7,18.3,0
27.6,33,24,72,0,5,6.1,18.3,0
27.6,33,24,72,0,5,6.1,18.3,0
27.7,33.7,23.4,69,0,6.6,12.6,24.1,0
27.7,33.7,23.4,69,0,6.6,12.6,24.1,0
26.5,33.7,23.6,77,0,6.3,13.9,22.2,0
26.5,33.7,23.6,77,0,6.3,13.9,22.2,0
27.6,33,22.9,66,0,7.6,16.3,27.8,0
27.6,33,22.9,66,0,7.6,16.3,27.8,0.03
27.6,32.7,23.6,65,0,6.9,13.1,25.9,0.04
27.6,32.7,23.6,65,0,6.9,13.1,25.9,0.01
27.5,32,24.5,66,0,7.6,15.7,24.1,0.05
27.5,32,24.5,66,0,7.6,15.7,24.1,0.03
