T,TM,Tm,H,PP,VV,V,VM,Toluene
13.5,18.4,10.2,92,0,1.6,5.7,11.1,0.156666667
13.4,19.8,8.7,69,0,2.1,5.2,13,0.156666667
13.4,19.8,8.7,69,0,2.1,5.2,13,0
15.6,24.9,6,46,0,2.7,5.9,13,1.46
15.6,24.9,6,46,0,2.7,5.9,13,0
17.3,24.9,10.3,52,0,3.4,14.6,20.6,1.46
17.3,24.9,10.3,52,0,3.4,14.6,20.6,0.64
18.4,24.2,13,59,0,3.2,14.4,20.6,5.2
18.4,24.2,13,59,0,3.2,14.4,20.6,0.47
17.6,24.2,12.7,66,0,2.6,7.4,16.5,0.79
17.6,24.2,12.7,66,0,2.6,7.4,16.5,2.55
18.6,24.3,11.8,46,0,3.1,13.7,24.1,0.06
18.6,24.3,11.8,46,0,3.1,13.7,24.1,0.44
18.8,25,14.5,55,2.03,2.6,12,20.6,0
18.8,25,14.5,55,2.03,2.6,12,20.6,0.92
18.7,25.6,13.4,50,0,3.2,8.3,14.8,0.28
18.7,25.6,13.4,50,0,3.2,8.3,14.8,0.56
20.2,29.2,10.4,39,0,2.7,7.2,18.3,0.17
20.2,29.2,10.4,39,0,2.7,7.2,18.3,0.4825
23.1,31.8,14,35,0,3.2,12,27.8,0.4825
23.1,31.8,14,35,0,3.2,12,27.8,0.74
21.9,31.8,13.5,43,0,2.3,7,13,0.18
21.9,31.8,13.5,43,0,2.3,7,13,0.37
24.2,32.7,16.6,43,0,2.7,7.8,14.8,0.17
24.2,32.7,16.6,43,0,2.7,7.8,14.8,0.84
24.6,33.2,16,40,0,2.9,6.9,14.8,0.07
24.6,33.2,16,40,0,2.9,6.9,14.8,0.03
25.1,33.2,16.5,38,0,3.1,6.5,14.8,0.06
25.1,33.2,16.5,38,0,3.1,6.5,14.8,0.35
23.6,30.8,16,27,0,3.7,12.2,25.9,0.35
23.6,30.8,16,27,0,3.7,12.2,25.9,0.16
20.4,27.1,15,16,0,3.4,8,14.8,0.05
20.4,27.1,15,16,0,3.4,8,14.8,0.04
20.8,28,13.3,24,0,3.5,9.3,16.5,0.01
20.8,28,13.3,24,0,3.5,9.3,16.5,0
16.5,27,14.8,97,7.11,2.3,13.3,22.2,0.0125
16.5,27,14.8,97,7.11,2.3,13.3,22.2,0.0125
18,24,13.4,80,24.89,3.2,8.3,14.8,0
18,24,13.4,80,24.89,3.2,8.3,14.8,0
18.1,24.3,13,53,0.25,3.1,5.9,16.5,0
18.1,24.3,13,53,0.25,3.1,5.9,16.5,0
22.3,30,16.4,50,0,3.1,10.9,20.6,0.3
22.3,30,16.4,50,0,3.1,10.9,20.6,0.16
22.1,29.6,16.5,36,0,3.7,9.6,18.3,0.27
22.1,29.6,16.5,36,0,3.7,9.6,18.3,0.42
19,29.2,13,28,0,4.2,10.4,18.3,0.16
19,29.2,13,28,0,4.2,10.4,18.3,0.4
23.1,31,18.4,54,0.255,2.9,11.1,18.3,0.04
23.1,31,18.4,54,0.255,2.9,11.1,18.3,0.09
17.4,31,15,91,1.02,1.9,13.7,38.9,3.63
17.4,31,15,91,1.02,1.9,13.7,38.9,0.99
17.1,21,14,97,36.07,1.9,15.7,22.2,0.07
17.1,21,14,97,36.07,1.9,15.7,22.2,0.02
23,30,14.8,47,0,3.1,5.6,9.4,0
23,30,14.8,47,0,3.1,5.6,9.4,0.27
25.2,32.4,15.6,39,0,3.4,8.5,13,0.27
25.2,32.4,15.6,39,0,3.4,8.5,13,0.37
26.8,33.9,19.3,40,0,3.2,7.4,14.8,0.37
26.8,33.9,19.3,40,0,3.2,7.4,14.8,0.37
30.8,37.2,24.2,29,0,3.4,10.6,16.5,0.43
30.8,37.2,24.2,29,0,3.4,10.6,16.5,0.48
29.2,36.9,23,38,0,2.7,10.4,27.8,0.2
29.2,36.9,23,38,0,2.7,10.4,27.8,0.08
29.5,37.8,21.6,36,0,3.2,5.9,14.8,0.22
29.5,37.8,21.6,36,0,3.2,5.9,14.8,0.49
25.7,34,19.2,56,0,2.9,8,18.3,0.92
25.7,34,19.2,56,0,2.9,8,18.3,0.96
28.5,36.1,20.4,36,0,2.9,8,14.8,0.38
28.5,36.1,20.4,36,0,2.9,8,14.8,0.13
29,36.4,21.6,40,0,2.6,8.3,22.2,0.64
29,36.4,21.6,40,0,2.6,8.3,22.2,0.7
26.8,36.4,17.5,46,1.7775,2.7,13.9,25.9,1.73
26.8,36.4,17.5,46,1.7775,2.7,13.9,25.9,0.21
25.4,33,18.6,51,7.11,3.2,8.3,20.6,0.08
25.4,33,18.6,51,7.11,3.2,8.3,20.6,0.25
27.7,34.3,20.4,32,0,3.4,7.2,13,0.1
27.7,34.3,20.4,32,0,3.4,7.2,13,0.04
27.2,35.6,18.8,32,0,3.4,6.5,16.5,0
27.2,35.6,18.8,32,0,3.4,6.5,16.5,0.61
24.2,30.2,19.6,57,0,3.1,15.4,25.9,0.34
24.2,30.2,19.6,57,0,3.1,15.4,25.9,0.64
25.9,31,20.3,53,0,3.4,13.3,25.9,1.01
25.9,31,20.3,53,0,3.4,13.3,25.9,0.63
27.4,32.7,20.2,48,0,3.2,11.1,18.3,0.31
27.4,32.7,20.2,48,0,3.2,11.1,18.3,0.49
33.1,42.4,25,27,0,2.7,5.6,13,0.92
33.1,42.4,25,27,0,2.7,5.6,13,0.24
34.4,42.4,26.9,15,0,3.1,13.9,31.7,0.45
34.4,42.4,26.9,15,0,3.1,13.9,31.7,0.22
33.1,41.8,26,17,0,3.2,8.7,18.3,0.23
33.1,41.8,26,17,0,3.2,8.7,18.3,0.58
33.1,41.8,25,19,0,3.5,14.1,24.1,0.76
33.1,41.8,25,19,0,3.5,14.1,24.1,0.57
31.2,41.8,24.3,37,0,3.4,15.2,24.1,0.65
31.2,41.8,24.3,37,0,3.4,15.2,24.1,0.69
33.8,42,25.4,26,0,3.5,10.9,20.6,0.84
33.8,42,25.4,26,0,3.5,10.9,20.6,0.63
32.8,43.6,25.2,18,0,3.2,9.4,18.3,1.4
32.8,43.6,25.2,18,0,3.2,9.4,18.3,9.08
33.3,40.2,25.6,18,0,2.9,8.7,16.5,8.58
33.3,40.2,25.6,18,0,2.9,8.7,16.5,9.54
34,41.4,22.4,15,0,3.1,9.3,14.8,7.01
34,41.4,22.4,15,0,3.1,9.3,14.8,8.04
35.8,43.7,24.2,12,0,3.2,13.5,20.6,9.57
35.8,43.7,24.2,12,0,3.2,13.5,20.6,8.61
34.6,43.6,28.2,15,0,3.1,13.1,35.2,7.86
34.6,43.6,28.2,15,0,3.1,13.1,35.2,12.42
33.3,42.4,28,16,0,3.2,11.7,25.9,13.81
33.3,42.4,28,16,0,3.2,11.7,25.9,15.89
32.4,39.3,26.6,32,2.03,3.7,10.6,22.2,18.15
32.4,39.3,26.6,32,2.03,3.7,10.6,22.2,17.93
30.7,39.3,25,36,0,3.5,7,27.8,13.59
30.7,39.3,25,36,0,3.5,7,27.8,14.63
32.8,39,24.4,28,0,3.7,9.6,22.2,18.51
32.8,39,24.4,28,0,3.7,9.6,22.2,17.2
33.3,45.9,27,32,0,3.1,15.6,53.5,12.63
33.3,45.9,27,32,0,3.1,15.6,53.5,14.16
32.8,45.2,26.6,37,0,2.3,8.3,18.3,14.36
32.8,45.2,26.6,37,0,2.3,8.3,18.3,17.96
34.3,44,28,27,0,3.2,10.7,27.8,25.61
34.3,44,28,27,0,3.2,10.7,27.8,25.26
37.9,44.5,31.2,21,0,4,20.6,31.7,22.89
37.9,44.5,31.2,21,0,4,20.6,31.7,20.08
36.6,44.7,28,18,0,3.7,15.7,29.4,24.82
36.6,44.7,28,18,0,3.7,15.7,29.4,24.29
36.6,44.8,26.5,8,0,3.7,9.4,20.6,19.59
36.6,44.8,26.5,8,0,3.7,9.4,20.6,6.38
36.4,44,29,18,0,2.6,10.6,25.9,5.29
36.4,44,29,18,0,2.6,10.6,25.9,4.45
33.3,44,26,25,0,2.9,16.9,37,1.88
33.3,44,26,25,0,2.9,16.9,37,1.4
33.4,41.8,23.4,27,0.51,3.7,10.4,16.5,0.59
33.4,41.8,23.4,27,0.51,3.7,10.4,16.5,2.3
30.1,40.4,23,39,0,3.5,11.1,25.9,2.45
30.1,40.4,23,39,0,3.5,11.1,25.9,2.22
36.8,44,27.5,19,0,3.5,9.4,22.2,4.68
36.8,44,27.5,19,0,3.5,9.4,22.2,8.79
38.3,46,29.6,16,0,3.5,12.2,25.9,14.11
38.3,46,29.6,16,0,3.5,12.2,25.9,18.88
32.8,46,30,37,0,3.7,16.3,24.1,11.34
32.8,46,30,37,0,3.7,16.3,24.1,15.11
31.8,41.2,25,50,0,3.1,13.1,24.1,21.26
31.8,41.2,25,50,0,3.1,13.1,24.1,11.84
28.3,41.2,24.6,71,10.92,2.7,9.1,22.2,8.57
28.3,41.2,24.6,71,10.92,2.7,9.1,22.2,5.36
31.6,37.7,25,51,0,2.9,9.1,24.1,5.59
31.6,37.7,25,51,0,2.9,9.1,24.1,9.08
36.9,43.4,31,32,1.02,3.4,4.8,9.4,2.51
36.9,43.4,31,32,1.02,3.4,4.8,9.4,1.26
35.2,43.4,27.4,42,0,3.1,6.9,20.6,5.2
35.2,43.4,27.4,42,0,3.1,6.9,20.6,6.71
35.2,42.2,27,46,4.06,3.4,14.8,24.1,7.89
35.2,42.2,27,46,4.06,3.4,14.8,24.1,8.9
28.9,37,25,70,0,3.2,11.9,20.6,0.9
28.9,37,25,70,0,3.2,11.9,20.6,1.05
29.9,36.8,25,67,0,3.2,14.4,27.8,1.09
29.9,36.8,25,67,0,3.2,14.4,27.8,0.77
31.7,38,26.6,59,0,2.6,12.6,24.1,0.82
31.7,38,26.6,59,0,2.6,12.6,24.1,0.83
29.3,36.5,23.6,72,9.91,2.4,11.1,25.9,0.97
29.3,36.5,23.6,72,9.91,2.4,11.1,25.9,0.79
28.7,36.5,25.4,75,0.51,2.4,10,20.6,1.392
28.7,36.5,25.4,75,0.51,2.4,10,20.6,2.88
31.2,36.8,25,63,8.89,2.6,12.6,20.6,1.49
31.2,36.8,25,63,8.89,2.6,12.6,20.6,2.87
31.8,37,27,61,0,3.2,11.5,24.1,6.25
31.8,37,27,61,0,3.2,11.5,24.1,6.06
27.7,37,26,89,0.51,2.6,8.5,24.1,4.96
27.7,37,26,89,0.51,2.6,8.5,24.1,5.8
27.3,31.8,25,91,6.1,2.3,13,22.2,8.26
27.3,31.8,25,91,6.1,2.3,13,22.2,11.64
28.7,36.4,25.9,76,0,2.6,13.1,25.9,12.16
28.7,36.4,25.9,76,0,2.6,13.1,25.9,4.54
30.9,36.7,24.8,68,3.05,2.6,13.3,22.2,2.38
30.9,36.7,24.8,68,3.05,2.6,13.3,22.2,4.52
32.1,37.6,27,57,0.76,3.4,11.9,20.6,5.3
32.1,37.6,27,57,0.76,3.4,11.9,20.6,13.34
27.8,34.7,24,84,18.03,2.1,8.3,16.5,7.31
27.8,34.7,24,84,18.03,2.1,8.3,16.5,14.2
28.3,34.7,25,84,0,2.9,8.5,18.3,14.72
28.3,34.7,25,84,0,2.9,8.5,18.3,6.89
30.1,34.3,26,76,0,3.1,8.3,14.8,18.63
30.1,34.3,26,76,0,3.1,8.3,14.8,11
29.9,33.9,26.2,74,0,2.9,12.4,18.3,15.98
29.9,33.9,26.2,74,0,2.9,12.4,18.3,10.51
25.6,33.9,23,92,4.06,2.3,18.9,27.8,10.34
25.6,33.9,23,92,4.06,2.3,18.9,27.8,19.86
24.7,28,23,94,0,2.3,16.5,22.2,4.37
24.7,28,23,94,0,2.3,16.5,22.2,3.94
26.3,29,24,85,0,2.6,12,18.3,3.18
26.3,29,24,85,0,2.6,12,18.3,1.19
25.6,29,23.4,90,1.02,2.4,8,13,1.73
25.6,29,23.4,90,1.02,2.4,8,13,1.55
26.9,31,24,85,3.05,2.4,8,18.3,0.91
26.9,31,24,85,3.05,2.4,8,18.3,2.1
27.4,31.2,24.2,85,1.02,2.7,10.7,16.5,0.63
27.4,31.2,24.2,85,1.02,2.7,10.7,16.5,2.27
28.6,33,26.2,80,0.51,2.7,9.1,20.6,6.63
28.6,33,26.2,80,0.51,2.7,9.1,20.6,3.42
28.7,32.8,25.6,82,0,2.9,8,14.8,4.1
28.7,32.8,25.6,82,0,2.9,8,14.8,3.09
28.4,33,26,83,0,2.7,9.1,13,2.41
28.4,33,26,83,0,2.7,9.1,13,2.57
30.3,34.2,25.6,78,2.03,2.7,5.7,11.1,7.15
30.3,34.2,25.6,78,2.03,2.7,5.7,11.1,1.99
28.4,33.9,25.5,89,0,2.6,4.1,11.1,3.73
28.4,33.9,25.5,89,0,2.6,4.1,11.1,3.39
27.5,31,25,90,1.02,2.6,7.2,16.5,0.5
27.5,31,25,90,1.02,2.6,7.2,16.5,0.73
29,35,25,75,0,3.1,10.6,14.8,1.13
29,35,25,75,0,3.1,10.6,14.8,0.83
28.3,35,25,73,0,3.2,18.9,29.4,2.57
28.3,35,25,73,0,3.2,18.9,29.4,2.53
28.4,34,24.9,68,0,3.7,15.2,27.8,2.9
28.4,34,24.9,68,0,3.7,15.2,27.8,2.19
30.7,36.7,25.6,61,0,2.9,13.9,20.6,1.37
30.7,36.7,25.6,61,0,2.9,13.9,20.6,1.52
30.6,37,25,63,0,2.9,9.6,14.8,3.21
30.6,37,25,63,0,2.9,9.6,14.8,2.95
31,37,25,61,0,3.4,7.4,11.1,5.08
31,37,25,61,0,3.4,7.4,11.1,15.65
30.8,37.5,26.6,61,0,3.4,9.6,14.8,25.16
30.8,37.5,26.6,61,0,3.4,9.6,14.8,21.63
31.1,36.7,25.3,57,0,2.9,9.1,25.9,23.16
31.1,36.7,25.3,57,0,2.9,9.1,25.9,23.83
30.3,36.4,25,57,0,2.9,8,14.8,4.07
30.3,36.4,25,57,0,2.9,8,14.8,5.17
30.7,37.6,25,49,0,3.2,7.2,14.8,8.57
30.7,37.6,25,49,0,3.2,7.2,14.8,8.63
31.3,38.1,24.8,49,0,3.4,5.4,11.1,2.62
31.3,38.1,24.8,49,0,3.4,5.4,11.1,2.47
31.1,37.4,26.4,53,0,2.7,5,11.1,2
31.1,37.4,26.4,53,0,2.7,5,11.1,3.01
32.3,38.4,26.8,45,0,3.2,4.3,9.4,4.17
32.3,38.4,26.8,45,0,3.2,4.3,9.4,4.72
32.1,39.7,25.4,47,0,3.1,2.8,9.4,4.41
32.1,39.7,25.4,47,0,3.1,2.8,9.4,3.76
32.7,39.7,25,35,0,2.9,6.9,16.5,2.61
32.7,39.7,25,35,0,2.9,6.9,16.5,2.85
33.4,39.7,27.5,35,0,3.1,9.8,18.3,3.13
33.4,39.7,27.5,35,0,3.1,9.8,18.3,3.18
30.3,35.9,25.6,67,0,2.6,15,22.2,4.06
30.3,35.9,25.6,67,0,2.6,15,22.2,2.08
30.5,36.9,24.4,56,0,2.9,10.9,18.3,3.31
30.5,36.9,24.4,56,0,2.9,10.9,18.3,4.02
30.6,36.9,24.9,57,0,2.9,10,16.5,2.68
30.6,36.9,24.9,57,0,2.9,10,16.5,2.35
28.7,35.2,22.5,45,0,2.7,10.2,16.5,2.7
28.7,35.2,22.5,45,0,2.7,10.2,16.5,2.25
29.7,37.1,24.8,43,0,2.9,10.4,18.3,1.26
29.7,37.1,24.8,43,0,2.9,10.4,18.3,1.27
29.6,37.1,24.3,45,0,2.9,7.2,13,1.33
29.6,37.1,24.3,45,0,2.9,7.2,13,1.53
29.7,37.4,20.6,29,0,2.4,4.8,9.4,1.15
29.7,37.4,20.6,29,0,2.4,4.8,9.4,0.88
29.7,38,20.2,27,0,2.6,4.6,11.1,0.88
29.7,38,20.2,27,0,2.6,4.6,11.1,1.33
30.4,38.9,21.4,27,0,2.9,5.2,13,1.95
30.4,38.9,21.4,27,0,2.9,5.2,13,5.43
30.9,38.2,24.4,34,0,3.1,5.7,18.3,11.47
30.9,38.2,24.4,34,0,3.1,5.7,18.3,1.7
30.8,37.4,23,27,0,3.2,5.6,11.1,1.25
30.8,37.4,23,27,0,3.2,5.6,11.1,1.38
30.8,38.2,23.4,23,0,3.5,10.6,24.1,2.53
30.8,38.2,23.4,23,0,3.5,10.6,24.1,2.95
30.1,38.1,23.9,32,0,3.1,7.8,14.8,2.08
30.1,38.1,23.9,32,0,3.1,7.8,14.8,2.05
30.4,37,23,33,0,3.2,8.5,14.8,3.92
30.4,37,23,33,0,3.2,8.5,14.8,3.07
28,37,23.8,52,5.08,2.6,8.9,37,1.95
28,37,23.8,52,5.08,2.6,8.9,37,3.24
30.6,38.1,24.9,33,0,3.2,5.9,13,2.57
30.6,38.1,24.9,33,0,3.2,5.9,13,2.36
30,38.1,22.4,32,0,3.2,5.7,16.5,2.37
30,38.1,22.4,32,0,3.2,5.7,16.5,4.23
27.8,37,22,41,5.08,3.1,6.9,16.5,5.96
27.8,37,22,41,5.08,3.1,6.9,16.5,3.42
28.2,36.9,20.9,26,0,2.9,7.6,13,6.97
28.2,36.9,20.9,26,0,2.9,7.6,13,8.62
27.6,36,21.6,40,0,2.9,8.9,16.5,11.71
27.6,36,21.6,40,0,2.9,8.9,16.5,12.08
26.2,33.2,20,39,0,2.9,7.8,14.8,9.4
26.2,33.2,20,39,0,2.9,7.8,14.8,10.29
22.9,28,16,57,0,3.4,6.9,14.8,10.92
22.9,28,16,57,0,3.4,6.9,14.8,7.64
24.5,29.8,19.5,48,0,3.2,8.5,16.5,0
24.5,29.8,19.5,48,0,3.2,8.5,16.5,3.79
25.8,31.8,20,45,0,3.2,8.9,14.8,9.57
25.8,31.8,20,45,0,3.2,8.9,14.8,13.24
26.3,33.1,20.4,44,0,3.4,5.6,11.1,7.57
26.3,33.1,20.4,44,0,3.4,5.6,11.1,4.74
25.3,32.3,20,46,0,2.1,13.5,22.2,13.42
25.3,32.3,20,46,0,2.1,13.5,22.2,21.78
25.2,30.8,20.6,46,0,2.3,14.1,16.5,13.4
25.2,30.8,20.6,46,0,2.3,14.1,16.5,9.62
26.1,31.4,20.3,46,0,2.6,10.2,13,4.96
26.1,31.4,20.3,46,0,2.6,10.2,13,17.94
24.6,32.8,16.4,41,0,2.4,3,13,19.83
24.6,32.8,16.4,41,0,2.4,3,13,22.12
24.4,33.2,16.8,43,0,2.7,5.6,13,15.21
24.4,33.2,16.8,43,0,2.7,5.6,13,20.61
24.2,33.2,17,47,0,2.7,5.6,14.8,10.51
24.2,33.2,17,47,0,2.7,5.6,14.8,10.84
21.2,30.6,11.8,34,0,2.7,4.1,11.1,12.65
21.2,30.6,11.8,34,0,2.7,4.1,11.1,13.36
21.6,30.3,12,34,0,2.7,4.6,14.8,8.7
21.6,30.3,12,34,0,2.7,4.6,14.8,6.83
21.9,30,12,35,0,2.3,5,11.1,7.12
21.9,30,12,35,0,2.3,5,11.1,5.64
21.9,31,14.3,37,0,2.3,3.7,11.1,6.36
21.9,31,14.3,37,0,2.3,3.7,11.1,5.85
21.9,31,14.4,32,0,2.6,7.2,13,4.96
21.9,31,14.4,32,0,2.6,7.2,13,0.23
19,29.8,12.4,32,0,3.1,7.4,13,0.31
19,29.8,12.4,32,0,3.1,7.4,13,0.24
21.6,28.6,17.1,66,0,1.6,8.7,18.3,0.34
21.6,28.6,17.1,66,0,1.6,8.7,18.3,0.45
19.8,26.6,15,56,0,1.6,4.8,13,1.36
19.8,26.6,15,56,0,1.6,4.8,13,3.99
19.4,26.4,11.4,51,0,1.9,4.1,11.1,4.36
19.4,26.4,11.4,51,0,1.9,4.1,11.1,3.07
20.6,31.6,11.4,42,0,2.3,3.3,7.6,3.89
20.6,31.6,11.4,42,0,2.3,3.3,7.6,2.1
20,30.9,12.2,40,0,2.4,3.1,13,2.03
20,30.9,12.2,40,0,2.4,3.1,13,3.51
21.2,30.9,10.4,41,0,2.4,10.2,14.8,3.79
21.2,30.9,10.4,41,0,2.4,10.2,14.8,2.62
14.8,23,5.8,35,0,3.1,3.7,11.1,1.36
14.8,23,5.8,35,0,3.1,3.7,11.1,2.97
15.6,23.4,5.4,28,0,2.9,5.2,11.1,1.55
15.6,23.4,5.4,28,0,2.9,5.2,11.1,0.84
14.4,23.4,5.3,41,0,2.3,3.9,16.5,1.07
14.4,23.4,5.3,41,0,2.3,3.9,16.5,2.36
14.3,23,5,42,0,1.9,4.6,9.4,2.64
14.3,23,5,42,0,1.9,4.6,9.4,1.47
14.9,23.1,7,39,0,2.1,4.6,14.8,1.77
14.9,23.1,7,39,0,2.1,4.6,14.8,2.56
14.3,23.1,6.5,39,0,2.3,4.8,11.1,2.24
14.3,23.1,6.5,39,0,2.3,4.8,11.1,2.04
13.2,21,4.2,33,0,2.1,2.8,9.4,2.39
13.2,21,4.2,33,0,2.1,2.8,9.4,2.24
15.8,25.7,5.2,31,0,2.3,3.7,9.4,2.34
15.8,25.7,5.2,31,0,2.3,3.7,9.4,2.42
17.8,28.3,8,28,0,2.3,3,13,3.93
17.8,28.3,8,28,0,2.3,3,13,3.47
18.225,27.125,9.65,40,0,2.1,4.8,12.1,3.69
18.225,27.125,9.65,40,0,2.1,4.8,12.1,3.68
18.7,26.5,10.3,44,0,2.1,6.7,13,2.76
18.7,26.5,10.3,44,0,2.1,6.7,13,2.38
17.7,27.2,10,44,0,1.9,2.8,9.4,3.35
17.7,27.2,10,44,0,1.9,2.8,9.4,2.97
17.9,27.8,9.2,42,0,1.8,3.3,13,3.7
17.9,27.8,9.2,42,0,1.8,3.3,13,2.66
20.9,29,12,43,0,2.1,3.5,11.1,2.29
20.9,29,12,43,0,2.1,3.5,11.1,1.62
19.6,28.4,12.4,46,0,2.1,7.4,14.8,1.29
19.6,28.4,12.4,46,0,2.1,7.4,14.8,2.37
17.7,26.7,10.5,43,0,2.4,5.7,16.5,3.78
17.7,26.7,10.5,43,0,2.4,5.7,16.5,3.95
18.2,27.3,10.6,49,0,2.3,6.3,13,5.05
18.2,27.3,10.6,49,0,2.3,6.3,13,4.83
16.4,25.9,8,59,0,1.8,4.1,9.4,3.77
16.4,25.9,8,59,0,1.8,4.1,9.4,3.92
14.5,24.6,6,63,0,1.9,6.5,13,5.77
14.5,24.6,6,63,0,1.9,6.5,13,4.72
14,20.5,9,73,0,1.3,5.4,14.8,7.01
14,20.5,9,73,0,1.3,5.4,14.8,6.78
12.3,20.2,4.6,76,0,1.6,5.2,16.5,6.64
12.3,20.2,4.6,76,0,1.6,5.2,16.5,2.26
12.7,21.7,5,58,0,1.6,3.1,11.1,3.04
12.7,21.7,5,58,0,1.6,3.1,11.1,5.34
16.2,25.5,7,48,0,2.3,6.9,11.1,3.18
16.2,25.5,7,48,0,2.3,6.9,11.1,2.15
17.1,25.1,10,48,0,2.3,9.4,13,4.4
17.1,25.1,10,48,0,2.3,9.4,13,4.57
18.6,25.5,10,51,0,2.1,4.4,9.4,2.47
18.6,25.5,10,51,0,2.1,4.4,9.4,1.71
20.7,29.3,15.5,47,0,1.8,9.6,20.6,2.48
20.7,29.3,15.5,47,0,1.8,9.6,20.6,2.87
18.9,29.2,12,40,0,2.7,6.1,13,2.63
18.9,29.2,12,40,0,2.7,6.1,13,2.39
16.7,26.4,8.9,32,0,2.7,6.9,16.5,1.81
16.7,26.4,8.9,32,0,2.7,6.9,16.5,1.47
16.3,25,7,33,0,2.9,6.5,14.8,1.11
16.3,25,7,33,0,2.9,6.5,14.8,1.35
17.1,25.8,11.9,48,0,2.3,5.2,18.3,1.57
17.1,25.8,11.9,48,0,2.3,5.2,18.3,1.25
18.3,25.4,9.8,42,0,2.3,4.8,13,1.3
18.3,25.4,9.8,42,0,2.3,4.8,13,1.28
18.3,26.7,9.2,44,0,2.6,4.8,11.1,1.07
18.3,26.7,9.2,44,0,2.6,4.8,11.1,1.4
19.6,27,12,37,0,2.6,9.1,16.5,1.76
19.6,27,12,37,0,2.6,9.1,16.5,2.74
19.2,27.1,12.2,36,0,3.1,7.4,14.8,2.95
19.2,27.1,12.2,36,0,3.1,7.4,14.8,2.39
19.2,26.2,13.4,38,0,3.4,10.6,16.5,2.46
19.2,26.2,13.4,38,0,3.4,10.6,16.5,6.35
24.2,30,17,53,0,2.1,8.7,16.5,9.19
24.2,30,17,53,0,2.1,8.7,16.5,12.26
23.5,30,18,49,0,2.3,10.9,16.5,14.94
23.5,30,18,49,0,2.3,10.9,16.5,15.11
21.2,29.4,13,30,0,3.2,7.8,14.8,17.07
21.2,29.4,13,30,0,3.2,7.8,14.8,13.99
23.9,31.1,14.6,22,0,2.7,7.2,13,11.7
23.9,31.1,14.6,22,0,2.7,7.2,13,16.31
23.6,31.9,17.9,31,0,2.9,8.9,14.8,11
23.6,31.9,17.9,31,0,2.9,8.9,14.8,12.88
23.4,30.9,15.4,36,0,3.2,6.1,14.8,11.26
23.4,30.9,15.4,36,0,3.2,6.1,14.8,8.18
25.7,33.3,19.3,34,0,2.1,6.9,14.8,11.69
25.7,33.3,19.3,34,0,2.1,6.9,14.8,12.97
26.7,34,17.6,31,0,3.1,6.7,24.1,15.6
26.7,34,17.6,31,0,3.1,6.7,24.1,13.54
28.1,35.4,19.5,27,0,2.7,7.6,16.5,12.67
28.1,35.4,19.5,27,0,2.7,7.6,16.5,15.81
25.1,31.5,18.5,42,0,3.2,8,16.5,9.97
25.1,31.5,18.5,42,0,3.2,8,16.5,7.62
24.2,31.8,17.8,41,0,3.4,6.5,11.1,7.17
24.2,31.8,17.8,41,0,3.4,6.5,11.1,8.47
25.2,31,17,33,0,3.2,7.6,14.8,9.48
25.2,31,17,33,0,3.2,7.6,14.8,9.18
23.5,33.5,17.6,34,0,3.1,8.5,18.3,6.94
23.5,33.5,17.6,34,0,3.1,8.5,18.3,7.06
24.1,30.8,16.6,35,0,2.9,10.2,18.3,7.12
24.1,30.8,16.6,35,0,2.9,10.2,18.3,5.1
23.7,31.5,16.6,33,0,3.2,6.5,13,2.59
23.7,31.5,16.6,33,0,3.2,6.5,13,3.76
28.4,35.4,21.2,31,0,2.6,9.8,22.2,3.71
28.4,35.4,21.2,31,0,2.6,9.8,22.2,3.83
28.6,36.2,20.4,21,0,2.7,10.2,18.3,12.16
28.6,36.2,20.4,21,0,2.7,10.2,18.3,9.17
27.6,36,21,21,0,3.1,11.3,14.8,9.23
27.6,36,21,21,0,3.1,11.3,14.8,15.77
30.9,38.8,23.2,17,0,3.1,6.9,13,9.42
30.9,38.8,23.2,17,0,3.1,6.9,13,4.18
26.6,38.4,23,35,0,3.1,10.2,18.3,1.88
26.6,38.4,23,35,0,3.1,10.2,18.3,2.13
27.8,33.2,21.8,20,0,3.4,10.4,18.3,3.16
27.8,33.2,21.8,20,0,3.4,10.4,18.3,3.21
31.3,37.4,21.4,13,0,3.1,8,16.5,3.29
31.3,37.4,21.4,13,0,3.1,8,16.5,3.24
32.2,40.2,24.4,20,0,3.4,8.3,18.3,3.14
32.2,40.2,24.4,20,0,3.4,8.3,18.3,3.14
32.8,40,24.5,27,0,3.1,5.4,14.8,3.15
32.8,40,24.5,27,0,3.1,5.4,14.8,3.15
32.4,40.8,27,22,0,3.4,10.4,18.3,5.13
32.4,40.8,27,22,0,3.4,10.4,18.3,12.23
29.7,38.3,23.3,21,0,3.4,11.5,22.2,10.23
29.7,38.3,23.3,21,0,3.4,11.5,22.2,14.22
30.6,35.3,24.4,15,0,3.9,8.9,16.5,10.96
30.6,35.3,24.4,15,0,3.9,8.9,16.5,9.99
31.2,37,22.4,15,0,3.4,6.9,14.8,9.47
31.2,37,22.4,15,0,3.4,6.9,14.8,10.71
31.9,37,22.8,17,0,3.2,10.9,20.6,11.37
31.9,37,22.8,17,0,3.2,10.9,20.6,10.58
33.4,39,24.3,15,0,3.4,14.3,22.2,9.02
33.4,39,24.3,15,0,3.4,14.3,22.2,10.06
34.4,40,27.4,17,0,3.5,11.3,22.2,11.21
34.4,40,27.4,17,0,3.5,11.3,22.2,11.76
