T,TM,Tm,H,PP,VV,V,VM,NO
31.9,38,26.7,71,0,5,14.1,22.2,1.97
31.9,38,26.7,71,0,5,14.1,22.2,3.85
32.6,39,27.2,65,0,5.5,14.3,22.2,4.23
32.6,39,27.2,65,0,5.5,14.3,22.2,4
32.4,39.4,28,71,0,5.6,11.3,22.2,3.84
32.4,39.4,28,71,0,5.6,11.3,22.2,3.08
31.9,37.2,27.4,74,0,5.5,12.6,22.2,8.96
31.9,37.2,27.4,74,0,5.5,12.6,22.2,6.55
32.7,38,27.4,66,0,5.3,14.8,25.9,5.61
32.7,38,27.4,66,0,5.3,14.8,25.9,3.89
31.5,37.8,26.7,67,0,6.1,12.4,18.3,2.11
31.5,37.8,26.7,67,0,6.1,12.4,18.3,3.24
31.1,36.8,27,69,0,6.6,11.9,22.2,5.41
31.1,36.8,27,69,0,6.6,11.9,22.2,3.99
31.1,36,25.7,67,0,6.6,9.8,27.8,3.59
31.1,36,25.7,67,0,6.6,9.8,27.8,4.3
32.1,37.5,27.8,65,0,5.8,12,22.2,4.46
32.1,37.5,27.8,65,0,5.8,12,22.2,5.66
32.3,38,26.6,63,0,6.3,11.1,18.3,4.92
32.3,38,26.6,63,0,6.3,11.1,18.3,4.04
32.2,39,27,61,0,5.1,12.6,20.6,1.8
32.2,39,27,61,0,5.1,12.6,20.6,5.93
31.9,37,26.2,69,0,6.4,9.8,18.3,5.43
31.9,37,26.2,69,0,6.4,9.8,18.3,6.57
33.3,40,27.3,66,0,6,11.5,20.6,6.98
33.3,40,27.3,66,0,6,11.5,20.6,7
34.4,43,28.3,59,0,6.1,13.3,22.2,9.49
34.4,43,28.3,59,0,6.1,13.3,22.2,11.59
34.1,43.6,28.2,52,0,6.6,11.9,22.2,8.42
34.1,43.6,28.2,52,0,6.6,11.9,22.2,4.72
34.8,42.1,28.9,51,0,6.4,11.5,18.3,6.07
34.8,42.1,28.9,51,0,6.4,11.5,18.3,5.11
33.7,41.6,28.5,53,0,6.6,11.1,18.3,5.56
33.7,41.6,28.5,53,0,6.6,11.1,18.3,6.39
33.3,41,28.6,65,0,5.8,7.8,13,7.43
33.3,41,28.6,65,0,5.8,7.8,13,5.68
33.6,41,29.2,56,0,6.3,12,22.2,8.6
33.6,41,29.2,56,0,6.3,12,22.2,11.12
33.1,40.9,28,61,0,6.4,12.6,25.9,9.84
33.1,40.9,28,61,0,6.4,12.6,25.9,12.01
33.9,41.7,29.1,53,0,6.1,16.3,25.9,10.48
33.9,41.7,29.1,53,0,6.1,16.3,25.9,7.65
33.4,40.7,27.7,58,0,6.3,13.9,27.8,10.3
33.4,40.7,27.7,58,0,6.3,13.9,27.8,7.75
32.6,39.8,27.8,66,0,6.8,13.7,25.9,8.18
32.6,39.8,27.8,66,0,6.8,13.7,25.9,6.87
34.1,41,28.4,56,0,7.2,13.7,22.2,4.56
34.1,41,28.4,56,0,7.2,13.7,22.2,4.91
30.3,40.6,23.8,64,0,6.3,12.4,25.9,8.09
30.3,40.6,23.8,64,0,6.3,12.4,25.9,10.45
31.9,36,26.7,56,0,6,15,27.8,7.17
31.9,36,26.7,56,0,6,15,27.8,5.81
33.2,37,28.7,51,0,6.1,17.8,25.9,11.52
33.2,37,28.7,51,0,6.1,17.8,25.9,7.91
33.2,39,28.2,60,0,7.4,16.3,24.1,8.01
33.2,39,28.2,60,0,7.4,16.3,24.1,4.93
32.9,40,27.7,61,0,6.4,15.2,22.2,5.16
32.9,40,27.7,61,0,6.4,15.2,22.2,7.71
32.2,39.1,26.9,64,0,6.6,14.6,22.2,5.9
32.2,39.1,26.9,64,0,6.6,14.6,22.2,9.49
29.6,37.4,25,73,0,5,12.2,27.8,10.07
29.6,37.4,25,73,0,5,12.2,27.8,10.26
29.4,36.8,23,75,0,5.3,10.2,18.3,11.92
29.4,36.8,23,75,0,5.3,10.2,18.3,10.18
32.1,38,25.1,64,0,6.1,12.6,18.3,9.47
32.1,38,25.1,64,0,6.1,12.6,18.3,10.36
31.5,36.3,24.8,61,0,6.3,15,22.2,7.01
31.5,36.3,24.8,61,0,6.3,15,22.2,8.08
32.4,36.7,26.6,56,0,6.1,14.8,22.2,8.56
32.4,36.7,26.6,56,0,6.1,14.8,22.2,8.25
31.7,36,27.8,60,0,6.1,14.8,22.2,7.11
31.7,36,27.8,60,0,6.1,14.8,22.2,7.64
32.5,36.9,27.9,58,0,6.3,13.5,22.2,7.82
32.5,36.9,27.9,58,0,6.3,13.5,22.2,8.46
32.9,38,27.2,57,0,6.8,16.1,25.9,6.65
32.9,38,27.2,57,0,6.8,16.1,25.9,6.3
32.3,38.8,27.5,61,0,6,12.6,22.2,6.28
32.3,38.8,27.5,61,0,6,12.6,22.2,6.13
30.4,38.6,21.2,70,1.015,6.1,8.9,14.8,6.31
30.4,38.6,21.2,70,1.015,6.1,8.9,14.8,6.04
30.4,34.3,26.8,69,1.015,5.6,9.6,18.3,6.11
30.4,34.3,26.8,69,1.015,5.6,9.6,18.3,6.13
29.9,37,22.6,69,1.015,5.6,14.1,27.8,6.19
29.9,37,22.6,69,1.015,5.6,14.1,27.8,6.12
30.7,34,25.2,67,1.015,6.1,11.1,18.3,6.27
30.7,34,25.2,67,1.015,6.1,11.1,18.3,6.64
29.7,33.8,27,65,1.015,6.1,12.6,18.3,6.54
29.7,33.8,27,65,1.015,6.1,12.6,18.3,6.58
29.9,33,26.8,66,1.015,6,8.3,18.3,6.57
29.9,33,26.8,66,1.015,6,8.3,18.3,6.57
30.8,37,26,61,1.015,6.1,15.2,27.8,5.87
30.8,37,26,61,1.015,6.1,15.2,27.8,4.56
32.1,37.4,24.9,58,2.03,6.3,16.9,27.8,4.39
32.1,37.4,24.9,58,2.03,6.3,16.9,27.8,3.71
32.3,38,27.8,56,0,6.8,13.9,22.2,3.54
32.3,38,27.8,56,0,6.8,13.9,22.2,3.65
32.3,38.7,27.7,60,0,6.4,13.3,22.2,5.546666667
32.3,38.7,27.7,60,0,6.4,13.3,22.2,5.546666667
31.8,37.8,26,64,0,5.8,12.8,27.8,5.546666667
31.8,37.8,26,64,0,5.8,12.8,27.8,3.61
31.3,38,24,65,0,6.3,14.1,24.1,5.31
31.3,38,24,65,0,6.3,14.1,24.1,7.72
30.7,36,26.2,72,0,6,14.1,25.9,3.82
30.7,36,26.2,72,0,6,14.1,25.9,4.3
30.7,37,25,71,0,5.1,14.4,27.8,5.37
30.7,37,25,71,0,5.1,14.4,27.8,7.46
29.8,36.8,23.4,76,0,6.3,12.6,22.2,6
29.8,36.8,23.4,76,0,6.3,12.6,22.2,6.5
31.2,36.3,25,66,0,6.4,13.9,22.2,5.43
31.2,36.3,25,66,0,6.4,13.9,22.2,7.63
30.4,37.2,25.9,71,0,5.8,10,25.9,6.7
30.4,37.2,25.9,71,0,5.8,10,25.9,6.65
30.9,35,23.8,72,0,6.1,12.2,18.3,8.24
30.9,35,23.8,72,0,6.1,12.2,18.3,7.31
30,36,25.6,73,0,6.4,12,22.2,4.06
30,36,25.6,73,0,6.4,12,22.2,5.26
27.9,34.6,23.6,83,0,5,11.5,25.9,5.25
27.9,34.6,23.6,83,0,5,11.5,25.9,5.01
29.2,35,24.6,78,0,5,9.8,18.3,5.18
29.2,35,24.6,78,0,5,9.8,18.3,5.12
28.4,35,24.7,79,0,5.5,10.7,18.3,5.35
28.4,35,24.7,79,0,5.5,10.7,18.3,6.95
29.6,34.1,24.6,75,0,5.5,13.1,25.9,5.01
29.6,34.1,24.6,75,0,5.5,13.1,25.9,4.57
29.2,34.3,25,72,0,6.3,13.9,22.2,5.07
29.2,34.3,25,72,0,6.3,13.9,22.2,5.2
30.2,35,25.2,74,0.25,6.1,13.5,22.2,6.33
30.2,35,25.2,74,0.25,6.1,13.5,22.2,5.81
28.3,32.1,23.6,82,0.25,5.5,8.9,13,6.12
28.3,32.1,23.6,82,0.25,5.5,8.9,13,3.37
30,35,26,73,0.25,5.6,12.8,22.2,5.28
30,35,26,73,0.25,5.6,12.8,22.2,5.67
29.1,34.9,24.3,81,11.94,5.3,11.1,22.2,4.52
29.1,34.9,24.3,81,11.94,5.3,11.1,22.2,7.7
29.8,36.1,23,79,11.94,5.6,9.1,20.6,23.48
29.8,36.1,23,79,11.94,5.6,9.1,20.6,14.5
28.9,34.8,25,84,11.94,5.3,9.1,22.2,16.97
28.9,34.8,25,84,11.94,5.3,9.1,22.2,13.66
29.1,35,25.7,82,0,5.3,7.6,13,3.28
29.1,35,25.7,82,0,5.3,7.6,13,2.64
30.1,35,25,77,0,6.4,8.7,18.3,3.63
30.1,35,25,77,0,6.4,8.7,18.3,3.05
29.7,34.7,23.6,78,0,6.4,10,18.3,3.07
29.7,34.7,23.6,78,0,6.4,10,18.3,4.65
29.9,33,25.9,78,4.776,6,9.8,16.5,8.13
29.9,33,25.9,78,4.776,6,9.8,16.5,7.18
30.1,33.1,26.2,77,4.776,5.3,8.1,16.5,6.7
30.1,33.1,26.2,77,4.776,5.3,8.1,16.5,8.06
30.3,34,25.4,77,2.73,6.1,11.9,18.3,13.8
30.3,34,25.4,77,2.73,6.1,11.9,18.3,4.51
29.6,34,25.8,81,5.46,5.5,9.4,16.5,4.74
29.6,34,25.8,81,5.46,5.5,9.4,16.5,5.48
30.2,34,25.3,76,0,5.8,8.3,13,6.31
30.2,34,25.3,76,0,5.8,8.3,13,8.52
30.7,35,23.8,65,10.92,6.4,12.8,22.2,11.5
30.7,35,23.8,65,10.92,6.4,12.8,22.2,12.15
30.8,35,25.2,66,0,6.4,13.9,20.6,20.97
30.8,35,25.2,66,0,6.4,13.9,20.6,21.68
30.9,35.2,25.7,64,0,6.6,11.9,22.2,26.58
30.9,35.2,25.7,64,0,6.6,11.9,22.2,8.35
27.9,31.5,23.2,82,0,5.3,10.6,18.3,7.94
27.9,31.5,23.2,82,0,5.3,10.6,18.3,8.71
28.6,33,25.1,82,0,4.3,5.2,14.8,8.95
28.6,33,25.1,82,0,4.3,5.2,14.8,10.81
28.8,31.8,25.2,80,0,3.9,7.6,18.3,13.86
28.8,31.8,25.2,80,0,3.9,7.6,18.3,15.23
28.2,34,23.2,85,24.89,4.3,8.9,22.2,11.38
28.2,34,23.2,85,24.89,4.3,8.9,22.2,10.83
29.4,34,23.5,76,7.87,6.3,9.4,14.8,9.13
29.4,34,23.5,76,7.87,6.3,9.4,14.8,10.73
29.4,36,24.4,80,0,5.3,11.1,18.3,8.64
29.4,36,24.4,80,0,5.3,11.1,18.3,7.92
30.3,34,25.2,79,5.08,5.8,10.4,18.3,7.82
30.3,34,25.2,79,5.08,5.8,10.4,18.3,5.98
30.1,33.3,25.7,78,0,6.1,12.4,18.3,11.77
30.1,33.3,25.7,78,0,6.1,12.4,18.3,6.86
30.4,35,26,77,0,5.1,10,16.5,10.33
30.4,35,26,77,0,5.1,10,16.5,17.06
28,30.3,25.5,87,0,4,5.2,11.1,9.17
28,30.3,25.5,87,0,4,5.2,11.1,8.1
28.8,32,25.2,82,1.02,3.9,8,14.8,7.23
28.8,32,25.2,82,1.02,3.9,8,14.8,5.55
29.3,31.4,25.1,78,0,6,8,14.8,5.54
29.3,31.4,25.1,78,0,6,8,14.8,12.3
30.7,36,24.7,69,0,5,8.3,14.8,13.15
30.7,36,24.7,69,0,5,8.3,14.8,19.93
30.3,35.5,26.1,79,0,6.3,11.9,16.5,24.27
30.3,35.5,26.1,79,0,6.3,11.9,16.5,13.96
30.5,35,25.9,76,0,5.8,12.2,22.2,9.5
30.5,35,25.9,76,0,5.8,12.2,22.2,5.48
29,34,25,81,8.89,4.8,8,22.2,8.23
29,34,25,81,8.89,4.8,8,22.2,11.55
27.1,33.4,24,87,2.03,4.2,4.8,20.6,10.58
27.1,33.4,24,87,2.03,4.2,4.8,20.6,10.58
27.5,32,23.8,81,1.02,4.5,7.4,20.6,11.82
27.5,32,23.8,81,1.02,4.5,7.4,20.6,8.44
25.3,29,21.6,92,168.91,3.5,7.6,22.2,6.32
25.3,29,21.6,92,168.91,3.5,7.6,22.2,7.37
24.9,28.5,21.6,96,7.87,3.4,8.3,18.3,6.88
24.9,28.5,21.6,96,7.87,3.4,8.3,18.3,11.52
25.8,30,22.2,91,23.88,3.4,11.3,25.9,8.12
25.8,30,22.2,91,23.88,3.4,11.3,25.9,6.48
25.5,30.4,22.2,91,140.97,3.5,10.2,24.1,8.33
25.5,30.4,22.2,91,140.97,3.5,10.2,24.1,9.93
24.9,27.2,22.2,94,14.99,2.9,8.5,18.3,8.57
24.9,27.2,22.2,94,14.99,2.9,8.5,18.3,9.81
27,31,22.7,84,21.08,5.1,8.1,22.2,9.12
27,31,22.7,84,21.08,5.1,8.1,22.2,7.54
27.7,31.2,23.1,77,0,4.3,13.3,27.8,8.84
27.7,31.2,23.1,77,0,4.3,13.3,27.8,11.23
24.3,27.4,21.5,95,0,2.7,11.3,18.3,14.24
24.3,27.4,21.5,95,0,2.7,11.3,18.3,8.6
25.7,27,21.7,92,2.03,4.2,10.9,18.3,15.54
25.7,27,21.7,92,2.03,4.2,10.9,18.3,10.48
29.4,34,23,78,0,5.5,7.2,11.1,16.43
29.4,34,23,78,0,5.5,7.2,11.1,8.39
29.1,33,24.6,81,0,5.6,8.1,18.3,8.19
29.1,33,24.6,81,0,5.6,8.1,18.3,6.93
28.8,32.6,24.1,83,0,5.5,6.9,20.6,7.49
28.8,32.6,24.1,83,0,5.5,6.9,20.6,6.46
28.9,33,24.7,79,0,5.6,9.3,20.6,7.25
28.9,33,24.7,79,0,5.6,9.3,20.6,10.07
27.8,31,24.6,73,5.08,4.7,13.7,25.9,13.71
27.8,31,24.6,73,5.08,4.7,13.7,25.9,12.3
26.1,30.5,23.4,90,5.08,3.1,8.9,25.9,10.43
26.1,30.5,23.4,90,5.08,3.1,8.9,25.9,8.82
27.2,30.5,22.8,86,5.08,4,10.7,27.8,14.75
27.2,30.5,22.8,86,5.08,4,10.7,27.8,10.49
27.1,29.6,22.6,84,0,5.5,16.3,29.4,18.2
27.1,29.6,22.6,84,0,5.5,16.3,29.4,11.21
27.2,30,23.9,74,0,5.6,12.2,24.1,15.88
27.2,30,23.9,74,0,5.6,12.2,24.1,8.51
26.5,29.6,23.8,77,0,5.1,10.9,22.2,8.39
26.5,29.6,23.8,77,0,5.1,10.9,22.2,9.6
26,30,22,81,0,3.1,7.6,18.3,10.67
26,30,22,81,0,3.1,7.6,18.3,8.71
26.2,32,20,73,0,3.7,5.6,14.8,8.96
26.2,32,20,73,0,3.7,5.6,14.8,7.67
27.7,33,21.8,72,0,4.3,4.4,11.1,8.91
27.7,33,21.8,72,0,4.3,4.4,11.1,7.85
26.6,31.2,22.3,81,0,5.1,5.7,18.3,8.66
26.6,31.2,22.3,81,0,5.1,5.7,18.3,8.24
27.1,32,21.8,78,0,5.6,7.2,18.3,8.95
27.1,32,21.8,78,0,5.6,7.2,18.3,9.91
27.7,31,23.4,76,0,4.2,12.4,25.9,17.04
27.7,31,23.4,76,0,4.2,12.4,25.9,11.78
26.5,30,20.8,69,0,5.8,12.6,24.1,9.11
26.5,30,20.8,69,0,5.8,12.6,24.1,8.78
26.2,30,21.2,70,0,5.6,11.1,22.2,11.58
26.2,30,21.2,70,0,5.6,11.1,22.2,14.74
25.8,29,21.7,84,0,4.2,9.1,22.2,12.12
25.8,29,21.7,84,0,4.2,9.1,22.2,11.7
25.3,29.7,21.5,82,0,4,7.2,20.6,11.64
25.3,29.7,21.5,82,0,4,7.2,20.6,12.08
25.8,30,20.5,77,0,3.4,9.1,24.1,13.66
25.8,30,20.5,77,0,3.4,9.1,24.1,13.56
25.3,30,19.4,67,0,4,10.7,25.9,14.15
25.3,30,19.4,67,0,4,10.7,25.9,11.69
26.2,30.75,21.65,79,0,4.9,7.6,18.3,11.77
26.2,30.75,21.65,79,0,4.9,7.6,18.3,11.99
26.2,30.5,22.1,77,0,4.7,7.2,18.3,12.29
26.2,30.5,22.1,77,0,4.7,7.2,18.3,13.32
26.2,31,21.2,81,0,5.1,8,18.3,15.19
26.2,31,21.2,81,0,5.1,8,18.3,16.37
26.3,31,22,76,0,5,8.1,22.2,14.88
26.3,31,22,76,0,5,8.1,22.2,19.31
24.2,30,18.2,60,0,4.7,8,22.2,14.04
24.2,30,18.2,60,0,4.7,8,22.2,12.39
25.3,29.5,17.6,67,0,4.3,10.4,25.9,11.72
25.3,29.5,17.6,67,0,4.3,10.4,25.9,10.32
25.9,29.3,22.5,76,0,4.3,10.9,20.6,10.76
25.9,29.3,22.5,76,0,4.3,10.9,20.6,15.63
25.7,31.8,21.1,83,0,3.7,8,18.3,12.89
25.7,31.8,21.1,83,0,3.7,8,18.3,11.77
25.7,30.3,20.7,81,0,3.4,7.2,22.2,9.24
25.7,30.3,20.7,81,0,3.4,7.2,22.2,12.37
26.3,32,21.2,74,0,4.5,6.7,16.5,11.08
26.3,32,21.2,74,0,4.5,6.7,16.5,11.03
25.1,29.7,19.2,64,0,5.5,9.6,22.2,9.31
25.1,29.7,19.2,64,0,5.5,9.6,22.2,7.37
25.1,30,20,62,0,4.7,7.8,20.6,10.66
25.1,30,20,62,0,4.7,7.8,20.6,8.69
24.7,29.8,19.2,66,0,4.2,9.3,22.2,7.8
24.7,29.8,19.2,66,0,4.2,9.3,22.2,6.76
25.7,32,20.6,75,0,4.3,9.1,22.2,9.14
25.7,32,20.6,75,0,4.3,9.1,22.2,9.06
26,31.8,20.6,68,0,3.7,10.2,22.2,6.97
26,31.8,20.6,68,0,3.7,10.2,22.2,8.77
25.5,31.1,20.1,69,0,3.7,8.9,18.3,11.45
25.5,31.1,20.1,69,0,3.7,8.9,18.3,9.38
24.8,31,18.1,62,0,4.8,6.7,20.6,11.08
24.8,31,18.1,62,0,4.8,6.7,20.6,11.48
24.7,31.2,17.2,65,0,4.8,6.9,14.8,9.87
24.7,31.2,17.2,65,0,4.8,6.9,14.8,7.44
25.1,32,17.6,64,0,5,7.6,18.3,8.74
25.1,32,17.6,64,0,5,7.6,18.3,8.23
25.2,32.5,17.7,59,0,5.5,8.7,18.3,14
25.2,32.5,17.7,59,0,5.5,8.7,18.3,10.69
27.7,31.9,22.7,79,0,5.5,9.8,18.3,24.42
27.7,31.9,22.7,79,0,5.5,9.8,18.3,10.82
27.5,33,23,75,1.02,5.1,8.1,14.8,12.02
27.5,33,23,75,1.02,5.1,8.1,14.8,8.1
27.1,33,22,76,0,5.6,8.9,18.3,7.95
27.1,33,22,76,0,5.6,8.9,18.3,8.06
26.8,31.6,21.2,75,0,4,9.4,20.6,8.51
26.8,31.6,21.2,75,0,4,9.4,20.6,10.02
27.9,32,23.4,73,0,5.1,10.9,27.8,8.36
27.9,32,23.4,73,0,5.1,10.9,27.8,10.02
27.7,32.4,23,72,0,5.1,12,27.8,14.05
27.7,32.4,23,72,0,5.1,12,27.8,12.84
26.1,31.5,20.5,71,0,5,8.7,22.2,15.15
26.1,31.5,20.5,71,0,5,8.7,22.2,10.89
26.3,31.1,20.4,70,0,5,8,22.2,9.84
26.3,31.1,20.4,70,0,5,8,22.2,7.37
26.1,31.5,20.6,71,0,5.6,9.1,18.3,6.43
26.1,31.5,20.6,71,0,5.6,9.1,18.3,8.23
27.1,33,21,71,0,5.8,10.2,24.1,8.72
27.1,33,21,71,0,5.8,10.2,24.1,9.44
27.4,34,21.2,64,0,5.6,9.8,25.9,8.95
27.4,34,21.2,64,0,5.6,9.8,25.9,6.89
27.7,34,21.4,65,0,4.7,9.4,18.3,6.77
27.7,34,21.4,65,0,4.7,9.4,18.3,9.23
28.1,35,21.6,69,0,4.3,10.2,18.3,11.31
28.1,35,21.6,69,0,4.3,10.2,18.3,9.46
28.1,35,22,59,0,4.7,9.3,16.5,10.86
28.1,35,22,59,0,4.7,9.3,16.5,11.83
27.9,36,20.3,54,0,5.3,8.1,16.5,10.79
27.9,36,20.3,54,0,5.3,8.1,16.5,12.02
27.1,33.1,21,64,0,4.5,7,18.3,15.42
27.1,33.1,21,64,0,4.5,7,18.3,19.95
27.8,33.3,18.6,67,0,5.5,8.5,20.6,29.11
27.8,33.3,18.6,67,0,5.5,8.5,20.6,16.07
27.9,33.4,22.3,73,0,4.7,7.8,18.3,16.23
27.9,33.4,22.3,73,0,4.7,7.8,18.3,13.48
29.6,33.4,26,74,0,6.6,11.9,18.3,16.32
29.6,33.4,26,74,0,6.6,11.9,18.3,14.1
29.6,34,24.8,75,0,6.4,10.9,20.6,11.42
29.6,34,24.8,75,0,6.4,10.9,20.6,12.67
29.8,34,24.4,75,0,7.1,12.8,25.9,15.33
29.8,34,24.4,75,0,7.1,12.8,25.9,14.92
28.6,34,23.6,68,0,5.3,8.1,24.1,13.64
28.6,34,23.6,68,0,5.3,8.1,24.1,12.44
28.8,33.5,23.1,72,0,4.7,10.9,24.1,13.86
28.8,33.5,23.1,72,0,4.7,10.9,24.1,10.76
29.7,36,24.1,71,0,5.5,11.1,20.6,11.23
29.7,36,24.1,71,0,5.5,11.1,20.6,15.66
29.2,35.4,25,72,0,5.1,10.9,22.2,58.08
29.2,35.4,25,72,0,5.1,10.9,22.2,38.85
29,33.2,24.6,71,0,5.5,9.8,22.2,11.77
29,33.2,24.6,71,0,5.5,9.8,22.2,12.69
29.8,35,24.4,76,0,6.1,11.1,22.2,12.09
29.8,35,24.4,76,0,6.1,11.1,22.2,12.94
31,37,26.4,74,0,6,13.3,24.1,22.85
31,37,26.4,74,0,6,13.3,24.1,19
30.7,36.3,27.2,79,0,5.8,14.8,27.8,14.72
30.7,36.3,27.2,79,0,5.8,14.8,27.8,38.8
30.6,34.1,26.2,75,0,6.3,13.9,25.9,32.13
30.6,34.1,26.2,75,0,6.3,13.9,25.9,19.12
30.6,34,26.7,75,0,6.8,11.5,27.8,17.33
30.6,34,26.7,75,0,6.8,11.5,27.8,20.71
30.6,35,26.4,71,0,6.6,12,22.2,26.57
30.6,35,26.4,71,0,6.6,12,22.2,15.24
30.7,34.9,26.2,70,0,6.8,12.4,24.1,12.7
30.7,34.9,26.2,70,0,6.8,12.4,24.1,13.16
30.6,35,25.8,66,0,6,11.3,22.2,12.47
30.6,35,25.8,66,0,6,11.3,22.2,12.41
31.4,35,28,72,0,6.3,13,25.9,12.47
31.4,35,28,72,0,6.3,13,25.9,12.09
31.7,36,27.6,71,0,7.1,14.1,22.2,12.01
31.7,36,27.6,71,0,7.1,14.1,22.2,11.75
31.6,35.7,27.7,73,0,6.8,11.1,27.8,11.53
31.6,35.7,27.7,73,0,6.8,11.1,27.8,11.39
32.2,37.3,27.4,67,0,6.6,15.4,22.2,14.31
32.2,37.3,27.4,67,0,6.6,15.4,22.2,19.02
32.6,38,27.9,69,0,6.4,15.9,25.9,14.7
32.6,38,27.9,69,0,6.4,15.9,25.9,13.85
32.1,38.5,27.8,70,0,6.6,16.7,27.8,13.53
32.1,38.5,27.8,70,0,6.6,16.7,27.8,12.09
32.1,37.8,27.1,67,0,6.8,15.9,22.2,12.51
32.1,37.8,27.1,67,0,6.8,15.9,22.2,11.02
32.1,37.6,27.4,71,0,6.3,16.7,25.9,10.46
32.1,37.6,27.4,71,0,6.3,16.7,25.9,10.59
31.9,37,27.8,71,0,6.8,13.7,24.1,10.48
31.9,37,27.8,71,0,6.8,13.7,24.1,12.76
32.7,39.1,28,67,0,6.1,18.9,25.9,12.53
32.7,39.1,28,67,0,6.1,18.9,25.9,11.43
31.9,39.2,26.8,69,0,6.4,14.6,22.2,10.96
31.9,39.2,26.8,69,0,6.4,14.6,22.2,10.19
32.3,38.2,28,68,0,6.3,15.2,27.8,12.65
32.3,38.2,28,68,0,6.3,15.2,27.8,10.59
32.7,37,28,69,0,6.3,15.2,25.9,9.76
32.7,37,28,69,0,6.3,15.2,25.9,9.17
33.2,39,29.3,65,0,6.3,18.1,25.9,9.29
33.2,39,29.3,65,0,6.3,18.1,25.9,11.21
32.8,38.2,28.7,65,0,6.8,16.9,27.8,9.65
32.8,38.2,28.7,65,0,6.8,16.9,27.8,14.28
32.6,38.3,28.4,67,0,7.4,16.7,24.1,10.84
32.6,38.3,28.4,67,0,7.4,16.7,24.1,8.69
32.4,38.6,28,67,0,6.6,15.6,25.9,10.37
32.4,38.6,28,67,0,6.6,15.6,25.9,13.14
31.7,37.1,28.2,70,0,6.6,11.7,24.1,11.84
31.7,37.1,28.2,70,0,6.6,11.7,24.1,8.25
32.8,38,28.2,68,0,6.3,16.3,25.9,14.47
32.8,38,28.2,68,0,6.3,16.3,25.9,8.04
32.6,38.6,28.4,68,0,6.8,16.1,24.1,7.82
32.6,38.6,28.4,68,0,6.8,16.1,24.1,9.42
32.7,37.1,28.6,69,0,6.4,15.6,27.8,7.89
32.7,37.1,28.6,69,0,6.4,15.6,27.8,7.9
31.9,35.6,27.9,69,0,7.2,11.1,20.6,7.61
31.9,35.6,27.9,69,0,7.2,11.1,20.6,7.73
32,35.8,27.8,70,0,6.3,13.5,24.1,7.63
32,35.8,27.8,70,0,6.3,13.5,24.1,7.87
32.4,36,28.1,67,0,6.6,13.3,22.2,7.25
32.4,36,28.1,67,0,6.6,13.3,22.2,7.1
33.8,40.6,28.8,63,0,6.1,13.1,24.1,7.32
33.8,40.6,28.8,63,0,6.1,13.1,24.1,7.04
32.9,39.4,29,66,0,6.1,11.3,22.2,7.05
32.9,39.4,29,66,0,6.1,11.3,22.2,9.19
31.5,38,27.6,65,0,6,11.3,24.1,10.65
31.5,38,27.6,65,0,6,11.3,24.1,15.47
32.8,39,27.1,59,0,6.1,13.9,20.6,8.65
32.8,39,27.1,59,0,6.1,13.9,20.6,6.89
30.9,40.1,25.3,72,0,5.8,14.1,22.2,7.12
30.9,40.1,25.3,72,0,5.8,14.1,22.2,6.95
33.3,38,27.5,53,0,6.6,15.2,27.8,7.26
33.3,38,27.5,53,0,6.6,15.2,27.8,11.07
33,38.4,28.6,54,0,6.8,17.2,25.9,7.81
33,38.4,28.6,54,0,6.8,17.2,25.9,7.11
33.3,38,29,58,0,6.1,15.7,24.1,7.09
33.3,38,29,58,0,6.1,15.7,24.1,8.88
34,39,29.2,51,0,6.4,17,25.9,9.6
34,39,29.2,51,0,6.4,17,25.9,9.46
32.2,39.3,26.2,63,4.06,5,13.9,25.9,9.41
32.2,39.3,26.2,63,4.06,5,13.9,25.9,9.51
32.9,39,28.4,55,0,6.4,18,24.1,9.22
32.9,39,28.4,55,0,6.4,18,24.1,9.39
32.7,38.5,28.1,58,0,6.4,15,27.8,9.38
32.7,38.5,28.1,58,0,6.4,15,27.8,9.47
33.1,40,28.2,57,0,7.1,15.4,24.1,11.65
33.1,40,28.2,57,0,7.1,15.4,24.1,10.76
32.4,37,27.7,57,0,6.1,15.6,25.9,11.38
32.4,37,27.7,57,0,6.1,15.6,25.9,10.78
31.9,39,26,59,3.05,5.5,15.6,25.9,10.49
31.9,39,26,59,3.05,5.5,15.6,25.9,10.23
31,35,25.6,61,0,6.3,15.4,22.2,9.88
31,35,25.6,61,0,6.3,15.4,22.2,10
30.9,36,26.8,68,0,6,11.1,22.2,8.78
30.9,36,26.8,68,0,6,11.1,22.2,9.3
30.8,38,24,66,0,6.1,14.8,27.8,9.4
30.8,38,24,66,0,6.1,14.8,27.8,9.93
30.3,38,23,74,50.04,6.4,14.3,20.6,9.57
30.3,38,23,74,50.04,6.4,14.3,20.6,9.17
31.9,36,29,56,0,6.8,17.6,25.9,9.48
31.9,36,29,56,0,6.8,17.6,25.9,10.05
31.8,34.6,28.6,57,0,6.6,16.1,22.2,10.68
31.8,34.6,28.6,57,0,6.6,16.1,22.2,9.82
31.6,36,26.4,59,2.03,6,15.4,25.9,9.84
31.6,36,26.4,59,2.03,6,15.4,25.9,10.57
29.9,36,25,69,21.08,6.1,14.8,37,10.01
29.9,36,25,69,21.08,6.1,14.8,37,9.68
