T,TM,Tm,H,PP,VV,V,VM,NO
25.6,29,22.7,89,1.02,4.8,15.4,22.2,3.76
25.6,29,22.7,89,1.02,4.8,15.4,22.2,7.01
25.2,30.4,22.1,90,0.76,4.2,15.6,22.2,10.7
25.2,30.4,22.1,90,0.76,4.2,15.6,22.2,19.37
23.3,27.2,20.5,93,20.07,4,15.7,22.2,7.32
23.3,27.2,20.5,93,20.07,4,15.7,22.2,12.36
25.7,29,20.7,85,8.89,5.1,15.2,25.9,18.14
25.7,29,20.7,85,8.89,5.1,15.2,25.9,17.39
26.8,31.2,22.3,80,0,5,12.8,22.2,6.21
26.8,31.2,22.3,80,0,5,12.8,22.2,8.25
25.7,30.8,22.2,86,0.76,4.8,14.4,24.1,5.25
25.7,30.8,22.2,86,0.76,4.8,14.4,24.1,6.61
25.1,29.6,20.9,90,2.03,4.8,12.6,22.2,5.91
25.1,29.6,20.9,90,2.03,4.8,12.6,22.2,7.79
27.1,32.2,23.5,78,0,5.1,12.4,22.2,5.65
27.1,32.2,23.5,78,0,5.1,12.4,22.2,6.46
27.5,31.8,22.9,74,3.2375,5.3,13.5,22.2,8.4
27.5,31.8,22.9,74,3.2375,5.3,13.5,22.2,7.83
26.8,32.2,22.1,81,10.92,5.1,12,22.2,5.23
26.8,32.2,22.1,81,10.92,5.1,12,22.2,6.33
26.3,31.2,21.5,81,5.08,5.1,10.4,22.2,13.85
26.3,31.2,21.5,81,5.08,5.1,10.4,22.2,6.53
27.2,31,22,69,0,5.5,15.7,25.9,4.47
27.2,31,22,69,0,5.5,15.7,25.9,6.11
27.3,32,22.2,66,0,5.5,11.5,22.2,6.99
27.3,32,22.2,66,0,5.5,11.5,22.2,6.18
28.6,33,21.4,65,0,5.5,6.1,16.5,9.66
28.6,33,21.4,65,0,5.5,6.1,16.5,8.23
28.6,33,22.7,74,0,4.8,4.1,14.8,6.33
28.6,33,22.7,74,0,4.8,4.1,14.8,10.4
28.8,34,22.7,73,0,5.1,4.6,11.1,5.57
28.8,34,22.7,73,0,5.1,4.6,11.1,5.09
30.4,33.7,22.2,65,0,4.7,6.1,11.1,8.06
30.4,33.7,22.2,65,0,4.7,6.1,11.1,6.28
26.3,31.4,23,82,0,5,7.2,18.3,13.24
26.3,31.4,23,82,0,5,7.2,18.3,10.74
27.6,31.4,21.6,75,0,4.5,5.2,9.4,4.14
27.6,31.4,21.6,75,0,4.5,5.2,9.4,5.54
23.9,30.6,22.4,92,0.25,3.2,9.6,18.3,8.65
23.9,30.6,22.4,92,0.25,3.2,9.6,18.3,9.71
25.45,31.45,22.275,86.25,0.125,3.525,7.25,16.075,8.83
25.45,31.45,22.275,86.25,0.125,3.525,7.25,16.075,6.81
26.4,33.2,22.7,86,0,3.2,4.6,18.3,4.85
26.4,33.2,22.7,86,0,3.2,4.6,18.3,5.38
28.1,33,20,75,0.51,4.8,4.6,13,5.82
28.1,33,20,75,0.51,4.8,4.6,13,4.8
27.6,32.4,23.3,82,0,4.8,5.9,13,3.82
27.6,32.4,23.3,82,0,4.8,5.9,13,4.45
28.8,33.7,22.5,75,0,4.8,5.9,13,4.22
28.8,33.7,22.5,75,0,4.8,5.9,13,4.84
29.7,33.4,22.5,70,0,5.1,7.6,14.8,7.17
29.7,33.4,22.5,70,0,5.1,7.6,14.8,10.08
29.7,33.8,23.5,72,0,4.7,7.8,14.8,10.49
29.7,33.8,23.5,72,0,4.7,7.8,14.8,9.82
28.9,33,21.8,68,0,4.7,7.2,14.8,7.78
28.9,33,21.8,68,0,4.7,7.2,14.8,6.46
29.1,33.2,22,58,0,5.1,7.6,14.8,7.14
29.1,33.2,22,58,0,5.1,7.6,14.8,5.61
28.6,34.2,19.8,52,0,5,7,18.3,7.09
28.6,34.2,19.8,52,0,5,7,18.3,5.82
29.1,34.2,20.6,61,0,5,6.7,11.1,4.81
29.1,34.2,20.6,61,0,5,6.7,11.1,7.22
29.6,34.4,22.3,60,0,5.1,5.9,14.8,8.56
29.6,34.4,22.3,60,0,5.1,5.9,14.8,4.95
29.1,34.5,25,70,0,4.5,6.7,14.8,5.59
29.1,34.5,25,70,0,4.5,6.7,14.8,6.32
28.3,32,19.9,55,0,5,7,14.8,6.86
28.3,32,19.9,55,0,5,7,14.8,11.19
28.7,32.4,19.5,59,0,5.3,5.9,11.1,7.06
28.7,32.4,19.5,59,0,5.3,5.9,11.1,6.95
29.3,33.2,22.8,58,0,5.1,5.7,11.1,7.24
29.3,33.2,22.8,58,0,5.1,5.7,11.1,5.43
27.3,32.7,19.3,58,0,4.8,7,14.8,6.32
27.3,32.7,19.3,58,0,4.8,7,14.8,3.28
26.8,32.3,18,46,0,5,8.3,18.3,5.26
26.8,32.3,18,46,0,5,8.3,18.3,3.74
25.8,32.5,16.7,46,0,5,7.8,18.3,4.44
25.8,32.5,16.7,46,0,5,7.8,18.3,4.34
27.1,32,16.3,50,0,5.1,6.9,11.1,4.06
27.1,32,16.3,50,0,5.1,6.9,11.1,4.87
26.8,31.9,18.9,66,0,5,6.5,11.1,3.74
26.8,31.9,18.9,66,0,5,6.5,11.1,3.87
26.4,31.2,21,78,0,4.7,8.5,18.3,4.96
26.4,31.2,21,78,0,4.7,8.5,18.3,4.81
27.2,30,22.3,76,0,5.1,6.7,13,4.2
27.2,30,22.3,76,0,5.1,6.7,13,3.61
28.4,33.5,20.9,63,0,5.3,6.1,66.5,5.64
28.4,33.5,20.9,63,0,5.3,6.1,66.5,6.1
28.5,33.4,20.9,59,0,5.3,6.3,14.8,10.97
28.5,33.4,20.9,59,0,5.3,6.3,14.8,6.18
27.8,33,19.7,58,0,5.3,5.2,11.1,5.48
27.8,33,19.7,58,0,5.3,5.2,11.1,5.23
25.5,32.2,14.8,39,0,4.8,5,11.1,3.25
25.5,32.2,14.8,39,0,4.8,5,11.1,3.91
24.9,33.2,14.8,48,0,4.2,4.6,13,5.14
24.9,33.2,14.8,48,0,4.2,4.6,13,7.16
26.7,33,15.7,45,0,5.5,6.5,14.8,6.93
26.7,33,15.7,45,0,5.5,6.5,14.8,6.88
26.7,33,15.7,45,0,5.5,6.5,14.8,7.93
26.7,33,15.7,45,0,5.5,6.5,14.8,10.12
26.7,33,15.7,45,0,5.5,6.5,14.8,15.13
26.7,33,15.7,45,0,5.5,6.5,14.8,19.02
26.7,33,15.7,45,0,5.5,6.5,14.8,17.18
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,13.81
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,7.3
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,6.07
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,11.3
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,14.97
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,18.53
24.46,31.26,14.66,47.4,0,4.62,5.08,14.06,9.06
24.9,31.2,15.9,46,0,4.8,5.6,14.8,3.95
24.9,31.2,15.9,46,0,4.8,5.6,14.8,3.45
24.1,31.6,13.9,45,0,4.5,4.3,14.8,3.27
24.1,31.6,13.9,45,0,4.5,4.3,14.8,3.09
24.3,30.7,13.7,55,0,4.5,5.6,11.1,3.24
24.3,30.7,13.7,55,0,4.5,5.6,11.1,4.44
24.1,30.8,14.5,59,0,5,5.2,9.4,7.91
24.1,30.8,14.5,59,0,5,5.2,9.4,5.36
24,29.4,14.7,61,0,4.7,4.8,11.1,4.02
24,29.4,14.7,61,0,4.7,4.8,11.1,6.89
23.9,29.2,16.9,68,0,4,7,11.1,4.63
23.9,29.2,16.9,68,0,4,7,11.1,5.79
26.5,31.5,20.3,76,0,4.3,6.7,14.8,2.98
26.5,31.5,20.3,76,0,4.3,6.7,14.8,4.03
26.1,30.6,20.8,75,0,4.2,7.4,11.1,2.97
26.1,30.6,20.8,75,0,4.2,7.4,11.1,3.29
26.4,32,20.9,70,0,3.9,6.7,9.4,6.08
26.4,32,20.9,70,0,3.9,6.7,9.4,5.27
24.4,31.2,19.8,80,23.495,3.5,6.1,11.1,5.12
24.4,31.2,19.8,80,23.495,3.5,6.1,11.1,4.74
22,28.7,18.6,90,46.99,2.6,4.6,7.6,5.22
22,28.7,18.6,90,46.99,2.6,4.6,7.6,3.97
23.2,27,18.3,65,0,4,8.7,18.3,3.93
23.2,27,18.3,65,0,4,8.7,18.3,3.47
20.8,25,14.5,78,0,4.7,5.9,11.1,3.44
20.8,25,14.5,78,0,4.7,5.9,11.1,3.35
21.6,25,15.3,77,0,4.8,3.9,9.4,4.64
21.6,25,15.3,77,0,4.8,3.9,9.4,2.62
23.3,28,14.9,71,0,4.5,3,9.4,8.67
23.3,28,14.9,71,0,4.5,3,9.4,7.5
25.3,31,16.3,58,0,4.5,6.3,11.1,3.61
25.3,31,16.3,58,0,4.5,6.3,11.1,2.34
25.7,32,19,67,0,4,4.3,9.4,3.96
25.7,32,19,67,0,4,4.3,9.4,3.93
23.8,31.8,16.6,64,0,4.7,4.8,9.4,5.08
23.8,31.8,16.6,64,0,4.7,4.8,9.4,3.95
19.8,27.2,9.5,46,0,4.8,3.9,11.1,8.06
19.8,27.2,9.5,46,0,4.8,3.9,11.1,4.42
20.7,29,9,45,0,4.5,4.6,14.8,10.09
20.7,29,9,45,0,4.5,4.6,14.8,4
21.9,29,9.8,47,0,4.8,2.6,9.4,4.53
21.9,29,9.8,47,0,4.8,2.6,9.4,4.07
22.7,30.5,11.9,53,0,4.8,2.8,11.1,4.93
22.7,30.5,11.9,53,0,4.8,2.8,11.1,4.92
23.3,29,15.7,58,0,4,4.3,9.4,4.04
23.3,29,15.7,58,0,4,4.3,9.4,2.39
21.7,29.7,13.8,53,0,4,4.3,11.1,5.65
21.7,29.7,13.8,53,0,4,4.3,11.1,5.27
21.7,29.4,10.9,43,0,4.5,3,11.1,3.77
21.7,29.4,10.9,43,0,4.5,3,11.1,5.27
24.6,30,17.5,61,0,4.2,6.9,11.1,4.5
24.6,30,17.5,61,0,4.2,6.9,11.1,3.83
24.1,29.6,15.7,59,0,4.5,6.7,13,3.81
24.1,29.6,15.7,59,0,4.5,6.7,13,4.66
23.8,29.5,14.8,59,0,4.2,6.9,14.8,6.31
23.8,29.5,14.8,59,0,4.2,6.9,14.8,9.08
23.3,30.9,14,60,0,4.2,4.3,11.1,4.56
23.3,30.9,14,60,0,4.2,4.3,11.1,5.08
23.3,30,13,52,0,4.3,3.7,11.1,5.39
23.3,30,13,52,0,4.3,3.7,11.1,5.19
24.3,32,14.1,49,0,5,3.3,11.1,4.43
24.3,32,14.1,49,0,5,3.3,11.1,3.02
27,33,18.9,58,0,4.8,8.5,14.8,3.87
27,33,18.9,58,0,4.8,8.5,14.8,4.66
23.8,31,19.6,85,1.02,4.5,6.7,11.1,3.66
23.8,31,19.6,85,1.02,4.5,6.7,11.1,3.61
19.7,26.5,18,92,9.91,2.1,7.2,11.1,3.39
19.7,26.5,18,92,9.91,2.1,7.2,11.1,3.75
22.7,29,12.8,66,0,4.7,6.1,11.1,7.42
22.7,29,12.8,66,0,4.7,6.1,11.1,2.57
24.3,29,17.7,62,0,4.5,5.9,9.4,2.47
24.3,29,17.7,62,0,4.5,5.9,9.4,3.68
24.1,29.6,15.8,62,0,4.2,6.1,11.1,3.99
24.1,29.6,15.8,62,0,4.2,6.1,11.1,4.11
24.5,29,16.9,62,0,4.7,7.4,16.5,5.91
24.5,29,16.9,62,0,4.7,7.4,16.5,4.51
28.1,35,19.3,51,0,5.1,7,14.8,3.57
28.1,35,19.3,51,0,5.1,7,14.8,5.28
25,33.4,19.6,52,0,5.1,4.6,18.3,3.97
25,33.4,19.6,52,0,5.1,4.6,18.3,2.93
23.5,30.7,17.6,40,0,5.6,7.4,13,5.39
23.5,30.7,17.6,40,0,5.6,7.4,13,4.29
26.2,31,19.3,51,0,4.7,7.8,14.8,4.55
26.2,31,19.3,51,0,4.7,7.8,14.8,4.71
27,34,18.5,56,0,5,5.4,13,2.63
27,34,18.5,56,0,5,5.4,13,5.95
29.2,35,19.9,49,0,5.3,8.1,14.8,3.5
29.2,35,19.9,49,0,5.3,8.1,14.8,4.7
29.3,35,21.7,63,0,5.5,9.1,14.8,6.5
29.3,35,21.7,63,0,5.5,9.1,14.8,7.75
28.1,34.9,20.9,64,0,5.3,10,16.5,3.62
28.1,34.9,20.9,64,0,5.3,10,16.5,3.8
29.2,36,21.3,46,0,5.5,8,14.8,3.97
29.2,36,21.3,46,0,5.5,8,14.8,4.6
31.8,38,22.3,30,0,5.6,9.4,16.5,3.48
31.8,38,22.3,30,0,5.6,9.4,16.5,3.88
29.5,37.3,20.7,41,0,5.5,4.8,13,3.07
29.5,37.3,20.7,41,0,5.5,4.8,13,3.22
27.3,35.4,21.5,69,0,4.7,6.5,11.1,2.92
27.3,35.4,21.5,69,0,4.7,6.5,11.1,2.9
27.5,33.4,21.7,69,0,5.1,9.8,14.8,2.78
27.5,33.4,21.7,69,0,5.1,9.8,14.8,2.68
28.1,33.1,22.2,66,0,5.3,10.6,14.8,6.98
28.1,33.1,22.2,66,0,5.3,10.6,14.8,2.89
30,36,21.8,57,0,5.6,8,11.1,4.14
30,36,21.8,57,0,5.6,8,11.1,3.31
29.1,36,17.9,33,0,5.8,5,11.1,4.83
29.1,36,17.9,33,0,5.8,5,11.1,3.04
29.9,35.6,21.1,52,0,5.1,5.7,11.1,3.67
29.9,35.6,21.1,52,0,5.1,5.7,11.1,2.19
30.6,35,23.1,56,0,5.3,7.8,16.5,2.86
30.6,35,23.1,56,0,5.3,7.8,16.5,3.1
32.6,39,23.7,33,0,5.3,8.5,18.3,1.46
32.6,39,23.7,33,0,5.3,8.5,18.3,1.55
32.9,39,22.8,30,0,6,8.3,14.8,3.4
32.9,39,22.8,30,0,6,8.3,14.8,6.78
32.4,39,22.3,31,0,5.6,8.7,16.5,13.86
32.4,39,22.3,31,0,5.6,8.7,16.5,5.38
31.6,38,21.7,49,0,5.6,8.7,18.3,7.03
31.6,38,21.7,49,0,5.6,8.7,18.3,9.34
31.1,38,22.7,55,0,5.5,10.9,18.3,1.98
31.1,38,22.7,55,0,5.5,10.9,18.3,1.63
31.1,38,22.5,50,0,5.6,10,14.8,2.28
31.1,38,22.5,50,0,5.6,10,14.8,1.7
32.3,38,24.7,44,0,5.6,8,18.3,2.31
32.3,38,24.7,44,0,5.6,8,18.3,3.4
32.6,39,25,45,0,5.5,7.2,14.8,2.41
32.6,39,25,45,0,5.5,7.2,14.8,3.83
33.1,40,25.3,40,0,5.5,6.3,14.8,7.38
33.1,40,25.3,40,0,5.5,6.3,14.8,1.7
34.7,42,24,31,0,5.8,6.7,18.3,2.23
34.7,42,24,31,0.1,5.8,6.7,18.3,1.8
34.7,42,26.7,29,0.25,5.6,6.7,14.8,1.73
34.7,42,26.7,29,0.25,5.6,6.7,14.8,3.72
34.5,42,26.3,36,0,5.6,8,14.8,5.68
34.5,42,26.3,36,0,5.6,8,14.8,7.15
31.6,40.4,24.5,56,0,5.6,8.1,14.8,3.57
31.6,40.4,24.5,56,0,5.6,8.1,14.8,2.92
32.3,40,23.1,45,0,5.6,6.7,14.8,3.2
32.3,40,23.1,45,0,5.6,6.7,14.8,2.69
31.4,39.4,23.3,45,0,5.5,8.1,22.2,1.69
31.4,39.4,23.3,45,0,5.5,8.1,22.2,2.3
30.3,38.5,24.7,58,0,5.5,6.7,14.8,3.35
30.3,38.5,24.7,58,0,5.5,6.7,14.8,2.01
33.7,40,23.8,40,3.05,5.8,6.3,13,1.65
33.7,40,23.8,40,3.05,5.8,6.3,13,2.79
34.7,40,25.5,36,0,5.6,6.9,11.1,1.72
34.7,40,25.5,36,0,5.6,6.9,11.1,1.8
34.3,40,25,33,0,6,6.9,13,2.93
34.3,40,25,33,0,6,6.9,13,1.98
30.7,39,20.6,60,20.07,5.3,8.3,22.2,1.79
30.7,39,20.6,60,20.07,5.3,8.3,22.2,2.03
30.9,38,24.5,57,1.02,5.8,8.5,14.8,1.64
30.9,38,24.5,57,1.02,5.8,8.5,14.8,2.12
33.2,39,24,47,0,5.6,8,18.3,1.83
33.2,39,24,47,0,5.6,8,18.3,2.25
35.1,41,24.5,34,0,6,4.8,11.1,1.62
35.1,41,24.5,34,0,6,4.8,11.1,1.95
36,41,26,33,0,5.6,6.1,13,1.87
36,41,26,33,0,5.6,6.1,13,1.98
36.4,47,27.5,33,0,6.3,7.8,14.8,1.96
36.4,47,27.5,33,0,6.3,7.8,14.8,2.89
34.5,41,29,37,0.25,5.8,10,22.2,1.95
34.5,41,29,37,0.25,5.8,10,22.2,2.34
36.4,41.6,27.9,25,0,5.6,13.5,22.2,2.43
36.4,41.6,27.9,25,0,5.6,13.5,22.2,3.58
35.1,41.5,26.5,28,0,6.3,11.9,22.2,2.21
35.1,41.5,26.5,28,0,6.3,11.9,22.2,2.18
36.5,41.7,28.6,24,0,6.3,4.4,11.1,1.94
36.5,41.7,28.6,24,0,6.3,4.4,11.1,2.15
35.8,42.2,30,24,0,6.4,7.2,18.3,2.28
35.8,42.2,30,24,0,6.4,7.2,18.3,2.64
35.2,42.1,30,27,0,6.4,6.3,20.6,2.93
35.2,42.1,30,27,0,6.4,6.3,20.6,2.08
35.6,42,27,36,0,6.3,8,20.6,2.08
35.6,42,27,36,0,6.3,8,20.6,2.18
35.4,41.2,29.9,37,0,6,8.1,14.8,1.88
35.4,41.2,29.9,37,0,6,8.1,14.8,1.61
34.6,41.2,29.2,42,0,6.3,8.5,22.2,1.98
34.6,41.2,29.2,42,0,6.3,8.5,22.2,2.34
34.6,41.2,29.2,42,0,6.3,8.5,22.2,2.39
34.6,41.2,29.2,42,0,6.3,8.5,22.2,2.57
34.6,41.2,29.2,42,0,6.3,8.5,22.2,3.63
34.6,41.2,29.2,42,0,6.3,8.5,22.2,3.74
34.6,41.2,29.2,42,0,6.3,8.5,22.2,3.72
35.9,41.86666667,29.36666667,42,0,5.833333333,6.3,15.93333333,4.06
35.9,41.86666667,29.36666667,42,0,5.833333333,6.3,15.93333333,8.34
35.9,41.86666667,29.36666667,42,0,5.833333333,6.3,15.93333333,5.68
36,42,30,43,0,5.6,6.3,16.5,3.1
36,42,30,43,0,5.6,6.3,16.5,3.03
35.7,41.6,28.1,40,0,6.3,6.3,14.8,2.58
35.7,41.6,28.1,40,0,6.3,6.3,14.8,2.62
36.4,42,29.7,34,0,6.3,9.1,16.5,3.63
36.4,42,29.7,34,0,6.3,9.1,16.5,2.51
36.9,43.3,29.2,41,0,6,8.3,20.6,2.75
36.9,43.3,29.2,41,0,6,8.3,20.6,3.65
35.4,41.8,27.6,49,0,5.6,8.9,18.3,3.89
35.4,41.8,27.6,49,0,5.6,8.9,18.3,2.56
37.2,42,30,39,0,5.6,7.6,14.8,2.38
37.2,42,30,39,0,5.6,7.6,14.8,2.31
32.7,41.2,27.1,51,0,5.6,6.5,16.5,2.8
32.7,41.2,27.1,51,0,5.6,6.5,16.5,3.45
35.1,42,27,43,3.05,5.5,8.1,27.8,3.84
35.1,42,27,43,3.05,5.5,8.1,27.8,3.38
31.1,42.7,24.4,61,8.89,5,15.2,24.1,2.95
31.1,42.7,24.4,61,8.89,5,15.2,24.1,2.92
34.4,41.8,23,49,12.1925,5.6,8.7,18.3,3.65
34.4,41.8,23,49,12.1925,5.6,8.7,18.3,3.66
29.6,40.2,22.7,71,27.94,5.3,6.5,18.3,4.1
29.6,40.2,22.7,71,27.94,5.3,6.5,18.3,3.46
33.4,39,27.2,55,0,5.8,6.7,18.3,2.33
33.4,39,27.2,55,0,5.8,6.7,18.3,2.51
31.6,37.7,26.2,59,0,5.6,15.9,25.9,3.48
31.6,37.7,26.2,59,0,5.6,15.9,25.9,3.75
32.5,36,25.7,53,0,5.6,16.5,27.8,6.46
32.5,36,25.7,53,0,5.6,16.5,27.8,6.59
33.3,38,26,47,0,5.6,20.2,27.8,4.92
33.3,38,26,47,0,5.6,20.2,27.8,7.61
33.6,38.2,27.4,48,0,5.6,17,29.4,6
33.6,38.2,27.4,48,0,5.6,17,29.4,8.22
32.5,38.4,26.7,55,0,5.6,16.7,27.8,7.42
32.5,38.4,26.7,55,0,5.6,16.7,27.8,10.74
29.1,37.3,23.2,72,0,5,9.3,22.2,5.89
29.1,37.3,23.2,72,0,5,9.3,22.2,3.97
29.1,34.6,21.1,75,36.07,5,5.2,11.1,3.87
29.1,34.6,21.1,75,36.07,5,5.2,11.1,5.14
30.7,35,25,64,0,5.6,11.3,20.6,4.84
30.7,35,25,64,0,5.6,11.3,20.6,4.2
30.8,35.6,25,65,0.25,5.3,13.9,24.1,3.16
30.8,35.6,25,65,0.25,5.3,13.9,24.1,2.99
26.6,29,23.8,82,0,5.5,17,27.8,3.32
26.6,29,23.8,82,0,5.5,17,27.8,4.06
27.1,29.5,23.4,81,2.03,5.8,18.3,33.5,7.38
27.1,29.5,23.4,81,2.03,5.8,18.3,33.5,3.19
28.1,33,24,73,0,5.1,20,29.4,3.76
28.1,33,24,73,0,5.1,20,29.4,4.15
29.1,33,24.3,71,0,5.8,20.2,31.7,3.48
29.1,33,24.3,71,0,5.8,20.2,31.7,3.19
29.6,34,25,69,0.25,5.6,17.4,33.5,3.32
29.6,34,25,69,0.25,5.6,17.4,33.5,3.35
29.6,34.2,25.1,70,0.51,6,17.4,27.8,2.43
29.6,34.2,25.1,70,0.51,6,17.4,27.8,3.16
28.4,34,23.3,79,0.25,5.6,12.2,22.2,2.63
28.4,34,23.3,79,0.25,5.6,12.2,22.2,3.7
29.2,34.8,23,73,5.08,5.6,10.4,22.2,3.51
29.2,34.8,23,73,5.08,5.6,10.4,22.2,2.78
27.2,34.7,25,80,0,5.3,9.6,22.2,3.62
27.2,34.7,25,80,0,5.3,9.6,22.2,5.84
28.2,35,23,79,0.25,5.5,6.3,13,5.04
28.2,35,23,79,0.25,5.5,6.3,13,4.28
27.2,33.8,22.6,84,25.91,5.6,6.7,16.5,3.95
27.2,33.8,22.6,84,25.91,5.6,6.7,16.5,5.58
28.3,32,24.4,80,0,5.6,6.9,14.8,6.52
28.3,32,24.4,80,0,5.6,6.9,14.8,8.43
28.1,33,24.8,78,5.08,5.5,15.9,25.9,3.81
28.1,33,24.8,78,5.08,5.5,15.9,25.9,7.41
26.1,33.2,23,85,3.05,5.1,17,27.8,5.77
26.1,33.2,23,85,3.05,5.1,17,27.8,3.79
26.4,29.7,22.4,83,0,4.8,20.2,29.4,3.86
26.4,29.7,22.4,83,0,4.8,20.2,29.4,4.02
26.3,30,23,85,0.25,5.1,15.6,25.9,2.88
26.3,30,23,85,0.25,5.1,15.6,25.9,5.55
25.6,30.6,22.8,88,2.03,4.8,18,27.8,15.6
25.6,30.6,22.8,88,2.03,4.8,18,27.8,14.7
23.2,29.9,22.2,96,14.99,4.7,17.4,27.8,3.54
23.2,29.9,22.2,96,14.99,4.7,17.4,27.8,6.61
24.1,25.2,22.1,94,48.01,4.8,18.7,27.8,6.64
24.1,25.2,22.1,94,48.01,4.8,18.7,27.8,5.22
25.2,28.7,22.9,90,3.05,4.7,21.5,29.4,5.95
25.2,28.7,22.9,90,3.05,4.7,21.5,29.4,6.8
26.7,28,23.1,86,5.08,4.8,20.7,31.7,3.72
26.7,28,23.1,86,5.08,4.8,20.7,31.7,3.46
27.1,30,23.8,83,0.51,4.8,17.8,29.4,5.7
27.1,30,23.8,83,0.51,4.8,17.8,29.4,5.84
27.3,31.4,24.6,84,0,5.1,10.6,24.1,5.38
27.3,31.4,24.6,84,0,5.1,10.6,24.1,4.95
28.1,31.2,23.8,80,1.02,4.8,12.6,22.2,4.48
28.1,31.2,23.8,80,1.02,4.8,12.6,22.2,4.1
28.6,32,24.2,76,0,4.8,12.4,20.6,4.49
28.6,32,24.2,76,0,4.8,12.4,20.6,5.5
27.7,32.4,23.7,84,3.05,5.6,9.4,20.6,4.01
27.7,32.4,23.7,84,3.05,5.6,9.4,20.6,3.64
28.4,32.9,25.2,80,0,5.5,10.9,18.3,4.17
28.4,32.9,25.2,80,0,5.5,10.9,18.3,3.98
27.7,32.6,25,81,2.0325,5.1,12.4,22.2,8.21
27.7,32.6,25,81,2.0325,5.1,12.4,22.2,7.97
27.6,32.7,22.6,76,5.08,5.5,13.7,24.1,5.57
27.6,32.7,22.6,76,5.08,5.5,13.7,24.1,9.25
27.7,31.2,23.1,73,0,5.3,14.4,22.2,4.68
27.7,31.2,23.1,73,0,5.3,14.4,22.2,4.6
28.3,32,22.8,68,0,5.6,14.1,24.1,5.52
28.3,32,22.8,68,0,5.6,14.1,24.1,5.84
26.2,32,22.6,87,6.1,5.5,14.6,24.1,7.5
26.2,32,22.6,87,6.1,5.5,14.6,24.1,4.76
24.7,30.2,21.8,91,6.1,4.7,12.8,22.2,6.53
24.7,30.2,21.8,91,6.1,4.7,12.8,22.2,7.92
24.9,28.2,22,90,30.99,4.2,10.9,18.3,5
24.9,28.2,22,90,30.99,4.2,10.9,18.3,5.3
25.3,28.6,22.2,88,8.89,4.8,15.4,24.1,6.75
25.3,28.6,22.2,88,8.89,4.8,15.4,24.1,8.64
26.4,29.3,23.2,86,7.11,5.5,17.2,25.9,4.46
26.4,29.3,23.2,86,7.11,5.5,17.2,25.9,8.51
26.7,29,23.3,85,0,5.5,16.1,24.1,4.9
26.7,29,23.3,85,0,5.5,16.1,24.1,3.52
26.2,30,23.5,89,0,5.3,12,22.2,5.61
26.2,30,23.5,89,0,5.3,12,22.2,4.11
27.1,29,23.2,82,0,5.5,13.3,33.5,4.36
27.1,29,23.2,82,0,5.5,13.3,33.5,4.17
27.7,32,23.3,80,0,5.5,8.5,16.5,4.1
27.7,32,23.3,80,0,5.5,8.5,16.5,4.52
27.2,32.6,22.5,84,0.76,5.3,7,18.3,3.95
27.2,32.6,22.5,84,0.76,5.3,7,18.3,3.46
25.6,29.9,23.8,92,0,4.5,4.4,9.4,3.29
25.6,29.9,23.8,92,0,4.5,4.4,9.4,3.88
25.7,30,23.1,90,16,4.7,5.4,14.8,5.37
25.7,30,23.1,90,16,4.7,5.4,14.8,5.09
27.2,31.5,23,82,5.08,5.1,4.6,13,7.29
27.2,31.5,23,82,5.08,5.1,4.6,13,6.13
25.7,30.8,22,91,74.93,4.3,7.6,18.3,3.74
25.7,30.8,22,91,74.93,4.3,7.6,18.3,3.03
26,29.9,21.6,89,38.1,4.8,8,11.1,4.68
26,29.9,21.6,89,38.1,4.8,8,11.1,8.62
25.8,29,21.1,89,89.92,5.5,5,13,7.57
25.8,29,21.1,89,89.92,5.5,5,13,6
27.2,32,22.5,84,0,4.5,5.7,14.8,7.3
27.2,32,22.5,84,0,4.5,5.7,14.8,7.03
28,32,22.8,83,0,5.5,7,14.8,7.56
28,32,22.8,83,0,5.5,7,14.8,7.67
26.8,32.4,23.4,85,7.11,4.7,5.9,22.2,10.1
26.8,32.4,23.4,85,7.11,4.7,5.9,22.2,11.81
26.8,31.5,21.4,84,25.91,5.1,3.5,11.1,10.13
26.8,31.5,21.4,84,25.91,5.1,3.5,11.1,10.2
26.7,31.6,22.7,87,0,4.2,4.6,18.3,9.93
26.7,31.6,22.7,87,0,4.2,4.6,18.3,12.36
25.1,31.5,22.2,89,4.06,4.2,1.7,24.1,14.33
25.1,31.5,22.2,89,4.06,4.2,1.7,24.1,10.17
26.5,32,21.6,86,1.02,5,3.1,13,8.63
26.5,32,21.6,86,1.02,5,3.1,13,8.88
27.8,31.9,22.4,82,0.25,5.1,6.1,18.3,7.88
27.8,31.9,22.4,82,0.25,5.1,6.1,18.3,8.91
27.3,31.8,23.1,83,0,4.8,6.3,14.8,13.06
27.3,31.8,23.1,83,0,4.8,6.3,14.8,16.08
25.8,29.3,22.1,89,0,4.5,7.8,14.8,12.24
25.8,29.3,22.1,89,0,4.5,7.8,14.8,15.73
