T,TM,Tm,H,PP,VV,V,VM,O3
31.7,36,26.5,77,29.97,2.7,4.8,13,26.39
29.2,35.6,27,87,0,1.6,3.5,18.3,27.92
29.2,35.6,27,87,0,1.6,3.5,18.3,24.84
31.3,35,27.3,68,0,2.9,13.1,22.2,24.38
31.3,35,27.3,68,0,2.9,13.1,22.2,26.98
31.6,36,27.4,63,0,3.7,7.2,14.8,27.32
31.6,36,27.4,63,0,3.7,7.2,14.8,26.7
32.4,37,28.5,62,0,3.4,10.7,22.2,26.7
32.4,37,28.5,62,0,3.4,10.7,22.2,30.08
27.9,37.8,26,92,0,1.6,6.1,14.8,28.73
27.9,37.8,26,92,0,1.6,6.1,14.8,31.95
32,36,26.5,70,0,3.1,9.6,28.7,23.1
32,36,26.5,70,0,3.1,9.6,28.7,24.88
32.1,36,28.3,72,0,3.2,8.5,16.5,22.19
32.1,36,28.3,72,0,3.2,8.5,16.5,22.63
31.1,35,27.2,76,0,2.4,3.9,11.1,24.48
31.1,35,27.2,76,0,2.4,3.9,11.1,30.45
29.1,35.3,25.2,84,0,2.4,4.3,22.2,29.26
29.1,35.3,25.2,84,0,2.4,4.3,22.2,34.06
31,36,24.8,71,0,3.2,3.7,9.4,40.26
31,36,24.8,71,0,3.2,3.7,9.4,38.44
28.2,35.5,25.6,89,0,1.6,6.1,20.6,32.9
28.2,35.5,25.6,89,0,1.6,6.1,20.6,30.1
28.7,33,25.5,81,0,2.3,9.4,22.2,34.34
28.7,33,25.5,81,0,2.3,9.4,22.2,35.79
28.2,32.6,26,78,0,2.7,9.8,22.2,36.81
28.2,32.6,26,78,0,2.7,9.8,22.2,38.67
30.7,35,25.2,70,0,3.4,8.1,18.3,34.44
30.7,35,25.2,70,0,3.4,8.1,18.3,35.32
28.9,36.1,24.2,76,0,2.9,6.7,13,31.11
28.9,36.1,24.2,76,0,2.9,6.7,13,30.89
31.2,35,26.5,67,0,2.7,5.7,13,29.67
31.2,35,26.5,67,0,2.7,5.7,13,35.14
31.6,35.1,26.8,65,0,3.1,6.7,11.1,37.98
31.6,35.1,26.8,65,0,3.1,6.7,11.1,42.39
32.2,36.2,27,63,0,2.9,4.6,11.1,37.15
32.2,36.2,27,63,0,2.9,4.6,11.1,30.49
32.1,36.6,27.5,67,0,2.4,3,7.6,30.46
32.1,36.6,27.5,67,0,2.4,3,7.6,35.86
32.7,36.1,27,53,0,2.9,6.7,14.8,36.35
32.7,36.1,27,53,0,2.9,6.7,14.8,41.14
31.6,36,25.6,59,0,2.6,1.1,7.6,34.52
31.6,36,25.6,59,0,2.6,1.1,7.6,34.88
31.6,37,25,57,0,2.7,3,11.1,52.91
31.6,37,25,57,0,2.7,3,11.1,86.13
30.7,36.9,24.8,69,0,2.9,6.9,11.1,106.16
30.7,36.9,24.8,69,0,2.9,6.9,11.1,99.71
30.2,35,23.8,67,0,3.1,8.9,14.8,82.93
30.2,35,23.8,67,0,3.1,8.9,14.8,110.71
30.4,35.1,25,66,0,3.4,5.7,18.3,83.99
30.4,35.1,25,66,0,3.4,5.7,18.3,88.38
30.8,36,23.8,58,0,3.1,2.6,11.1,65.34
30.8,36,23.8,58,0,3.1,2.6,11.1,56.79
28.8,36,22,55,0,3.4,5.7,22.2,61.91
28.8,36,22,55,0,3.4,5.7,22.2,62.16
29.9,36.4,21.9,47,0,3.9,8,24.1,73.16
29.9,36.4,21.9,47,0,3.9,8,24.1,86.74
30.5,36.4,21.3,53,0,3.7,7.2,14.8,72.82
30.5,36.4,21.3,53,0,3.7,7.2,14.8,56.06
29.6,36,21.6,54,0,2.9,6.1,18.3,55.51
29.6,36,21.6,54,0,2.9,6.1,18.3,86.62
28.8,35.8,22.4,63,0,2.6,3.9,11.1,104.94
28.8,35.8,22.4,63,0,2.6,3.9,11.1,95.54
29.6,36,22.5,58,0,2.7,2.4,11.1,88.03
29.6,36,22.5,58,0,2.7,2.4,11.1,94.42
29,35,21.6,57,0,2.6,4.4,14.8,69.5
29,35,21.6,57,0,2.6,4.4,14.8,60.28
28.8,36.4,21.5,56,0,2.6,2.4,13,62.01
28.8,36.4,21.5,56,0,2.6,2.4,13,47.92
28.2,36.5,19.2,54,0,2.7,3.5,16.5,37.68
28.2,36.5,19.2,54,0,2.7,3.5,16.5,47.8
28.5,36,19.4,58,0,2.4,0.6,9.4,54.08
28.5,36,19.4,58,0,2.4,0.6,9.4,57.13
27.8,36.3,20.5,62,0,1.3,2,13,57.6
27.8,36.3,20.5,62,0,1.3,2,13,54.34
25.9,35.3,18.4,61,0,1.6,3.1,11.1,54.02
25.9,35.3,18.4,61,0,1.6,3.1,11.1,48.1
23.8,33,17,63,0,1.6,2.6,7.6,44.82
23.8,33,17,63,0,1.6,2.6,7.6,41.09
23.8,33.1,16.1,67,0,1.9,0.7,5.4,34.78
23.8,33.1,16.1,67,0,1.9,0.7,5.4,40.91
23.8,33.2,17.3,69,0,1.8,0.7,5.4,44.4
23.8,33.2,17.3,69,0,1.8,0.7,5.4,31.62
22.6,30,16.4,77,0,1.1,0,5.4,36.62
22.6,30,16.4,77,0,1.1,0,5.4,37.61
23.5,31.4,17.6,72,0,1.6,1.7,9.4,32.64
23.5,31.4,17.6,72,0,1.6,1.7,9.4,50.69
23.3,32,19.4,79,0,1.3,2.6,9.4,43.68
23.3,32,19.4,79,0,1.3,2.6,9.4,41.43
22.7,30.3,17.5,78,0,1.1,0.4,3.5,50.26
22.7,30.3,17.5,78,0,1.1,0.4,3.5,68.58
21.1,30,16,73,0,0.6,1.9,11.1,90.07
21.1,30,16,73,0,0.6,1.9,11.1,66.07
19.7,30.2,14,82,0,0.3,0.4,3.5,38.75
19.7,30.2,14,82,0,0.3,0.4,3.5,46.28
20.1,30.4,13.8,71,0,0.5,0.9,7.6,42.19
20.1,30.4,13.8,71,0,0.5,0.9,7.6,38.04
19.3,28.5,12.4,74,0,0.6,0.4,3.5,23.98
19.3,28.5,12.4,74,0,0.6,0.4,3.5,36.4
20.1,28.5,14.6,73,0,0.8,1.9,7.6,45.37
20.1,28.5,14.6,73,0,0.8,1.9,7.6,49.68
18.8,27.7,13.2,76,0,1.1,0.6,5.55,67.35
18.8,27.7,13.2,76,0,1.1,0.6,5.55,66.06
18.1,24.3,13.5,60,0,1.8,5.6,14.8,48.84
18.1,24.3,13.5,60,0,1.8,5.6,14.8,43.85
15.9,24.5,9.4,58,0,1.4,3.9,11.1,59.85
15.9,24.5,9.4,58,0,1.4,3.9,11.1,56.1
16,24.4,10.2,59,0,1.8,5.2,18.3,38.93
16,24.4,10.2,59,0,1.8,5.2,18.3,58.98
16.9,26.5,8.6,57,0,1.9,3.5,9.4,66
16.9,26.5,8.6,57,0,1.9,3.5,9.4,61.36
16.9,27.5,8.6,63,0,1.6,1.1,9.4,61.73
16.9,27.5,8.6,63,0,1.6,1.1,9.4,76.45
16.3,27.5,9,63,0,1.9,5,13,68.75
16.3,27.5,9,63,0,1.9,5,13,68.68
15.7,27.1,8.2,66,0,1.6,1.7,13,54.94
15.7,27.1,8.2,66,0,1.6,1.7,13,66.31
15.2,26,7.4,65,0,1.6,0,9.2,48.57
15.2,26,7.4,65,0,1.6,0,9.2,39.65
15.1,26.4,8,72,0,1.3,0.7,5.4,57.39
15.1,26.4,8,72,0,1.3,0.7,5.4,54.55
17.4,25,12,47,0,1.9,6.1,22.2,66.79
17.4,25,12,47,0,1.9,6.1,22.2,58.51
16.6,25.2,9.4,52,0,1.9,6.7,22.2,56.22
16.6,25.2,9.4,52,0,1.9,6.7,22.2,62.37
16.1,26.6,0.7,60,0,1.9,1.7,9.4,75.14
16.1,26.6,0.7,60,0,1.9,1.7,9.4,64.8
15.7,21.7,12,85,0,1,3.3,7.6,59.73
15.7,21.7,12,85,0,1,3.3,7.6,54
13.6,21.3,9.6,83,0,0.8,4.8,11.1,64.1
13.6,21.3,9.6,83,0,0.8,4.8,11.1,72.89
12.7,19.5,8,78,0,1,6.1,11.1,73.6
12.7,19.5,8,78,0,1,6.1,11.1,43.18
15.2,25.6,9.6,70,0,1.4,4.4,9.4,41.49
15.2,25.6,9.6,70,0,1.4,4.4,9.4,68.33
16.4,23.7,9.6,82,0,0.5,2.8,9.4,48.67
16.4,23.7,9.6,82,0,0.5,2.8,9.4,42.04
17.4,25,12,76,0,0.8,1.3,9.4,43.99
17.4,25,12,76,0,0.8,1.3,9.4,44.09
13.5,25.1,7,79,0,1,3.9,13,56.12
13.5,25.1,7,79,0,1,3.9,13,54.01
14.4,23.2,7.1,74,0,1.3,2,7.6,60.56
14.4,23.2,7.1,74,0,1.3,2,7.6,56.85
15.1,25,7.6,71,0,1.3,3.5,13,53.7
15.1,25,7.6,71,0,1.3,3.5,13,60.7
12,22,7.05,88.5,0,0.3,1.75,7.4,52.12
12,22,7.05,88.5,0,0.3,1.75,7.4,52.29
12.2,23.9,5.7,88,0,0.3,0.7,5.4,52.23
12.2,23.9,5.7,88,0,0.3,0.7,5.4,43.11
11.8,20.1,8.4,89,0,0.3,2.8,9.4,41.11
11.8,20.1,8.4,89,0,0.3,2.8,9.4,49.34
11.3,18.2,6.7,85,0,0.6,3.5,9.4,45.91
11.3,18.2,6.7,85,0,0.6,3.5,9.4,49.11
13.2,20.8,6.4,69,0,1.4,8.5,14.8,53.31
13.2,20.8,6.4,69,0,1.4,8.5,14.8,43.54
12.1,20.7,5,72,0,1.4,3.9,11.1,37.47
12.1,20.7,5,72,0,1.4,3.9,11.1,38.83
12.2,21.7,4.2,75,0,1.4,5.7,18.3,38.43
12.2,21.7,4.2,75,0,1.4,5.7,18.3,40.95
13.6,23.7,5.5,68,0,1.4,4.4,18.3,38.4
13.6,23.7,5.5,68,0,1.4,4.4,18.3,44.13
14,23.7,5.7,69,0,2.3,4.8,14.8,45.75
14,23.7,5.7,69,0,2.3,4.8,14.8,49.74
14.7,25,6.4,70,0,1.4,9.4,24.1,51.27
14.7,25,6.4,70,0,1.4,9.4,24.1,57.47
15.8,24.2,9.5,79,0,1,4.6,11.1,47.69
15.8,24.2,9.5,79,0,1,4.6,11.1,48.62
14.2,24.9,8,75,0,0.6,5,13,55.26
14.2,24.9,8,75,0,0.6,5,13,43.87
13.9,25.2,5,70,0,1.9,0.4,3.5,43.19
13.9,25.2,5,70,0,1.9,0.4,3.5,40.51
12.5,18.9,8.8,90,0,0.6,8.3,16.5,46.16
12.5,18.9,8.8,90,0,0.6,8.3,16.5,40.69
12.1,18.4,7,89,0,0.5,4.4,9.4,45.55
12.1,18.4,7,89,0,0.5,4.4,9.4,38.38
13,20.2,8,79,0,0.6,4.3,9.4,34.95
13,20.2,8,79,0,0.6,4.3,9.4,40.45
17.2,26.9,9.9,69,0,1.4,13,25.9,44.99
17.2,26.9,9.9,69,0,1.4,13,25.9,45.24
18.7,27.2,11,69,0,1.4,3,13,57.76
18.7,27.2,11,69,0,1.4,3,13,52.43
17.7,27.8,10.5,69,0,1.6,3.7,14.8,41.74
17.7,27.8,10.5,69,0,1.6,3.7,14.8,46.28
16,26.5,9.3,57,0,1.4,4.4,13,44.49
16,26.5,9.3,57,0,1.4,4.4,13,43.79
15,23.6,8.5,55,0,1.4,7.4,22.2,48.03
15,23.6,8.5,55,0,1.4,7.4,22.2,37.77
13.9,24.1,5.5,61,0,1.6,1.7,9.4,43.04
13.9,24.1,5.5,61,0,1.6,1.7,9.4,37.89
14.6,24,6.1,59,0,1.3,2.2,7.6,45.83
14.6,24,6.1,59,0,1.3,2.2,7.6,44.89
16.4,23.4,9,75,0,1.6,5.2,14.8,51.95
16.4,23.4,9,75,0,1.6,5.2,14.8,52.82
16.4,23.5,10.2,63,0,1.8,11.1,25.9,45.99
16.4,23.5,10.2,63,0,1.8,11.1,25.9,46.6
17.5,23.4,11.6,66,0,2.4,9.8,25.9,50.02
17.5,23.4,11.6,66,0,2.4,9.8,25.9,54.47
18.1,26.6,10,60,0,1.6,3.3,18.3,52.72
18.1,26.6,10,60,0,1.6,3.3,18.3,49.55
19,28.2,10.1,62,0,2.1,4.4,14.8,57.85
19,28.2,10.1,62,0,2.1,4.4,14.8,57.43
21.5,31.2,12.5,59,0,1.8,1.5,5.4,58.75
21.5,31.2,12.5,59,0,1.8,1.5,5.4,67.56
22.5,31.6,17,65,0,1.9,7.4,16.5,68.76
22.5,31.6,17,65,0,1.9,7.4,16.5,64.33
21.1,29.4,14.5,64,0,2.6,11.3,25.9,67.6
21.1,29.4,14.5,64,0,2.6,11.3,25.9,65.46
22.3,29.8,15.4,65,0,1.9,6.3,24.1,64.73
22.3,29.8,15.4,65,0,1.9,6.3,24.1,54.04
21.7,30.7,14.9,62,0,1.6,1.7,7.6,54.42
21.7,30.7,14.9,62,0,1.6,1.7,7.6,56.29
22.9,31,15.5,58,0,2.3,3.9,14.8,42.76
22.9,31,15.5,58,0,2.3,3.9,14.8,60.94
24.1,32.3,16.6,53,0,2.1,2,9.4,46.34
24.1,32.3,16.6,53,0,2.1,2,9.4,48.2
21.8,29.4,14.7,53,0,2.6,7.6,22.2,47.74
21.8,29.4,14.7,53,0,2.6,7.6,22.2,47.69
22.6,31.6,13.3,57,0,2.3,3.1,14.8,53.47
22.6,31.6,13.3,57,0,2.3,3.1,14.8,55.85
23.4,32.2,14.8,52,0,1.8,3.5,11.1,49.19
23.4,32.2,14.8,52,0,1.8,3.5,11.1,51.01
25.9,35.6,17.1,45,0,2.3,2.8,11.1,53.3
25.9,35.6,17.1,45,0,2.3,2.8,11.1,48.98
24.8,36.2,17,47,0,2.7,1.9,9.4,61.05
24.8,36.2,17,47,0,2.7,1.9,9.4,60.81
25,34.1,17.2,51,0,2.6,11.3,27.8,63.78
25,34.1,17.2,51,0,2.6,11.3,27.8,59.45
24.6,34.4,15,44,0,2.3,4.4,14.8,48.81
24.6,34.4,15,44,0,2.3,4.4,14.8,65.07
26.1,35,16.5,45,0,2.6,2.2,5.4,69.49
26.1,35,16.5,45,0,2.6,2.2,5.4,75.5
26.1,35,21,53,0,2.6,5.6,14.8,69.07
26.1,35,21,53,0,2.6,5.6,14.8,60.39
25.7,32.3,18.5,49,0,1.9,8.7,22.2,65.54
25.7,32.3,18.5,49,0,1.9,8.7,22.2,64.55
26.3,33.6,19.5,44,0,2.6,9.1,22.2,50.16
26.3,33.6,19.5,44,0,2.6,9.1,22.2,59.09
27.1,36.8,17.3,38,0,3.2,4.6,14.8,59.48
27.1,36.8,17.3,38,0,3.2,4.6,14.8,57.57
26.9,36.2,20,51,0,2.9,9.1,14.8,57.48
26.9,36.2,20,51,0,2.9,9.1,14.8,61.42
27.8,34.8,20,52,0,2.7,6.1,11.1,53.1
27.8,34.8,20,52,0,2.7,6.1,11.1,57.78
27.6,36.2,20.8,53,0,2.6,4.8,11.1,65.24
27.6,36.2,20.8,53,0,2.6,4.8,11.1,67.9
29.4,38.2,21.4,49,0,2.6,2.6,5.4,67.88
29.4,38.2,21.4,49,0,2.6,2.6,5.4,56.2
27.9,36.6,19,57,5.08,2.7,5.9,9.4,62.52
27.9,36.6,19,57,5.08,2.7,5.9,9.4,54.41
29.4,35.6,23,51,0,2.3,9.1,18.3,70.39
29.4,35.6,23,51,0,2.3,9.1,18.3,58.67
25.2,36.3,20.2,67,2.03,2.9,6.7,22.2,57.66
25.2,36.3,20.2,67,2.03,2.9,6.7,22.2,55.77
25.8,34.4,18.2,38,0,2.3,3,14.8,60.27
25.8,34.4,18.2,38,0,2.3,3,14.8,59.41
28.1,36,18.2,36,0,3.1,4.6,14.8,59.46
28.1,36,18.2,36,0,3.1,4.6,14.8,53.43
30.1,38,20.5,39,0,2.7,3.1,11.1,48.95
30.1,38,20.5,39,0,2.7,3.1,11.1,49.85
31.1,39,23,32,0,2.6,5,22.2,56.75
31.1,39,23,32,0,2.6,5,22.2,59.11
32.7,39.4,24,26,0,1.9,12.4,33.5,59.1
32.7,39.4,24,26,0,1.9,12.4,33.5,59.9
29.2,39.5,24,31,0,2.6,9.1,14.8,50.6
29.2,39.5,24,31,0,2.6,9.1,14.8,58.87
31.7,41.4,20.8,26,0,2.6,5.6,18.3,60.12
31.7,41.4,20.8,26,0,2.6,5.6,18.3,57.87
33.2,41.6,25.5,31,0,1.9,4.8,13,57.03
33.2,41.6,25.5,31,0,1.9,4.8,13,48.46
32.4,42,26.4,48,0,3.1,7,9.4,48.47
32.4,42,26.4,48,0,3.1,7,9.4,60.18
31.7,40,26.5,52,0,2.7,10,14.8,54.22
31.7,40,26.5,52,0,2.7,10,14.8,41.95
28.8,37.6,20.2,59,12.95,1.6,13.7,31.3,45.16
28.8,37.6,20.2,59,12.95,1.6,13.7,31.3,46.66
29.6,34.2,25,52,0,1.9,10,14.8,37.85
29.6,34.2,25,52,0,1.9,10,14.8,27.45
31.2,38,24,40,0,1.9,11.7,37,43.38
31.2,38,24,40,0,1.9,11.7,37,40.15
29.1,39.6,24.6,43,0,1.8,7.4,22.2,45.76
29.1,39.6,24.6,43,0,1.8,7.4,22.2,44.56
28.3,35.2,22.4,57,0,1.9,3.3,11.1,46.41
28.3,35.2,22.4,57,0,1.9,3.3,11.1,53.39
29.9,42.2,24.4,56,7.87,1.8,12,31.3,60.2
29.9,42.2,24.4,56,7.87,1.8,12,31.3,66.75
30.2,35.6,24,53,0,2.6,6.7,9.4,64.38
30.2,35.6,24,53,0,2.6,6.7,9.4,66.18
32.2,37.4,26.4,54,0,2.7,5.2,16.5,59.17
32.2,37.4,26.4,54,0,2.7,5.2,16.5,39.06
33.1,41.2,26.4,40,0,1.9,4.4,14.8,33.09
33.1,41.2,26.4,40,0,1.9,4.4,14.8,44.04
33.2,41.4,27,33,0,2.6,3.1,14.8,33.17
33.2,41.4,27,33,0,2.6,3.1,14.8,31.43
34.1,41.2,25.5,26,0,2.7,5.9,16.5,31.21
34.1,41.2,25.5,26,0,2.7,5.9,16.5,28.09
34.5,43,23.8,25,0,2.7,6.5,22.2,33.79
34.5,43,23.8,25,0,2.7,6.5,22.2,39.78
34.5,44,24.5,27,0,1.9,4.4,18.3,45.71
34.5,44,24.5,27,0,1.9,4.4,18.3,41.14
36.1,45,26.3,24,0,2.7,8.7,25.9,40.01
36.1,45,26.3,24,0,2.7,8.7,25.9,53.82
35.9,42,29.4,46,0,2.7,7,14.8,65.27
35.9,42,29.4,46,0,2.7,7,14.8,54.8
34.6,42.1,28.4,50,0,2.6,12.8,33.5,43.89
34.6,42.1,28.4,50,0,2.6,12.8,33.5,34.6
32.3,42,26.6,53,0,2.7,12,18.3,45.16
32.3,42,26.6,53,0,2.7,12,18.3,26.96
34,39.2,27.7,56,0,2.6,9.6,14.8,29.2
34,39.2,27.7,56,0,2.6,9.6,14.8,28.01
35.8,40.8,29.2,53,0,1.9,6.5,11.1,23.59
35.8,40.8,29.2,53,0,1.9,6.5,11.1,31.96
35.2,41.4,32,55,0,1.9,11.3,18.3,32.43
35.2,41.4,32,55,0,1.9,11.3,18.3,31.96
30.3,40.5,25.6,75,5.08,1.4,11.5,33.5,24.18
30.3,40.5,25.6,75,5.08,1.4,11.5,33.5,32.23
37.8,41.7,34,41,0,1.6,19.4,33.5,24.91
37.8,41.7,34,41,0,1.6,19.4,33.5,26.11
36.8,41.2,33,41,0,1.6,16.9,25.9,34.46
36.8,41.2,33,41,0,1.6,16.9,25.9,21.39
36.7,40.5,33.4,43,0,1.9,17.4,27.8,18.6
36.7,40.5,33.4,43,0,1.9,17.4,27.8,19.82
34.2,39.4,26.5,49,0,2.6,5.9,16.5,24.11
34.2,39.4,26.5,49,0,2.6,5.9,16.5,26.19
35.2,40.2,29.8,55,0,2.6,1.9,5.4,28.09
35.2,40.2,29.8,55,0,2.6,1.9,5.4,27.81
36.2,41.9,30.9,50,0,1.9,3.5,11.1,29.94
36.2,41.9,30.9,50,0,1.9,3.5,11.1,29.3
36.6,42.2,32.6,42,0,2.1,11.3,31.7,28.1
36.6,42.2,32.6,42,0,2.1,11.3,31.7,29.61
32.4,42.7,30.7,59,0,1.9,5.4,11.1,25.4
32.4,42.7,30.7,59,0,1.9,5.4,11.1,27.42
30.3,37.5,26.2,76,3.05,1.9,10.2,18.3,32.06
30.3,37.5,26.2,76,3.05,1.9,10.2,18.3,31.12
32.6,36.2,29,68,0,1.9,11.9,22.2,34.11
32.6,36.2,29,68,0,1.9,11.9,22.2,31.83
31.2,37.4,24.4,66,22.1,2.9,12,24.1,27.66
31.2,37.4,24.4,66,22.1,2.9,12,24.1,23.92
32.1,37.8,23.6,70,0,2.3,6.3,13,27.7
32.1,37.8,23.6,70,0,2.3,6.3,13,32.47
33.7,37.8,28.2,59,0,1.9,3.1,14.8,34.04
33.7,37.8,28.2,59,0,1.9,3.1,14.8,31.87
35.2,39.4,28.5,55,0,3.1,3.3,7.6,30.62
35.2,39.4,28.5,55,0,3.1,3.3,7.6,30.9
33.4,40.1,30.8,71,0,1.9,9.4,14.8,32.1
33.4,40.1,30.8,71,0,1.9,9.4,14.8,39.36
29.3,37.8,26.2,85,54.1,1.9,3.7,9.4,31.02
29.3,37.8,26.2,85,54.1,1.9,3.7,9.4,25.33
30.3,34.2,25.4,82,0,1.9,3.7,11.1,18.25
30.3,34.2,25.4,82,0,1.9,3.7,11.1,19.29
31.8,35.2,27.6,77,0,1.9,5.6,11.1,20.69
31.8,35.2,27.6,77,0,1.9,5.6,11.1,24.77
32.8,37.3,28.8,73,0,2.6,5.2,11.1,26.5
32.8,37.3,28.8,73,0,2.6,5.2,11.1,21.91
29.2,37.8,26,87,23.88,1.9,1.9,5.4,21.53
29.2,37.8,26,87,23.88,1.9,1.9,5.4,27.06
29.2,33.4,27,89,7.11,1.9,2.8,7.6,23.57
29.2,33.4,27,89,7.11,1.9,2.8,7.6,19.58
29.5,36.7,28,84,1.02,1.9,3.9,9.4,23.36
29.5,36.7,28,84,1.02,1.9,3.9,9.4,26.15
26.9,32.2,25.8,95,5.08,1.9,6.5,11.1,26.55
26.9,32.2,25.8,95,5.08,1.9,6.5,11.1,20.64
26.7,28.7,25.2,95,45.97,1.9,3.1,13,26.24
26.7,28.7,25.2,95,45.97,1.9,3.1,13,28.23
30,34.5,27.2,76,0,1.9,8.3,14.8,23.65
30,34.5,27.2,76,0,1.9,8.3,14.8,26.36
31.5,35,26,71,0.51,2.7,5,14.8,29.46
31.5,35,26,71,0.51,2.7,5,14.8,23.21
32.1,35.6,28.2,67,0,2.3,13,22.2,22.44
32.1,35.6,28.2,67,0,2.3,13,22.2,23.11
31.5,35.8,28.2,68,0,2.3,11.7,22.2,24.58
31.5,35.8,28.2,68,0,2.3,11.7,22.2,25.86
28.2,31.8,26.4,89,2.03,1.9,2.6,7.6,26.12
28.2,31.8,26.4,89,2.03,1.9,2.6,7.6,35.01
30.4,33.4,26.5,83,4.06,1.9,4.6,9.4,38.79
30.4,33.4,26.5,83,4.06,1.9,4.6,9.4,40.04
32,35.4,27.6,73,0.51,2.3,4.6,14.8,49.18
32,35.4,27.6,73,0.51,2.3,4.6,14.8,30.31
30.4,33.2,27.6,78,7.87,1.9,1.7,7.6,23.89
30.4,33.2,27.6,78,7.87,1.9,1.7,7.6,28.89
30.8,34.4,27.4,80,0.51,2.3,4.3,9.4,19.54
30.8,34.4,27.4,80,0.51,2.3,4.3,9.4,22.48
31.1,35.3,28.4,73,8.89,2.6,5.6,14.8,28.54
31.1,35.3,28.4,73,8.89,2.6,5.6,14.8,35.24
28.5,36.3,26.6,91,5.08,1.9,0,12.1,37.24
28.5,36.3,26.6,91,5.08,1.9,0,12.1,41.92
30,33.6,25.9,83,40.89,1.9,4.3,9.4,35.54
30,33.6,25.9,83,40.89,1.9,4.3,9.4,38.52
31.7,36.4,26.2,73,0,1.9,4.6,9.4,35.8
31.7,36.4,26.2,73,0,1.9,4.6,9.4,36.72
30.3,34.4,27,73,0,2.6,11.3,24.1,45.63
30.3,34.4,27,73,0,2.6,11.3,24.1,44.88
31,34.2,27,73,0,3.2,7.8,24.1,32.93
31,34.2,27,73,0,3.2,7.8,24.1,42.38
29.6,34.9,26.5,83,2.03,2.6,2.6,9.4,51.05
29.6,34.9,26.5,83,2.03,2.6,2.6,9.4,52.46
30.9,35.1,28,76,0,2.3,4.8,11.1,43.9
30.9,35.1,28,76,0,2.3,4.8,11.1,37.04
27.1,34,23.5,93,24.89,1.8,4.8,16.5,42.01
27.1,34,23.5,93,24.89,1.8,4.8,16.5,42
26.7,29.4,25,92,24.89,1.9,4.6,11.1,40.16
26.7,29.4,25,92,24.89,1.9,4.6,11.1,44.92
26.7,29,25.6,95,36.07,1.6,0.4,3.5,54.38
26.7,29,25.6,95,36.07,1.6,0.4,3.5,44.29
28.3,34.6,24.6,86,20.07,2.1,1.7,9.4,44.65
28.3,34.6,24.6,86,20.07,2.1,1.7,9.4,51.05
28.7,34.1,25.5,83,2.03,2.6,9.3,22.2,47.64
28.7,34.1,25.5,83,2.03,2.6,9.3,22.2,42.61
28.6,33.6,25,80,6.1,3.1,8.1,11.1,41.32
28.6,33.6,25,80,6.1,3.1,8.1,11.1,44.7
30.3,33.6,26.5,67,0,2.6,13,18.3,56.09
30.3,33.6,26.5,67,0,2.6,13,18.3,62.29
29.5,34.4,22.2,70,0,3.4,7,14.8,53.02
29.5,34.4,22.2,70,0,3.4,7,14.8,52.9
30.6,34.6,25.5,60,0,4,8.1,13,52.78
30.6,34.6,25.5,60,0,4,8.1,13,53.2
29.15,35.55,23.9,70.5,0,2.65,5.95,11.2,50.55
29.15,35.55,23.9,70.5,0,2.65,5.95,11.2,47.05
30,35.4,24,66,0,2.7,2.8,7.6,45.98
30,35.4,24,66,0,2.7,2.8,7.6,46.13
28.3,35.7,23.8,75,0,2.6,9.1,14.8,45.43
28.3,35.7,23.8,75,0,2.6,9.1,14.8,51.96
25.8,34,22.2,91,26.92,1.9,10.9,18.3,45
25.8,34,22.2,91,26.92,1.9,10.9,18.3,45.01
26.9,33.6,22.4,83,13.46,2.3,6.65,12.95,51.22
26.9,33.6,22.4,83,13.46,2.3,6.65,12.95,38.35
28,33.2,22.6,75,0,2.7,2.4,7.6,47.94
28,33.2,22.6,75,0,2.7,2.4,7.6,42.55
29.3,35.4,23.2,63,0,2.6,2,11.1,51.68
29.3,35.4,23.2,63,0,2.6,2,11.1,53.37
28.9,35.5,23.4,65,0,2.3,2.6,11.1,37.8
28.9,35.5,23.4,65,0,2.3,2.6,11.1,31.95
28.2,34.8,22.2,66,0,2.7,2.6,9.4,32.95
28.2,34.8,22.2,66,0,2.7,2.6,9.4,40.74
28.7,35.2,22.5,63,0,2.6,0.4,3.5,36.97
28.7,35.2,22.5,63,0,2.6,0.4,3.5,39.51
28.8,35.6,22.5,59,0,2.6,0.4,3.5,51.15
28.8,35.6,22.5,59,0,2.6,0.4,3.5,46.03
26.4,34.6,20.2,63,0,2.3,1.9,7.6,40.22
26.4,34.6,20.2,63,0,2.3,1.9,7.6,37.22
27.5,34.8,20.1,63,0,1.9,2,9.4,40.01
27.5,34.8,20.1,63,0,1.9,2,9.4,37.48
27.8,35.3,22.4,66,0,1.9,3.7,9.4,37.17
27.8,35.3,22.4,66,0,1.9,3.7,9.4,39.8
23.8,32.4,16.6,62,0,1.8,0,9.4,34.02
23.8,32.4,16.6,62,0,1.8,0,9.4,34.61
24.2,31.8,17.3,58,0,2.6,5.4,14.8,35.79
24.2,31.8,17.3,58,0,2.6,5.4,14.8,35.79
25.7,32.5,17,58,0,2.6,3,9.4,35.45
25.7,32.5,17,58,0,2.6,3,9.4,39.35
27.1,34,17.8,54,0,2.3,2.8,9.4,38.44
27.1,34,17.8,54,0,2.3,2.8,9.4,38.12
26,33.8,17.4,52,0,2.4,2,7.6,32.33
26,33.8,17.4,52,0,2.4,2,7.6,40.87
24.8,32.9,17,54,0,2.6,3.3,13,32.45
24.8,32.9,17,54,0,2.6,3.3,13,37.6
