T,TM,Tm,H,PP,VV,V,VM,SO2
25.2,33,16,46,0,4.7,4.1,11.1,8.3
24.7,32.8,15.9,57,0,4.3,4.4,11.1,12.88
24.7,32.8,15.9,57,0,4.3,4.4,11.1,17.02
26.2,32,18.8,57,0,4.2,2.8,9.4,20.36
26.2,32,18.8,57,0,4.2,2.8,9.4,10.27
24.2,31.5,14.3,42,0,5,3.9,11.1,7.39
24.2,31.5,14.3,42,0,5,3.9,11.1,6.36
23.3,31.4,12.6,42,0,4.7,3.5,11.1,7.37
23.3,31.4,12.6,42,0,4.7,3.5,11.1,8.69
23.2,31,12.7,53,0,4,4.4,9.4,8.18
23.2,31,12.7,53,0,4,4.4,9.4,8.22
24,31.4,14.6,48,0,4,3.9,9.4,7.54
24,31.4,14.6,48,0,4,3.9,9.4,9.89
24.3,31.4,13.3,42,0,3.9,3.1,9.4,14.95
24.3,31.4,13.3,42,0,3.9,3.1,9.4,12.91
24.2,31,13.8,48,0,4.2,4.6,11.1,11.14
24.2,31,13.8,48,0,4.2,4.6,11.1,10.18
23.7,31,11.8,32,0,5,5.6,16.5,9.79
23.7,31,11.8,32,0,5,5.6,16.5,9.17
24.4,32.1,12,32,0,4.7,5.4,14.8,8.88
24.4,32.1,12,32,0,4.7,5.4,14.8,9.83
24.6,32.3,12.8,33,0,5.1,4.8,11.1,7.58
24.6,32.3,12.8,33,0,5.1,4.8,11.1,7.22
25.2,32.7,13,36,0,5.1,5.9,11.1,6.03
25.2,32.7,13,36,0,5.1,5.9,11.1,7.24
24.4,30.1,15.9,46,0,4,2.8,9.4,6.94
24.4,30.1,15.9,46,0,4,2.8,9.4,5.14
26.6,33,17.9,45,0,4.7,2,7.6,5.62
26.6,33,17.9,45,0,4.7,2,7.6,7.43
26.2,33.8,18,42,0,4.5,5.4,14.8,8.79
26.2,33.8,18,42,0,4.5,5.4,14.8,14.59
25.3,31.6,18.6,60,0,4,9.3,14.8,5.86
25.3,31.6,18.6,60,0,4,9.3,14.8,4.84
25.1,30.3,18.7,53,0,4,9.3,18.3,5.87
25.1,30.3,18.7,53,0,4,9.3,18.3,7.01
26.1,31,17.7,52,0,5,5.9,13,11.32
26.1,31,17.7,52,0,5,5.9,13,13.35
27.7,33,19.9,49,0,4.7,7.6,14.8,16.25
27.7,33,19.9,49,0,4.7,7.6,14.8,16.63
27.7,33,20.3,47,0,4.7,6.5,14.8,10.47
27.7,33,20.3,47,0,4.7,6.5,14.8,7.69
27.3,33.7,19,48,0,4.7,5.9,13,9.57
27.3,33.7,19,48,0,4.7,5.9,13,9.65
26.5,32.6,16.9,38,0,5,7.4,16.5,9.33
26.5,32.6,16.9,38,0,5,7.4,16.5,7.54
27.5,34,15,35,0,4.8,6.1,14.8,7.47
27.5,34,15,35,0,4.8,6.1,14.8,5.79
28.2,35,17,36,0,4.2,5,18.3,5.28
28.2,35,17,36,0,4.2,5,18.3,5.64
29.8,35.8,18.3,31,0,4.8,5.4,13,5.82
29.8,35.8,18.3,31,0,4.8,5.4,13,4.72
29.6,35.6,18,32,0,5.1,5.7,14.8,5.68
29.6,35.6,18,32,0,5.1,5.7,14.8,9.13
29.5,38,19,32,0,5.1,3.7,13,5.05
29.5,38,19,32,0,5.1,3.7,13,6.94
30.2,36.7,21.3,29,0,5.3,6.9,14.8,6.42
30.2,36.7,21.3,29,0,5.3,6.9,14.8,6.12
29.6,36.5,19,30,0,5.3,6.3,13,7.29
29.6,36.5,19,30,0,5.3,6.3,13,5.19
29.4,37,19,36,0,5,5.7,13,4.9
29.4,37,19,36,0,5,5.7,13,5.47
29.9,37,20,39,0,5.5,5.6,14.8,8.34
29.9,37,20,39,0,5.5,5.6,14.8,5.64
31.1,37,20,34,0,5,6.3,14.8,9.98
31.1,37,20,34,0,5,6.3,14.8,10.51
31.2,37.7,24.3,38,0,4.7,6.1,13,9.2
31.2,37.7,24.3,38,0,4.7,6.1,13,10.1
30.4,35,21,39,0,5,5.7,11.1,7.55
30.4,35,21,39,0,5,5.7,11.1,6.52
31.3,37,22,38,0,5.3,4.1,11.1,6.92
31.3,37,22,38,0,5.3,4.1,11.1,6.07
31.9,37,24.8,40,0,4.8,7.4,13,6.99
31.9,37,24.8,40,0,4.8,7.4,13,7.12
30.9,39.2,24,55,0,4.8,7.4,13,6.84
30.9,39.2,24,55,0,4.8,7.4,13,7.72
31.7,37,24,46,0,4.3,4.4,13,9.74
31.7,37,24,46,0,4.3,4.4,13,7.94
33.1,39,22,33,0,5,4.6,11.1,5.92
33.1,39,22,33,0,5,4.6,11.1,5.45
32.2,40.1,24.9,47,0,5.1,6.3,11.1,6.1
32.2,40.1,24.9,47,0,5.1,6.3,11.1,5.94
29.3,39,23,62,12.95,4.5,8,16.5,6.47
29.3,39,23,62,12.95,4.5,8,16.5,6.91
29.2,35,23,66,0,4.7,8.1,14.8,7.8
29.2,35,23,66,0,4.7,8.1,14.8,6.11
31.3,37,21.6,54,12.95,5.3,7.2,14.8,5.28
31.3,37,21.6,54,12.95,5.3,7.2,14.8,6.44
30.1,37,18.5,46,23.11,4.3,6.1,18.3,5.79
30.1,37,18.5,46,23.11,4.3,6.1,18.3,6.11
25.5,36.4,19.1,61,9.91,4.7,5.7,11.1,5.38
25.5,36.4,19.1,61,9.91,4.7,5.7,11.1,4.84
29.7,36,20.3,56,0.51,4.8,3.9,14.8,8.26
29.7,36,20.3,56,0.51,4.8,3.9,14.8,9.18
32.3,38,23.6,48,0,5.1,7.2,14.8,6.93
32.3,38,23.6,48,0,5.1,7.2,14.8,8.04
33.4,39,26.3,46,0,5.1,6.9,14.8,6.25
33.4,39,26.3,46,0,5.1,6.9,14.8,6.97
29.2,38,24.5,69,0,4.3,6.9,13,7.04
29.2,38,24.5,69,0,4.3,6.9,13,6.22
34.9,41,26.8,34,0,5.1,5,13,6.42
34.9,41,26.8,34,0,5.1,5,13,6.99
34.7,41,27.6,29,0,5.5,9.3,18.3,4.39
34.7,41,27.6,29,0,5.5,9.3,18.3,6.26
34.2,40.8,25.6,31,0,5.5,5.7,18.3,5.77
34.2,40.8,25.6,31,0,5.5,5.7,18.3,6.41
34.4,41,24.8,42,0,5.8,7.2,11.1,6.53
34.4,41,24.8,42,0,5.8,7.2,11.1,5.81
33.8,40,27.3,43,0,5.3,6.5,18.3,6.76
33.8,40,27.3,43,0,5.3,6.5,18.3,6.87
34.7,40,25.5,39,0,5.6,6.7,13,7.11
34.7,40,25.5,39,0,5.6,6.7,13,7.1
35.1,42,26.6,38,0,5.5,8.5,24.1,7.18
35.1,42,26.6,38,0,5.5,8.5,24.1,7.06
33.8,42.5,26,51,0,5.3,7,18.3,5.17
33.8,42.5,26,51,0,5.3,7,18.3,6.1
28.8,40.5,23,70,0,5,10.7,24.1,6.84
28.8,40.5,23,70,0,5,10.7,24.1,7.35
35.4,40.2,27.5,39,0,5.5,6.7,14.8,8.45
35.4,40.2,27.5,39,0,5.5,6.7,14.8,10.11
36.1,41,27.8,34,0,5.5,4.3,9.4,7.58
36.1,41,27.8,34,0,5.5,4.3,9.4,8.26
32.8,40.9,28,52,0,5,8,22.2,9.66
32.8,40.9,28,52,0,5,8,22.2,8.96
33.1,40,26.8,43,0,5.5,5.4,18.3,9.83
33.1,40,26.8,43,0,5.5,5.4,18.3,8.6
31.1,39,24,53,7.87,5.1,8.3,16.5,6.94
31.1,39,24,53,7.87,5.1,8.3,16.5,6.5
32.1,38.5,22.5,53,0,5.3,5.6,13,6.21
32.1,38.5,22.5,53,0,5.3,5.6,13,6.19
35.6,41,26.9,34,0,5.3,5.4,14.8,6.35
35.6,41,26.9,34,0,5.3,5.4,14.8,6.42
35.6,41.3,27.8,40,0,5.6,6.7,13,6.36
35.6,41.3,27.8,40,0,5.6,6.7,13,5.93
34.8,41.3,28.7,47,0,5.6,7.6,14.8,4.6
34.8,41.3,28.7,47,0,5.6,7.6,14.8,5.05
34.6,41,25.7,45,0.25,5.1,8.1,14.8,5.38
34.6,41,25.7,45,0.25,5.1,8.1,14.8,6.64
34.3,39.9,27.7,48,0,5.5,8.9,18.3,7.1
34.3,39.9,27.7,48,0,5.5,8.9,18.3,5.74
34.1,39.3,25.6,48,0,5.5,7,11.1,5.56
34.1,39.3,25.6,48,0,5.5,7,11.1,5.95
32.6,40.7,24,57,7.87,5.1,8.5,18.3,6.07
32.6,40.7,24,57,7.87,5.1,8.5,18.3,5.06
33.8,40.1,24.3,53,0,5.5,6.1,11.1,5.19
33.8,40.1,24.3,53,0,5.5,6.1,11.1,5.61
27.9,38.9,24.9,77,0,4.2,5.4,14.8,5.45
27.9,38.9,24.9,77,0,4.2,5.4,14.8,5.47
32,37.6,25.5,55,0,5,10.4,18.3,4.83
32,37.6,25.5,55,0,5,10.4,18.3,4.96
28.8,37.9,23.4,75,10.92,5.1,12.6,20.6,6.21
28.8,37.9,23.4,75,10.92,5.1,12.6,20.6,6.88
28.4,33.4,24.4,74,0.25,4.7,11.1,18.3,6.66
28.4,33.4,24.4,74,0.25,4.7,11.1,18.3,8.75
29.3,34,24.8,70,0,4.5,14.8,22.2,6.46
29.3,34,24.8,70,0,4.5,14.8,22.2,6.95
30.7,35,23.5,64,8.89,4.8,15.4,24.1,7.32
30.7,35,23.5,64,8.89,4.8,15.4,24.1,9.52
30.9,35.2,25.7,61,0,4.8,16.1,27.8,9.11
30.9,35.2,25.7,61,0,4.8,16.1,27.8,9.22
31.9,37,26.1,55,0,5.1,15.7,22.2,7.41
31.9,37,26.1,55,0,5.1,15.7,22.2,5.87
30.9,36,24.6,59,0,5.6,16.1,25.9,6.55
30.9,36,24.6,59,0,5.6,16.1,25.9,7.06
32.9,38,25.5,53,0,5.5,8.7,16.5,6.46
32.9,38,25.5,53,0,5.5,8.7,16.5,6.09
32.4,38,26.5,55,0,5.5,11.7,22.2,7.2
32.4,38,26.5,55,0,5.5,11.7,22.2,6.79
29.1,32.9,24.7,68,0,4.8,16.1,25.9,6.8
29.1,32.9,24.7,68,0,4.8,16.1,25.9,6.2
29.1,33.2,23.7,67,0,5.1,19.1,27.8,6.61
29.1,33.2,23.7,67,0,5.1,19.1,27.8,7.02
28.2,33.6,24.3,73,0,4.3,17.6,31.7,6.63
28.2,33.6,24.3,73,0,4.3,17.6,31.7,6.37
29.7,35.9,24.8,63,0,5.6,11.9,18.3,7.05
29.7,35.9,24.8,63,0,5.6,11.9,18.3,8.15
30.4,34.1,24.5,62,0,5.5,13.5,22.2,7.42
30.4,34.1,24.5,62,0,5.5,13.5,22.2,5.9
28.8,35.7,23.7,65,0,5,14.4,22.2,6.07
28.8,35.7,23.7,65,0,5,14.4,22.2,6.09
24.8,29.8,22.4,93,0.76,4.2,13,22.2,6.15
24.8,29.8,22.4,93,0.76,4.2,13,22.2,6.65
24.9,26.7,21.7,93,16,4.7,15,22.2,7.29
24.9,26.7,21.7,93,16,4.7,15,22.2,10.13
25.6,29,22.3,88,1.02,4.5,15.4,27.8,5.69
25.6,29,22.3,88,1.02,4.5,15.4,27.8,7.17
25.4,28,22.6,89,2.03,4.7,16.7,27.8,8
25.4,28,22.6,89,2.03,4.7,16.7,27.8,6.84
25.2,29.2,21.9,93,4.06,4.5,13.3,20.6,5.98
25.2,29.2,21.9,93,4.06,4.5,13.3,20.6,6.73
25.7,28,22.7,90,4.06,4.5,17.4,25.9,8.08
25.7,28,22.7,90,4.06,4.5,17.4,25.9,8.73
27.9,31,22.6,78,0,5,18.1,27.8,8.55
27.9,31,22.6,78,0,5,18.1,27.8,7.55
26.7,30.7,23.3,81,0.51,5,19.4,25.9,7.85
26.7,30.7,23.3,81,0.51,5,19.4,25.9,7.61
26.2,29.4,23.3,76,0,4,7.8,14.8,6.97
26.2,29.4,23.3,76,0,4,7.8,14.8,8.39
28.3,33.2,23.9,69,1.02,4.5,13.7,25.9,8.85
28.3,33.2,23.9,69,1.02,4.5,13.7,25.9,7.13
27.3,33.4,24.2,76,3.05,4.8,18.1,27.8,8.74
27.3,33.4,24.2,76,3.05,4.8,18.1,27.8,6.4
28.1,32,23.8,74,0,5.1,17.4,25.9,7.13
28.1,32,23.8,74,0,5.1,17.4,25.9,7.74
28.7,33.8,23.4,68,0,5,16.5,25.9,8.05
28.7,33.8,23.4,68,0,5,16.5,25.9,7.84
27.2,32.4,23,76,1.02,4.5,16.5,25.9,7.79
27.2,32.4,23,76,1.02,4.5,16.5,25.9,9.3
28.4,34,22,74,12.95,5,15.2,29.4,8.8
28.4,34,22,74,12.95,5,15.2,29.4,7.75
29,33,23.5,69,0,5.1,14.8,27.8,6.42
29,33,23.5,69,0,5.1,14.8,27.8,5.67
27.3,32.7,22.7,73,0.25,5.5,18.3,27.8,6
27.3,32.7,22.7,73,0.25,5.5,18.3,27.8,7.04
27.2,30,23.6,75,0,4.7,16.7,27.8,6.77
27.2,30,23.6,75,0,4.7,16.7,27.8,7.78
26.2,32.6,22.9,84,2.03,4.8,13.1,35.2,8.41
26.2,32.6,22.9,84,2.03,4.8,13.1,35.2,6.81
26.3,29,22.5,84,0,5.5,18.3,27.8,6.9
26.3,29,22.5,84,0,5.5,18.3,27.8,7.14
26.1,29,22.4,87,7.11,5,14.1,22.2,8.39
26.1,29,22.4,87,7.11,5,14.1,22.2,6.23
25.6,29,22.7,89,1.02,4.8,15.4,22.2,6.13
25.6,29,22.7,89,1.02,4.8,15.4,22.2,5.85
25.2,30.4,22.1,90,0.76,4.2,15.6,22.2,6.42
25.2,30.4,22.1,90,0.76,4.2,15.6,22.2,8.2
23.3,27.2,20.5,93,20.07,4,15.7,22.2,6.93
23.3,27.2,20.5,93,20.07,4,15.7,22.2,7.03
25.7,29,20.7,85,8.89,5.1,15.2,25.9,7.08
25.7,29,20.7,85,8.89,5.1,15.2,25.9,9.16
26.8,31.2,22.3,80,0,5,12.8,22.2,7.78
26.8,31.2,22.3,80,0,5,12.8,22.2,5.89
25.7,30.8,22.2,86,0.76,4.8,14.4,24.1,5.74
25.7,30.8,22.2,86,0.76,4.8,14.4,24.1,5.14
25.1,29.6,20.9,90,2.03,4.8,12.6,22.2,6.26
25.1,29.6,20.9,90,2.03,4.8,12.6,22.2,8.43
27.1,32.2,23.5,78,0,5.1,12.4,22.2,6.99
27.1,32.2,23.5,78,0,5.1,12.4,22.2,9.45
27.5,31.8,22.9,74,3.2375,5.3,13.5,22.2,17.26
27.5,31.8,22.9,74,3.2375,5.3,13.5,22.2,13.82
26.8,32.2,22.1,81,10.92,5.1,12,22.2,14.89
26.8,32.2,22.1,81,10.92,5.1,12,22.2,13.5
26.3,31.2,21.5,81,5.08,5.1,10.4,22.2,10.8
26.3,31.2,21.5,81,5.08,5.1,10.4,22.2,9.08
27.2,31,22,69,0,5.5,15.7,25.9,9.14
27.2,31,22,69,0,5.5,15.7,25.9,4.76
27.3,32,22.2,66,0,5.5,11.5,22.2,4.21
27.3,32,22.2,66,0,5.5,11.5,22.2,3.64
28.6,33,21.4,65,0,5.5,6.1,16.5,3.92
28.6,33,21.4,65,0,5.5,6.1,16.5,6.19
28.6,33,22.7,74,0,4.8,4.1,14.8,5.23
28.6,33,22.7,74,0,4.8,4.1,14.8,9.47
28.8,34,22.7,73,0,5.1,4.6,11.1,6.04
28.8,34,22.7,73,0,5.1,4.6,11.1,6.88
30.4,33.7,22.2,65,0,4.7,6.1,11.1,8.39
30.4,33.7,22.2,65,0,4.7,6.1,11.1,11.76
26.3,31.4,23,82,0,5,7.2,18.3,16.45
26.3,31.4,23,82,0,5,7.2,18.3,14.29
27.6,31.4,21.6,75,0,4.5,5.2,9.4,19.41
27.6,31.4,21.6,75,0,4.5,5.2,9.4,14.14
23.9,30.6,22.4,92,0.25,3.2,9.6,18.3,14.98
23.9,30.6,22.4,92,0.25,3.2,9.6,18.3,11.42
25.45,31.45,22.275,86.25,0.125,3.525,7.25,16.075,6.15
25.45,31.45,22.275,86.25,0.125,3.525,7.25,16.075,4.13
26.4,33.2,22.7,86,0,3.2,4.6,18.3,3.89
26.4,33.2,22.7,86,0,3.2,4.6,18.3,4.62
28.1,33,20,75,0.51,4.8,4.6,13,5.76
28.1,33,20,75,0.51,4.8,4.6,13,8.73
27.6,32.4,23.3,82,0,4.8,5.9,13,7.39
27.6,32.4,23.3,82,0,4.8,5.9,13,10.52
28.8,33.7,22.5,75,0,4.8,5.9,13,16.11
28.8,33.7,22.5,75,0,4.8,5.9,13,18.58
29.7,33.4,22.5,70,0,5.1,7.6,14.8,27.46
29.7,33.4,22.5,70,0,5.1,7.6,14.8,32.99
29.7,33.8,23.5,72,0,4.7,7.8,14.8,28.68
29.7,33.8,23.5,72,0,4.7,7.8,14.8,23.55
28.9,33,21.8,68,0,4.7,7.2,14.8,14.26
28.9,33,21.8,68,0,4.7,7.2,14.8,4.64
29.1,33.2,22,58,0,5.1,7.6,14.8,4.63
29.1,33.2,22,58,0,5.1,7.6,14.8,4.53
28.6,34.2,19.8,52,0,5,7,18.3,9.77
28.6,34.2,19.8,52,0,5,7,18.3,13.92
29.1,34.2,20.6,61,0,5,6.7,11.1,9.72
29.1,34.2,20.6,61,0,5,6.7,11.1,15.7
29.6,34.4,22.3,60,0,5.1,5.9,14.8,15.99
29.6,34.4,22.3,60,0,5.1,5.9,14.8,16.75
29.1,34.5,25,70,0,4.5,6.7,14.8,18.36
29.1,34.5,25,70,0,4.5,6.7,14.8,11.85
28.3,32,19.9,55,0,5,7,14.8,8.85
28.3,32,19.9,55,0,5,7,14.8,14.12
28.7,32.4,19.5,59,0,5.3,5.9,11.1,20.32
28.7,32.4,19.5,59,0,5.3,5.9,11.1,13.09
29.3,33.2,22.8,58,0,5.1,5.7,11.1,9.29
29.3,33.2,22.8,58,0,5.1,5.7,11.1,7.79
27.3,32.7,19.3,58,0,4.8,7,14.8,8.53
27.3,32.7,19.3,58,0,4.8,7,14.8,5.66
26.8,32.3,18,46,0,5,8.3,18.3,4.21
26.8,32.3,18,46,0,5,8.3,18.3,4.65
25.8,32.5,16.7,46,0,5,7.8,18.3,4.23
25.8,32.5,16.7,46,0,5,7.8,18.3,5.66
27.1,32,16.3,50,0,5.1,6.9,11.1,5.63
27.1,32,16.3,50,0,5.1,6.9,11.1,7.25
26.8,31.9,18.9,66,0,5,6.5,11.1,5.85
26.8,31.9,18.9,66,0,5,6.5,11.1,4.46
26.4,31.2,21,78,0,4.7,8.5,18.3,6.86
26.4,31.2,21,78,0,4.7,8.5,18.3,13.68
27.2,30,22.3,76,0,5.1,6.7,13,16.29
27.2,30,22.3,76,0,5.1,6.7,13,12.91
28.4,33.5,20.9,63,0,5.3,6.1,66.5,9.12
28.4,33.5,20.9,63,0,5.3,6.1,66.5,9.12
28.5,33.4,20.9,59,0,5.3,6.3,14.8,11.57
28.5,33.4,20.9,59,0,5.3,6.3,14.8,12.56
27.8,33,19.7,58,0,5.3,5.2,11.1,10.82
27.8,33,19.7,58,0,5.3,5.2,11.1,7.12
25.5,32.2,14.8,39,0,4.8,5,11.1,10.6
25.5,32.2,14.8,39,0,4.8,5,11.1,8.93
24.9,33.2,14.8,48,0,4.2,4.6,13,6.85
24.9,33.2,14.8,48,0,4.2,4.6,13,10.27
26.7,33,15.7,45,0,5.5,6.5,14.8,16.12
26.7,33,15.7,45,0,5.5,6.5,14.8,20.66
26.7,33,15.7,45,0,5.5,6.5,14.8,17.59
26.7,33,15.7,45,0,5.5,6.5,14.8,19.97
26.7,33,15.7,45,0,5.5,6.5,14.8,22.51
26.7,33,15.7,45,0,5.5,6.5,14.8,13.44
26.7,33,15.7,45,0,5.5,6.5,14.8,13.01
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,12.51
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,8.17
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,6.61
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,9.93
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,15.09
25.645,32.1575,15.395,45.55,0,5.09,5.8225,14.7075,24.2
24.46,31.26,14.66,47.4,0,4.62,5.08,14.06,15.91
24.9,31.2,15.9,46,0,4.8,5.6,14.8,6.42
24.9,31.2,15.9,46,0,4.8,5.6,14.8,5.24
24.1,31.6,13.9,45,0,4.5,4.3,14.8,4.84
24.1,31.6,13.9,45,0,4.5,4.3,14.8,5.55
24.3,30.7,13.7,55,0,4.5,5.6,11.1,10.91
24.3,30.7,13.7,55,0,4.5,5.6,11.1,13.59
24.1,30.8,14.5,59,0,5,5.2,9.4,9.96
24.1,30.8,14.5,59,0,5,5.2,9.4,9.28
24,29.4,14.7,61,0,4.7,4.8,11.1,11.05
24,29.4,14.7,61,0,4.7,4.8,11.1,11.84
23.9,29.2,16.9,68,0,4,7,11.1,6.44
23.9,29.2,16.9,68,0,4,7,11.1,5.3
26.5,31.5,20.3,76,0,4.3,6.7,14.8,4.71
26.5,31.5,20.3,76,0,4.3,6.7,14.8,5.47
26.1,30.6,20.8,75,0,4.2,7.4,11.1,4.8
26.1,30.6,20.8,75,0,4.2,7.4,11.1,6.04
26.4,32,20.9,70,0,3.9,6.7,9.4,9.21
26.4,32,20.9,70,0,3.9,6.7,9.4,10.45
24.4,31.2,19.8,80,23.495,3.5,6.1,11.1,12.83
24.4,31.2,19.8,80,23.495,3.5,6.1,11.1,16.51
22,28.7,18.6,90,46.99,2.6,4.6,7.6,9.26
22,28.7,18.6,90,46.99,2.6,4.6,7.6,5.43
23.2,27,18.3,65,0,4,8.7,18.3,6.77
23.2,27,18.3,65,0,4,8.7,18.3,5.07
20.8,25,14.5,78,0,4.7,5.9,11.1,5.28
20.8,25,14.5,78,0,4.7,5.9,11.1,7.07
21.6,25,15.3,77,0,4.8,3.9,9.4,6.27
21.6,25,15.3,77,0,4.8,3.9,9.4,6.17
23.3,28,14.9,71,0,4.5,3,9.4,10.22
23.3,28,14.9,71,0,4.5,3,9.4,13.22
25.3,31,16.3,58,0,4.5,6.3,11.1,28.83
25.3,31,16.3,58,0,4.5,6.3,11.1,7.38
25.7,32,19,67,0,4,4.3,9.4,5.18
25.7,32,19,67,0,4,4.3,9.4,6
23.8,31.8,16.6,64,0,4.7,4.8,9.4,4.32
23.8,31.8,16.6,64,0,4.7,4.8,9.4,3.41
19.8,27.2,9.5,46,0,4.8,3.9,11.1,8
19.8,27.2,9.5,46,0,4.8,3.9,11.1,6.81
20.7,29,9,45,0,4.5,4.6,14.8,9.02
20.7,29,9,45,0,4.5,4.6,14.8,5.59
21.9,29,9.8,47,0,4.8,2.6,9.4,3.81
21.9,29,9.8,47,0,4.8,2.6,9.4,4.09
22.7,30.5,11.9,53,0,4.8,2.8,11.1,5.25
22.7,30.5,11.9,53,0,4.8,2.8,11.1,6.7
23.3,29,15.7,58,0,4,4.3,9.4,5.81
23.3,29,15.7,58,0,4,4.3,9.4,11.5
21.7,29.7,13.8,53,0,4,4.3,11.1,11.07
21.7,29.7,13.8,53,0,4,4.3,11.1,11.17
21.7,29.4,10.9,43,0,4.5,3,11.1,9.8
21.7,29.4,10.9,43,0,4.5,3,11.1,9.83
24.6,30,17.5,61,0,4.2,6.9,11.1,3.78
24.6,30,17.5,61,0,4.2,6.9,11.1,4.01
24.1,29.6,15.7,59,0,4.5,6.7,13,8.92
24.1,29.6,15.7,59,0,4.5,6.7,13,14.57
23.8,29.5,14.8,59,0,4.2,6.9,14.8,20.09
23.8,29.5,14.8,59,0,4.2,6.9,14.8,23.3
23.3,30.9,14,60,0,4.2,4.3,11.1,13.99
23.3,30.9,14,60,0,4.2,4.3,11.1,5.59
23.3,30,13,52,0,4.3,3.7,11.1,4.96
23.3,30,13,52,0,4.3,3.7,11.1,4.82
24.3,32,14.1,49,0,5,3.3,11.1,5.24
24.3,32,14.1,49,0,5,3.3,11.1,5.42
27,33,18.9,58,0,4.8,8.5,14.8,7.95
27,33,18.9,58,0,4.8,8.5,14.8,9.87
23.8,31,19.6,85,1.02,4.5,6.7,11.1,5.68
23.8,31,19.6,85,1.02,4.5,6.7,11.1,4.56
19.7,26.5,18,92,9.91,2.1,7.2,11.1,7.62
19.7,26.5,18,92,9.91,2.1,7.2,11.1,4.31
22.7,29,12.8,66,0,4.7,6.1,11.1,4.37
22.7,29,12.8,66,0,4.7,6.1,11.1,5.08
24.3,29,17.7,62,0,4.5,5.9,9.4,7.76
24.3,29,17.7,62,0,4.5,5.9,9.4,6.14
24.1,29.6,15.8,62,0,4.2,6.1,11.1,7.32
24.1,29.6,15.8,62,0,4.2,6.1,11.1,7.35
24.5,29,16.9,62,0,4.7,7.4,16.5,7.21
24.5,29,16.9,62,0,4.7,7.4,16.5,6.45
28.1,35,19.3,51,0,5.1,7,14.8,9.55
28.1,35,19.3,51,0,5.1,7,14.8,10.09
25,33.4,19.6,52,0,5.1,4.6,18.3,7.18
25,33.4,19.6,52,0,5.1,4.6,18.3,5.63
23.5,30.7,17.6,40,0,5.6,7.4,13,7.18
23.5,30.7,17.6,40,0,5.6,7.4,13,6.48
26.2,31,19.3,51,0,4.7,7.8,14.8,5.57
26.2,31,19.3,51,0,4.7,7.8,14.8,5.26
27,34,18.5,56,0,5,5.4,13,7.11
27,34,18.5,56,0,5,5.4,13,8.13
29.2,35,19.9,49,0,5.3,8.1,14.8,5.59
29.2,35,19.9,49,0,5.3,8.1,14.8,6.35
29.3,35,21.7,63,0,5.5,9.1,14.8,8.36
29.3,35,21.7,63,0,5.5,9.1,14.8,8.54
28.1,34.9,20.9,64,0,5.3,10,16.5,8.56
28.1,34.9,20.9,64,0,5.3,10,16.5,9.78
29.2,36,21.3,46,0,5.5,8,14.8,7.85
29.2,36,21.3,46,0,5.5,8,14.8,8.61
31.8,38,22.3,30,0,5.6,9.4,16.5,6.78
31.8,38,22.3,30,0,5.6,9.4,16.5,7.05
29.5,37.3,20.7,41,0,5.5,4.8,13,5.59
29.5,37.3,20.7,41,0,5.5,4.8,13,6.17
27.3,35.4,21.5,69,0,4.7,6.5,11.1,2.86
27.3,35.4,21.5,69,0,4.7,6.5,11.1,3.16
27.5,33.4,21.7,69,0,5.1,9.8,14.8,3.73
27.5,33.4,21.7,69,0,5.1,9.8,14.8,3.66
28.1,33.1,22.2,66,0,5.3,10.6,14.8,6.3
28.1,33.1,22.2,66,0,5.3,10.6,14.8,4.16
30,36,21.8,57,0,5.6,8,11.1,4.87
30,36,21.8,57,0,5.6,8,11.1,5.83
29.1,36,17.9,33,0,5.8,5,11.1,6
29.1,36,17.9,33,0,5.8,5,11.1,7.03
29.9,35.6,21.1,52,0,5.1,5.7,11.1,6.19
29.9,35.6,21.1,52,0,5.1,5.7,11.1,6.81
30.6,35,23.1,56,0,5.3,7.8,16.5,5.57
30.6,35,23.1,56,0,5.3,7.8,16.5,8.07
32.6,39,23.7,33,0,5.3,8.5,18.3,9.12
32.6,39,23.7,33,0,5.3,8.5,18.3,11.55
32.9,39,22.8,30,0,6,8.3,14.8,12.2
32.9,39,22.8,30,0,6,8.3,14.8,13.57
32.4,39,22.3,31,0,5.6,8.7,16.5,12.38
32.4,39,22.3,31,0,5.6,8.7,16.5,11.17
31.6,38,21.7,49,0,5.6,8.7,18.3,11.69
31.6,38,21.7,49,0,5.6,8.7,18.3,16.44
31.1,38,22.7,55,0,5.5,10.9,18.3,9.88
31.1,38,22.7,55,0,5.5,10.9,18.3,5.39
31.1,38,22.5,50,0,5.6,10,14.8,6.61
31.1,38,22.5,50,0,5.6,10,14.8,5.5
32.3,38,24.7,44,0,5.6,8,18.3,5.83
32.3,38,24.7,44,0,5.6,8,18.3,8.98
32.6,39,25,45,0,5.5,7.2,14.8,7.43
32.6,39,25,45,0,5.5,7.2,14.8,10.74
33.1,40,25.3,40,0,5.5,6.3,14.8,13.51
33.1,40,25.3,40,0,5.5,6.3,14.8,6.3
