T,TM,Tm,H,PP,VV,V,VM,SO2
26.4,32.1,22,68,0,4.8,5.2,9.4,32.05
23.2,31.1,21,84,0,3.7,5.7,11.1,44.21
23.2,31.1,21,84,0,3.7,5.7,11.1,47.38
23.6,28,21,84,0,3.7,5.4,13,46.17
23.6,28,21,84,0,3.7,5.4,13,19.58
25.8,33.4,19.3,58,0,6.3,2.2,5.4,23.55
25.8,33.4,19.3,58,0,6.3,2.2,5.4,47.02
25.1,33,18,43,0,5.6,3,7.6,45.54
25.1,33,18,43,0,5.6,3,7.6,35.06
25.1,32,16,43,0,5,3.9,9.4,31.95
25.1,32,16,43,0,5,3.9,9.4,31.89
24.7,32.2,16,43,0,4.8,4.3,9.4,31.29
24.7,32.2,16,43,0,4.8,4.3,9.4,40.78
24.2,32.2,15,40,0,4.8,3.1,11.1,38.63
24.2,32.2,15,40,0,4.8,3.1,11.1,35.56
24.2,32.2,14,41,0,4.7,4.4,11.1,46.68
24.2,32.2,14,41,0,4.7,4.4,11.1,46.54
25,31.8,18,45,0,4.8,3.7,7.6,35.55
25,31.8,18,45,0,4.8,3.7,7.6,28.22
25,32,16,43,0,4.8,5.7,9.4,16.38
25,32,16,43,0,4.8,5.7,9.4,25.31
24.4,32.1,16,39,0,5,4.4,11.1,51.36
24.4,32.1,16,39,0,5,4.4,11.1,42.96
25.1,30,21,68,0,3.9,2.4,7.6,37.9
25.1,30,21,68,0,3.9,2.4,7.6,44.93
25.5,31.1,20,50,0,4.7,3.1,7.6,30.3
25.5,31.1,20,50,0,4.7,3.1,7.6,36.43
25.4,32,18,51,0,4.3,3.5,9.4,31.34
25.4,32,18,51,0,4.3,3.5,9.4,34.96
25.9,32.1,18,53,0,4.7,2.2,7.6,31.07
25.9,32.1,18,53,0,4.7,2.2,7.6,41.97
23.1,31.2,13,34,0,4.8,4.8,11.1,38.34
23.1,31.2,13,34,0,4.8,4.8,11.1,48.96
22.7,31,12,33,0,4.3,2.8,9.4,42.29
22.7,31,12,33,0,4.3,2.8,9.4,41.03
22.9,31,12,38,0,4.8,2.6,7.6,37.54
22.9,31,12,38,0,4.8,2.6,7.6,23.1
22.86,31.04,12.2,35.2,0,4.6,3.12,9.02,35.08
25.56,31.1,18.88,63.4,0,3.56,3.64,9.6,8.7
25.2,31,16,58,0,3.5,1.7,5.4,20.04
25.2,31,16,58,0,3.5,1.7,5.4,38.17
26.1,31.1,21.7,70,0,3.7,5,14.8,39.34
26.1,31.1,21.7,70,0,3.7,5,14.8,44.6
25.2,31.3,19,61,0,3.4,4.8,7.6,36.91
25.2,31.3,19,61,0,3.4,4.8,7.6,30.48
23.1,30.2,12.9,50,0,4.3,2.6,7.6,34.5
23.1,30.2,12.9,50,0,4.3,2.6,7.6,45.32
23.1,31,13.7,44,0,4.7,2.6,7.6,46.34
23.1,31,13.7,44,0,4.7,2.6,7.6,41.86
22.8,32,11,38,0,4.8,3.3,7.6,7.84
22.8,32,11,38,0,4.8,3.3,7.6,13.93
24,33,11,36,0,5,3.3,9.4,33.63
24,33,11,36,0,5,3.3,9.4,34.23
24.2,34,12,38,0,4.7,3.9,11.1,38.49
24.2,34,12,38,0,4.7,3.9,11.1,43.85
25.8,34,12,35,0,5.3,4.1,11.1,49.63
25.8,34,12,35,0,5.3,4.1,11.1,45.43
24.8,32,15.6,46,0,4.5,3.9,9.4,44.42
24.8,32,15.6,46,0,4.5,3.9,9.4,37.44
25.1,31,15.7,64,0,4.3,4.3,9.4,31.91
25.1,31,15.7,64,0,4.3,4.3,9.4,11.31
26.2,31,21.2,68,0,3.9,4.3,7.6,19.3
26.2,31,21.2,68,0,3.9,4.3,7.6,42.58
24.5,34,14.7,50,0,4,2.8,7.6,39.57
24.5,34,14.7,50,0,4,2.8,7.6,10.11
23.7,32,14.3,44,0,4,2.6,9.4,15.23
23.7,32,14.3,44,0,4,2.6,9.4,6.27
23.2,31,12.9,41,0,4,3,9.4,6.08
23.2,31,12.9,41,0,4,3,9.4,20.73
27.2,32,20.3,63,0,4.3,6.1,18.3,22.99
27.2,32,20.3,63,0,4.3,6.1,18.3,37.31
24.7,28.5,20.2,79,0,3.1,5,14.8,25.88
24.7,28.5,20.2,79,0,3.1,5,14.8,34.18
27.7,34,17.7,61,0,4,3.5,9.4,7.83
27.7,34,17.7,61,0,4,3.5,9.4,3.21
25.4,34,13.4,45,0,5.1,3.3,7.6,3.56
25.4,34,13.4,45,0,5.1,3.3,7.6,6.6
26.4,36,12.3,46,0,5,1.7,5.4,29.68
26.4,36,12.3,46,0,5,1.7,5.4,55.61
23.2,32,11.4,50,0,4.7,1.5,5.4,16.8
23.2,32,11.4,50,0,4.7,1.5,5.4,7.78
25.2,34,12.4,51,0,4.7,4.6,11.1,3.77
25.2,34,12.4,51,0,4.7,4.6,11.1,21.93
25.5,34,14.2,50,0,4.5,2,5.4,5.32
25.5,34,14.2,50,0,4.5,2,5.4,4.16
22.9,32,13.9,51,0,4.7,3.1,9.4,3.76
22.9,32,13.9,51,0,4.7,3.1,9.4,9
24.05,32.75,14.2,50.25,0,4.25,3.2,11.65,7.19
24.05,32.75,14.2,50.25,0,4.25,3.2,11.65,6.68
24.7,34,14,50,0,3.9,3.9,14.8,13.58
24.7,34,14,50,0,3.9,3.9,14.8,12.35
23.9,31,14.9,50,0,4.5,1.9,7.6,9.19
23.9,31,14.9,50,0,4.5,1.9,7.6,4.04
22.8,31.3,14,48,0,4,3.3,9.4,7.88
22.8,31.3,14,48,0,4,3.3,9.4,12.09
24.3,31,14,48,0,4.3,2.2,7.6,34.99
24.3,31,14,48,0,4.3,2.2,7.6,19.96
24,31.2,14,62,0,4.2,4.6,7.6,12.33
24,31.2,14,62,0,4.2,4.6,7.6,5.74
23.8,30.2,17.9,55,0,4.5,3.7,7.6,3.48
23.8,30.2,17.9,55,0,4.5,3.7,7.6,8.29
21,28.5,12,56,0,3.9,3.3,9.4,13.7
21,28.5,12,56,0,3.9,3.3,9.4,11.04
21.4,28,15,55,0,4.2,4.4,7.6,18.17
21.4,28,15,55,0,4.2,4.4,7.6,25.9
20.9,27.7,14,60,0,3.1,4.3,9.4,17.22
20.9,27.7,14,60,0,3.1,4.3,9.4,7.48
21.1,28.9,13,58,0,4.2,5.7,14.8,5.02
21.1,28.9,13,58,0,4.2,5.7,14.8,1.8
22.1,29,11,44,0,4.3,3.7,9.4,3.08
22.1,29,11,44,0,4.3,3.7,9.4,23.86
23.1,30.2,13,38,0,4.7,3.5,11.1,10.09
23.1,30.2,13,38,0,4.7,3.5,11.1,10.89
24.3,30.8,15,50,0,4.2,6.1,14.8,23.38
24.3,30.8,15,50,0,4.2,6.1,14.8,29.72
23.1,30.2,20,54,0,4.2,4.4,7.6,33.86
23.1,30.2,20,54,0,4.2,4.4,7.6,27.84
24.3,31,18,56,0,4.3,3.9,7.6,22.31
24.3,31,18,56,0,4.3,3.9,7.6,25.23
25.1,33,13,43,0,4.7,3.5,9.4,20.72
25.1,33,13,43,0,4.7,3.5,9.4,24.77
25.7,33.4,14,46,0,4.7,4.6,9.4,30.71
25.7,33.4,14,46,0,4.7,4.6,9.4,40.3
25.4,32.7,17,50,0,4.8,3.7,9.4,26.83
25.4,32.7,17,50,0,4.8,3.7,9.4,17.65
25.5,31.2,16,43,0,4.8,3.9,9.4,27.21
25.5,31.2,16,43,0,4.8,3.9,9.4,15.45
25.9,34,15,41,0,5,3,7.6,10.31
25.9,34,15,41,0,5,3,7.6,7.43
25.8,33,15,41,0,4.7,3.5,9.4,10.15
25.8,33,15,41,0,4.7,3.5,9.4,14.85
26.3,33,15,40,0,4.7,4.8,11.1,9.61
26.3,33,15,40,0,4.7,4.8,11.1,12.29
24.7,30,18,52,0,4.8,7.4,11.1,13.64
24.7,30,18,52,0,4.8,7.4,11.1,19.6
24.9,32,16,51,0,4.7,4.6,11.1,9.13
24.9,32,16,51,0,4.7,4.6,11.1,12.9
25.6,31.6,17,51,0,4.7,5,11.1,22.58
25.6,31.6,17,51,0,4.7,5,11.1,25.87
26.7,35,15,33,0,5,4.1,11.1,17.73
26.7,35,15,33,0,5,4.1,11.1,7.85
28.2,38,14,25,0,5.3,2,7.6,7.14
28.2,38,14,25,0,5.3,2,7.6,17.35
29.5,39,16,28,0,5.6,3.5,7.6,21.64
29.5,39,16,28,0,5.6,3.5,7.6,24.11
26.7,37.3,16,27,0,5,3.7,11.1,24
26.7,37.3,16,27,0,5,3.7,11.1,29.93
26.6,35,14,22,0,5.1,4.3,11.1,21.17
26.6,35,14,22,0,5.1,4.3,11.1,10.61
26.7,35,13,34,0,4.8,5.2,13,11.49
26.7,35,13,34,0,4.8,5.2,13,14.86
27.8,35.3,14,34,0,5,5,11.1,12.7
27.8,35.3,14,34,0,5,5,11.1,13.08
28.2,36,16,30,0,5.1,4.1,7.6,10.89
28.2,36,16,30,0,5.1,4.1,7.6,6.55
28.5,38,15,19,0,5.1,3.9,7.6,8.66
28.5,38,15,19,0,5.1,3.9,7.6,8.68
28.4,37,22,61,0,5,4.6,9.4,6.09
28.4,37,22,61,0,5,4.6,9.4,8.48
29.6,36,22,43,0,5,3.7,9.4,7.24
29.6,36,22,43,0,5,3.7,9.4,10.83
28.9,36.2,23,58,0,4.2,3.7,7.6,7.18
28.9,36.2,23,58,0,4.2,3.7,7.6,9.13
28.5,36,15,32,0,5,3.5,9.4,9.66
28.5,36,15,32,0,5,3.5,9.4,16.14
29.2,36,22,54,0,4.7,5.9,11.1,14.15
29.2,36,22,54,0,4.7,5.9,11.1,17.04
28.6,34.8,23,57,0,4.3,7.8,14.8,30.86
28.6,34.8,23,57,0,4.3,7.8,14.8,70.39
30,37,19,32,0,5.3,3.5,11.1,18.52
30,37,19,32,0,5.3,3.5,11.1,16.51
29.9,36.6,19,29,0,5.3,4.4,9.4,15.79
29.9,36.6,19,29,0,5.3,4.4,9.4,14.29
29.9,37,18,29,0,5.5,4.1,9.4,23.3
29.9,37,18,29,0,5.5,4.1,9.4,22.43
32.9,39,21,30,0,5.6,3.1,7.6,9.25
32.9,39,21,30,0,5.6,3.1,7.6,15.24
31.6,39.8,21,36,0,5.1,3.7,13,15.64
31.6,39.8,21,36,0,5.1,3.7,13,19.01
32.6,41,21,30,0,5.5,4.4,7.6,23.97
32.6,41,21,30,0,5.5,4.4,7.6,19.79
34.6,42,24,30,0,6.1,4.6,11.1,27.37
34.6,42,24,30,0,6.1,4.6,11.1,19.33
35.2,43,27,28,0,5.5,4.8,11.1,22.7
35.2,43,27,28,0,5.5,4.8,11.1,5.2
34.3,41,25,31,0,5.3,3.7,11.1,10.98
34.3,41,25,31,0,5.3,3.7,11.1,11.4
33.7,41,25,43,0,4.8,6.5,14.8,11.13
33.7,41,25,43,0,4.8,6.5,14.8,5.69
32.4,40.8,27.7,50,0,4.5,3.9,14.8,4.14
32.4,40.8,27.7,50,0,4.5,3.9,14.8,8.28
34,40,25.5,37,0,5.1,3.9,9.4,8.41
34,40,25.5,37,0,5.1,3.9,9.4,11.54
33.7,41,24,41,0,4.8,3.3,9.4,6.91
33.7,41,24,41,0,4.8,3.3,9.4,10.16
34.6,43,19,20,0,4.8,2.6,9.4,10.25
34.6,43,19,20,0,4.8,2.6,9.4,5.59
33.4,41,21,29,0,5.6,3.7,9.4,3.96
33.4,41,21,29,0,5.6,3.7,9.4,4.51
34.6,43,25,25,0,5.1,3,11.1,5.92
34.6,43,25,25,0,5.1,3,11.1,4.93
35.8,43,26.9,29,0,5,2.2,9.4,6.38
35.8,43,26.9,29,0,5,2.2,9.4,9.81
35.8,43,25,21,0,5.1,2.2,7.6,8.88
35.8,43,25,21,0,5.1,2.2,7.6,11.25
35.3,43,24,20,0,5.1,2.4,9.4,12.25
35.3,43,24,20,0,5.1,2.4,9.4,10.89
34.1,41,22,21,0,5.1,3,14.8,10
34.1,41,22,21,0,5.1,3,14.8,8.43
35.6,43,25,21,0,5.1,1.9,7.6,12.73
35.6,43,25,21,0,5.1,1.9,7.6,9.6
36.2,43,28,21,0,5.3,3.5,9.4,4.46
36.2,43,28,21,0,5.3,3.5,9.4,7.28
32.9,40,25,29,0,5,3.5,11.1,4.17
32.9,40,25,29,0,5,3.5,11.1,6.47
33.4,41,24,36,0,5.1,2.8,5.4,5.75
33.4,41,24,36,0,5.1,2.8,5.4,10.87
34.3,40,26.9,37,0,5.5,3.1,7.6,2.78
34.3,40,26.9,37,0,5.5,3.1,7.6,1.66
33.3,40.2,26.5,47,0,5.3,3.5,5.4,3.03
33.3,40.2,26.5,47,0,5.3,3.5,5.4,2.33
33.6,42,25,33,0,5,5.6,18.3,4.09
33.6,42,25,33,0,5,5.6,18.3,6
33.2,41,20.2,38,0,5.1,5,11.1,4.06
33.2,41,20.2,38,0,5.1,5,11.1,3.66
34.9,42,27,40,0,5.5,3.9,14.8,2.68
34.9,42,27,40,0,5.5,3.9,14.8,5.5
36.3,43,29,34,0,5.1,2,14.8,3.68
36.3,43,29,34,0,5.1,2,14.8,2.04
33.8,41.7,28,45,0,5,9.1,18.3,3.57
33.8,41.7,28,45,0,5,9.1,18.3,4.03
37,43,29.5,24,0,6.3,6.9,14.8,3.87
37,43,29.5,24,0,6.3,6.9,14.8,3.98
36.8,43,29,25,0,5.5,5.7,63,3.1
36.8,43,29,25,0,5.5,5.7,63,4.67
35.4,43,29,25,0,6,5.4,18.3,4.33
35.4,43,29,25,0,6,5.4,18.3,3.95
37.7,44,29.9,30,0,5.5,3.5,7.6,3.67
37.7,44,29.9,30,0,5.5,3.5,7.6,11.12
37,43,29,37,0,5.5,4.4,9.4,4.17
37,43,29,37,0,5.5,4.4,9.4,5.22
34.2,42.7,25.5,43,0,5.1,7,18.3,5.26
34.2,42.7,25.5,43,0,5.1,7,18.3,5.17
34.1,41,26.8,44,0,5.1,5.9,11.1,5.22
34.1,41,26.8,44,0,5.1,5.9,11.1,5.31
34.3,41,27,43,0,5.8,5.2,14.8,13.04
34.3,41,27,43,0,5.8,5.2,14.8,5.66
35.2,43,28.9,44,0,5.3,2.4,9.4,5.22
35.2,43,28.9,44,0,5.3,2.4,9.4,3.86
35.6,43,29,45,0,5.3,3.3,9.4,6.13
35.6,43,29,45,0,5.3,3.3,9.4,6.91
28.9,37.2,23.9,62,0,5.3,9.3,14.8,13.54
28.9,37.2,23.9,62,0,5.3,9.3,14.8,13.72
27.8,33.5,20.5,73,0,5,5.9,11.1,7.07
27.8,33.5,20.5,73,0,5,5.9,11.1,5.99
28.2,34.6,24.4,72,0,4.8,5.7,13,6.05
28.2,34.6,24.4,72,0,4.8,5.7,13,6.71
24.9,32.5,23,89,0,4.2,5.4,11.1,7.42
24.9,32.5,23,89,0,4.2,5.4,11.1,6.56
27.6,31,22.1,76,0,4.7,5,11.1,5.86
27.6,31,22.1,76,0,4.7,5,11.1,5.98
26.4,32,24,84,0,4.7,5.6,11.1,5.01
26.4,32,24,84,0,4.7,5.6,11.1,6.85
24.7,33.2,22.8,91,0,4,3.1,9.4,6.48
24.7,33.2,22.8,91,0,4,3.1,9.4,4.3
28,32,23.2,73,0,5.1,7.6,14.8,2.97
28,32,23.2,73,0,5.1,7.6,14.8,3.27
29,34,23.8,66,0,5.1,7.6,11.1,3.09
29,34,23.8,66,0,5.1,7.6,11.1,4.23
28.2,34,24,73,0.1275,5,7.2,18.3,5.05
28.2,34,24,73,0.1275,5,7.2,18.3,2.96
26.2,32.5,23,84,0.51,4.3,8,18.3,4.5
26.2,32.5,23,84,0.51,4.3,8,18.3,4.66
27.9,33,22.9,74,0.255,4.5,12.6,24.1,4.65
27.9,33,22.9,74,0.255,4.5,12.6,24.1,6.12
28.3,33.8,24.2,70,0.255,5,9.4,18.3,3.6
28.3,33.8,24.2,70,0.255,5,9.4,18.3,4.23
28,32.2,24,73,0,5.3,7.8,14.8,5.83
28,32.2,24,73,0,5.3,7.8,14.8,5.04
28.4,32.6,24.4,69,0,5.3,7.6,22.2,5.57
28.4,32.6,24.4,69,0,5.3,7.6,22.2,10.67
26.4,30.2,22.3,78,0,4.3,5.4,18.3,5.77
26.4,30.2,22.3,78,0,4.3,5.4,18.3,5.55
28.3,32.2,21.6,70,0,5.3,6.3,13,6.57
28.3,32.2,21.6,70,0,5.3,6.3,13,14.85
27.5,33,24,73,0,5,4.3,11.1,4.69
27.5,33,24,73,0,5,4.3,11.1,6.76
26.3,32.4,23.2,81,0,4.7,7.6,18.3,3.85
26.3,32.4,23.2,81,0,4.7,7.6,18.3,5.41
25.4,31,22,88,0,4.8,6.7,13,6.22
25.4,31,22,88,6.1,4.8,6.7,13,5.1
26.8,30,22.7,75,6.1,4.7,8,14.8,4.33
26.8,30,22.7,75,6.1,4.7,8,14.8,5.62
25.3,28.5,21.5,89,6.1,4.2,9.4,13,5.23
25.3,28.5,21.5,89,6.1,4.2,9.4,13,4.97
25.9,29.2,22.9,88,6.1,4.3,9.8,13,5.32
25.9,29.2,22.9,88,6.1,4.3,9.8,13,4.95
28.1,32,23.1,74,0,5.3,9.6,18.3,4.84
28.1,32,23.1,74,0,5.3,9.6,18.3,4.18
28.4,33,23,68,0,5.5,9.8,14.8,4.88
28.4,33,23,68,0,5.5,9.8,14.8,6.04
28.7,33.6,23.1,67,0,5.3,12.6,22.2,5.01
28.7,33.6,23.1,67,0,5.3,12.6,22.2,4.59
27.8,34,23.7,73,0,5,10.6,18.3,3.8
27.8,34,23.7,73,0,5,10.6,18.3,3.99
29.6,34,24.4,63,0,5.6,8.9,18.3,4.87
29.6,34,24.4,63,0,5.6,8.9,18.3,4.25
29.4,34.6,24.8,63,0,5.5,6.3,18.3,4.4
29.4,34.6,24.8,63,0,5.5,6.3,18.3,4.36
29.2,33.4,24.3,64,0,5.6,9.1,18.3,12.8
29.2,33.4,24.3,64,0,5.6,9.1,18.3,5.16
28.6,33.7,23.8,67,0,5.5,10.6,18.3,13.58
28.6,33.7,23.8,67,0,5.5,10.6,18.3,6.44
27.9,33.2,24.5,76,0,4.8,5.6,18.3,4.92
27.9,33.2,24.5,76,0.255,4.8,5.6,18.3,5.04
28.8,33.8,24.6,68,0.51,5.3,7.4,14.8,4.97
28.8,33.8,24.6,68,0.51,5.3,7.4,14.8,5.23
24.4,32.8,22.1,93,0,3.5,4.8,18.3,4.57
24.4,32.8,22.1,93,0,3.5,4.8,18.3,5.02
25.4,31.2,21.9,90,0.255,4.3,4.3,9.4,3.32
25.4,31.2,21.9,90,0,4.3,4.3,9.4,4.19
26,29.2,21.9,82,0,5.1,4.3,11.1,4.17
26,29.2,21.9,82,0,5.1,4.3,11.1,5.03
27.1,32,22.1,78,0,5.6,7.4,18.3,5.09
27.1,32,22.1,78,0,5.6,7.4,18.3,4.68
23.8,26.1,21.9,95,0,3.4,9.6,18.3,13.08
23.8,26.1,21.9,95,0,3.4,9.6,18.3,3.3
24.1,26,21.1,90,0,4.5,12.4,20.6,4.37
24.1,26,21.1,90,0,4.5,12.4,20.6,4.24
27,31,20.7,74,0,5.1,8,18.3,5.12
27,31,20.7,74,0,5.1,8,18.3,4.06
25.9,31.8,22.5,88,0,4.3,8.3,18.3,4.59
25.9,31.8,22.5,88,0,4.3,8.3,18.3,5.13
25.6,30,21.1,91,1.015,4.3,10.4,18.3,5.99
25.6,30,21.1,91,1.015,4.3,10.4,18.3,5.73
25.7,29.5,23,91,2.03,4,9.8,14.8,7.2
25.7,29.5,23,91,2.03,4,9.8,14.8,6.41
28.6,32,22.8,77,0,5.5,6.9,13,5.29
28.6,32,22.8,77,0,5.5,6.9,13,4.87
28.6,32.6,23.8,73,0,5.6,8,13,5.4
28.6,32.6,23.8,73,0,5.6,8,13,5.12
28.8,33,23.3,77,0,5.3,5.6,13,3.37
28.8,33,23.3,77,0,5.3,5.6,13,6.88
29.4,33.6,23.9,74,0,5.3,6.7,13,10.46
29.4,33.6,23.9,74,0,5.3,6.7,13,8.94
28.3,32.6,22.6,83,0,4.2,4.6,16.5,5.7
28.3,32.6,22.6,83,0,4.2,4.6,16.5,7.36
28.8,33.3,24.2,80,0,4.8,7,11.1,19.21
28.8,33.3,24.2,80,0,4.8,7,11.1,4.24
29.2,33.1,23.8,76,0,5.3,6.3,11.1,8.63
29.2,33.1,23.8,76,0,5.3,6.3,11.1,4.3
28.6,34.2,24.5,81,0,4.3,6.9,18.3,4.2
28.6,34.2,24.5,81,0,4.3,6.9,18.3,2.36
26,35.2,20.7,90,0,3.9,4.6,9.4,2.46
26,35.2,20.7,90,0,3.9,4.6,9.4,4.4
27.5,31,21.8,85,0,5.5,6.5,13,18.9
27.5,31,21.8,85,0,5.5,6.5,13,11.19
26.7,29,22.1,81,0,5.3,13.3,18.3,4.82
26.7,29,22.1,81,0,5.3,13.3,18.3,5.43
26.2,30,22.5,85,0,4.7,10.9,18.3,2.02
26.2,30,22.5,85,0,4.7,10.9,18.3,10.49
25.8,29,22.5,86,0,4.5,11.7,16.5,3.29
25.8,29,22.5,86,0,4.5,11.7,16.5,5.28
26.5,33,23.5,86,3.05,4.2,3.7,9.4,5.02
26.5,33,23.5,86,3.05,4.2,3.7,9.4,9.07
28.6,32.2,22.3,77,6.1,4.5,6.1,18.3,6.6
28.6,32.2,22.3,77,6.1,4.5,6.1,18.3,13.15
26.8,33,22.9,88,0,3.5,2.8,18.3,11.15
26.8,33,22.9,88,0,3.5,2.8,18.3,7.7
28.9,33,23.7,78,0,3.4,3,9.4,15.47
28.9,33,23.7,78,0,3.4,3,9.4,16.79
26.8,33.8,22.5,87,0,3.5,7,18.3,14.94
26.8,33.8,22.5,87,0,3.5,7,18.3,17.59
25.8,31.9,21.4,93,83.06,2.9,2.8,13,20.33
25.8,31.9,21.4,93,83.06,2.9,2.8,13,13.5
27.4,31,22.6,83,1.02,4,3,9.4,13.78
27.4,31,22.6,83,1.02,4,3,9.4,15.11
26.1,31.6,22.8,93,19.05,3.1,2.6,9.4,11.95
26.1,31.6,22.8,93,19.05,3.1,2.6,9.4,17.4
27.6,33,22.2,86,2.03,3.4,5.4,18.3,16.53
27.6,33,22.2,86,2.03,3.4,5.4,18.3,22.05
27.6,33,21.3,82,9.91,4.3,3.1,9.4,27.55
27.6,33,21.3,82,9.91,4.3,3.1,9.4,21.15
26.8,32.6,23.2,89,0,3.5,4.8,14.8,17.25
26.8,32.6,23.2,89,0,3.5,4.8,14.8,20.01
26.6,32.5,22.6,89,4.06,3.9,2.8,13,16.76
26.6,32.5,22.6,89,4.06,3.9,2.8,13,13.31
26.2,33,18,67,0,4.8,4.1,9.4,14.81
26.2,33,18,67,0,4.8,4.1,9.4,11.42
27.2,32.8,19.8,62,0,4.3,5.6,11.1,10.46
27.2,32.8,19.8,62,0,4.3,5.6,11.1,10.05
28.1,33.2,20.9,65,0,4.5,7,13,8.34
28.1,33.2,20.9,65,0,4.5,7,13,14.21
27.7,32.8,21,66,0,4.7,5.4,13,18.61
27.7,32.8,21,66,0,4.7,5.4,13,12.78
26.9,32.7,21.5,72,0,3.9,5.7,11.1,13.35
26.9,32.7,21.5,72,0,3.9,5.7,11.1,10.47
27.2,32,19.5,64,0,4.5,4.4,11.1,15.16
27.2,32,19.5,64,0,4.5,4.4,11.1,16.7
25.6,31.5,16.6,54,0,4.3,6.1,14.8,15
25.6,31.5,16.6,54,0,4.3,6.1,14.8,14.09
25.2,31.5,16.5,58,0,4.3,4.1,9.4,14.25
25.2,31.5,16.5,58,0,4.3,4.1,9.4,10.97
24,30.6,15.6,60,0,4.5,6.3,14.8,9.54
24,30.6,15.6,60,0,4.5,6.3,14.8,12.21
24.8,30.3,16.4,59,0,4.2,7.6,18.3,13.2
24.8,30.3,16.4,59,0,4.2,7.6,18.3,13.15
25.6,31.9,17.1,64,0,5,3.7,9.4,16.11
25.6,31.9,17.1,64,0,5,3.7,9.4,24.61
25.2,31.6,17.5,61,0,5.1,3.3,9.4,19.03
25.2,31.6,17.5,61,0,5.1,3.3,9.4,22.76
25.6,31.5,17,55,0,5,5.6,9.4,22.48
25.6,31.5,17,55,0,5,5.6,9.4,12.94
24.9,31,16.4,57,0,4.8,4.6,11.1,8.51
24.9,31,16.4,57,0,4.8,4.6,11.1,7.88
26.1,31.5,18.8,68,0,4.5,5.4,11.1,7.52
26.1,31.5,18.8,68,0,4.5,5.4,11.1,8.56
27.3,32.6,20.5,67,0,4.8,7,13,12.3
27.3,32.6,20.5,67,0,4.8,7,13,22.04
26.9,31.8,22,72,0,4.5,4.6,11.1,24.06
26.9,31.8,22,72,0,4.5,4.6,11.1,21.88
27.4,31.3,20.3,69,0,4.8,5,9.4,16.67
27.4,31.3,20.3,69,0,4.8,5,9.4,16.21
27,32.2,20.4,75,0,4.7,5.4,13,15.01
27,32.2,20.4,75,0,4.7,5.4,13,10.11
24.9,32.3,19,60,0,4.5,5.7,14.8,8.51
24.9,32.3,19,60,0,4.5,5.7,14.8,18.35
23.5,31.8,16.6,62,0,5,2.6,9.4,16.26
23.5,31.8,16.6,62,0,5,2.6,9.4,14.18
24.1,31.8,15.5,55,0,4.5,2,9.4,10.66
24.1,31.8,15.5,55,0,4.5,2,9.4,9.62
24.3,30.1,18.7,72,0,3.7,7.4,11.1,8.17
24.3,30.1,18.7,72,0,3.7,7.4,11.1,11.25
22.4,26,17,67,0,3.9,6.3,14.8,9.44
22.4,26,17,67,0,3.9,6.3,14.8,10.52
23.3,28.5,17,61,0,4,6.1,11.1,17.34
23.3,28.5,17,61,0,4,6.1,11.1,15.67
25.4,31.4,17.5,65,0,3.9,2,5.4,12.81
25.4,31.4,17.5,65,0,3.9,2,5.4,11.62
25.6,31.8,16.3,46,0,3.9,4.8,11.1,9.28
25.6,31.8,16.3,46,0,3.9,4.8,11.1,10.51
25.2,32.6,17.1,53,0,4.2,7.2,14.8,12.71
25.2,32.6,17.1,53,0,4.2,7.2,14.8,17.13
24.6,32.2,16,63,0,4.2,4.4,11.1,17.29
24.6,32.2,16,63,0,4.2,4.4,11.1,20.89
25.2,31.2,17.9,64,0,4.7,5.9,11.1,13.76
25.2,31.2,17.9,64,0,4.7,5.9,11.1,7.43
24,31.3,18,69,0,3.5,5,14.8,9.12
24,31.3,18,69,0,3.5,5,14.8,10.5
22.4,29,12.5,40,0,4.3,6.7,16.5,13.02
22.4,29,12.5,40,0,4.3,6.7,16.5,17.29
21.6,29.3,10.8,50,0,4.7,4.1,11.1,23.32
21.6,29.3,10.8,50,0,4.7,4.1,11.1,13.76
22.8,29.6,12.4,54,0,4.5,3.5,9.4,9.28
22.8,29.6,12.4,54,0,4.5,3.5,9.4,6.93
23.8,30.2,14,59,0,3.9,3.5,11.1,9.52
23.8,30.2,14,59,0,3.9,3.5,11.1,16.47
22.8,31.3,14.5,50,0,4.5,5.4,11.1,19.6
22.8,31.3,14.5,50,0,4.5,5.4,11.1,13.62
21.9,30,12,45,0,4.5,3.9,11.1,9.02
21.9,30,12,45,0,4.5,3.9,11.1,8.69
22.7,30.575,13.35,47.75,0,4.55,4.05,10.675,16.9
22.7,30.575,13.35,47.75,0,4.55,4.05,10.675,20.33
24.2,31,14.9,51,0,4.7,3,9.4,22.37
24.2,31,14.9,51,0,4.7,3,9.4,16.85
23.8,31.5,15.8,62,0,4.5,3.3,9.4,9.51
23.8,31.5,15.8,62,0,4.5,3.3,9.4,9.46
23.4,29.6,16.9,64,0,4.5,3.5,9.4,8.16
23.4,29.6,16.9,64,0,4.5,3.5,9.4,9.68
23.1,29.6,13.5,51,0,4.2,5,13,13.6
23.1,29.6,13.5,51,0,4.2,5,13,13.52
22.2,29.4,14,56,0,4.3,5,14.8,13.92
22.2,29.4,14,56,0,4.3,5,14.8,13.07
22.2,27.7,14.6,65,0,3.9,4.8,13,8.55
22.2,27.7,14.6,65,0,3.9,4.8,13,6.61
25.2,33,16,46,0,4.7,4.1,11.1,6.53
